,Iteration,Gates,Bays,Station_Dist,Fleet,Flow,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time,Gate_Time,Bay_Time,Truck_Speed,Truck_HoS
6781,3,1,5,50,100,882000.0,1.181,4.009,1.265,7,35,45,14
6782,3,1,5,50,125,909000.0,1.148,4.316,1.218,7,35,45,14
6783,3,1,5,50,150,900000.0,1.075,4.898,1.155,7,35,45,14
6784,3,1,5,50,175,909000.0,1.052,4.903,1.125,7,35,45,14
6785,3,1,5,50,200,918000.0,1.03,4.975,1.081,7,35,45,14
6786,4,1,5,50,10,324000.0,3.6,0.031,3.742,7,35,45,14
6787,4,1,5,50,25,702000.0,3.12,0.251,3.35,7,35,45,14
6788,4,1,5,50,50,864000.0,1.92,1.93,2.126,7,35,45,14
6789,4,1,5,50,75,900000.0,1.408,2.898,1.458,7,35,45,14
6790,4,1,5,50,100,882000.0,1.181,4.167,1.25,7,35,45,14
6791,4,1,5,50,125,891000.0,1.138,4.501,1.176,7,35,45,14
6792,4,1,5,50,150,891000.0,1.1,4.643,1.148,7,35,45,14
6793,4,1,5,50,175,900000.0,1.075,4.855,1.127,7,35,45,14
6794,4,1,5,50,200,891000.0,1.021,5.199,1.054,7,35,45,14
6795,5,1,5,50,10,324000.0,3.6,0.042,3.715,7,35,45,14
6796,5,1,5,50,25,747000.0,3.32,0.204,3.841,7,35,45,14
6797,5,1,5,50,50,882000.0,1.96,1.96,2.111,7,35,45,14
6798,5,1,5,50,75,882000.0,1.324,2.991,1.452,7,35,45,14
6799,5,1,5,50,100,891000.0,1.193,4.05,1.311,7,35,45,14
6800,5,1,5,50,125,900000.0,1.176,4.299,1.279,7,35,45,14
6801,5,1,5,50,150,900000.0,1.099,4.856,1.219,7,35,45,14
6802,5,1,5,50,175,909000.0,1.052,4.861,1.167,7,35,45,14
6803,5,1,5,50,200,891000.0,1.031,5.163,1.148,7,35,45,14
6804,6,1,5,50,10,351000.0,3.9,0.025,4.294,7,35,45,14
6805,6,1,5,50,25,738000.0,3.28,0.201,3.522,7,35,45,14
6806,6,1,5,50,50,891000.0,1.98,1.806,2.117,7,35,45,14
6807,6,1,5,50,75,909000.0,1.384,3.086,1.481,7,35,45,14
6808,6,1,5,50,100,909000.0,1.202,3.829,1.279,7,35,45,14
6809,6,1,5,50,125,909000.0,1.11,4.209,1.205,7,35,45,14
6810,6,1,5,50,150,900000.0,1.075,4.94,1.137,7,35,45,14
6811,6,1,5,50,175,909000.0,1.074,4.889,1.141,7,35,45,14
6812,6,1,5,50,200,909000.0,1.041,5.268,1.093,7,35,45,14
6813,7,1,5,50,10,333000.0,3.7,0.035,4.306,7,35,45,14
6814,7,1,5,50,25,783000.0,3.48,0.207,3.892,7,35,45,14
6815,7,1,5,50,50,837000.0,1.86,1.842,2.055,7,35,45,14
6816,7,1,5,50,75,882000.0,1.307,3.23,1.409,7,35,45,14
6817,7,1,5,50,100,900000.0,1.19,3.976,1.231,7,35,45,14
6818,7,1,5,50,125,927000.0,1.184,4.087,1.209,7,35,45,14
6819,7,1,5,50,150,927000.0,1.108,4.6,1.136,7,35,45,14
6820,7,1,5,50,175,918000.0,1.074,4.819,1.119,7,35,45,14
6821,7,1,5,50,200,936000.0,1.03,5.147,1.056,7,35,45,14
6822,8,1,5,50,10,279000.0,3.1,0.026,3.764,7,35,45,14
6823,8,1,5,50,25,747000.0,3.32,0.199,3.987,7,35,45,14
6824,8,1,5,50,50,846000.0,1.88,1.808,2.278,7,35,45,14
6825,8,1,5,50,75,909000.0,1.365,3.046,1.584,7,35,45,14
6826,8,1,5,50,100,909000.0,1.161,4.042,1.352,7,35,45,14
6827,8,1,5,50,125,909000.0,1.148,4.146,1.317,7,35,45,14
6828,8,1,5,50,150,900000.0,1.064,4.819,1.215,7,35,45,14
6829,8,1,5,50,175,900000.0,1.053,5.033,1.209,7,35,45,14
6830,8,1,5,50,200,900000.0,1.053,5.118,1.201,7,35,45,14
6831,9,1,5,50,10,342000.0,3.8,0.025,4.016,7,35,45,14
6832,9,1,5,50,25,756000.0,3.36,0.274,3.408,7,35,45,14
6833,9,1,5,50,50,864000.0,1.92,1.805,2.031,7,35,45,14
6834,9,1,5,50,75,891000.0,1.356,3.237,1.438,7,35,45,14
6835,9,1,5,50,100,900000.0,1.176,3.856,1.231,7,35,45,14
6836,9,1,5,50,125,882000.0,1.14,4.402,1.193,7,35,45,14
6837,9,1,5,50,150,900000.0,1.136,4.601,1.195,7,35,45,14
6838,9,1,5,50,175,900000.0,1.053,5.16,1.107,7,35,45,14
6839,9,1,5,50,200,891000.0,1.053,5.23,1.089,7,35,45,14
6840,10,1,5,50,10,351000.0,3.9,0.02,3.677,7,35,45,14
6841,10,1,5,50,25,756000.0,3.36,0.229,3.38,7,35,45,14
6842,10,1,5,50,50,864000.0,1.92,1.948,2.064,7,35,45,14
6843,10,1,5,50,75,873000.0,1.347,3.006,1.385,7,35,45,14
6844,10,1,5,50,100,882000.0,1.167,4.037,1.208,7,35,45,14
6845,10,1,5,50,125,891000.0,1.151,4.293,1.169,7,35,45,14
6846,10,1,5,50,150,891000.0,1.1,4.566,1.105,7,35,45,14
6847,10,1,5,50,175,900000.0,1.075,5.023,1.087,7,35,45,14
6848,10,1,5,50,200,891000.0,1.021,5.383,1.041,7,35,45,14
6849,11,1,5,50,10,360000.0,4.0,0.065,3.937,7,35,45,14
6850,11,1,5,50,25,783000.0,3.48,0.256,3.653,7,35,45,14
6851,11,1,5,50,50,873000.0,1.94,1.817,1.998,7,35,45,14
6852,11,1,5,50,75,900000.0,1.389,3.2,1.395,7,35,45,14
6853,11,1,5,50,100,918000.0,1.2,4.02,1.193,7,35,45,14
6854,11,1,5,50,125,891000.0,1.1,4.443,1.122,7,35,45,14
6855,11,1,5,50,150,918000.0,1.074,4.758,1.077,7,35,45,14
6856,11,1,5,50,175,900000.0,1.042,5.009,1.033,7,35,45,14
6857,11,1,5,50,200,936000.0,1.04,5.097,1.01,7,35,45,14
6858,12,1,5,50,10,342000.0,3.8,0.01,3.899,7,35,45,14
6859,12,1,5,50,25,756000.0,3.36,0.228,3.876,7,35,45,14
6860,12,1,5,50,50,855000.0,1.9,1.896,2.198,7,35,45,14
6861,12,1,5,50,75,891000.0,1.356,3.305,1.547,7,35,45,14
6862,12,1,5,50,100,882000.0,1.225,3.752,1.392,7,35,45,14
6863,12,1,5,50,125,900000.0,1.149,4.337,1.325,7,35,45,14
6864,12,1,5,50,150,891000.0,1.076,4.702,1.23,7,35,45,14
6865,12,1,5,50,175,891000.0,1.065,5.114,1.196,7,35,45,14
6866,12,1,5,50,200,891000.0,1.053,5.07,1.193,7,35,45,14
6867,13,1,5,50,10,360000.0,4.0,0.034,4.311,7,35,45,14
6868,13,1,5,50,25,729000.0,3.24,0.24,3.506,7,35,45,14
6869,13,1,5,50,50,864000.0,1.92,1.813,2.03,7,35,45,14
6870,13,1,5,50,75,900000.0,1.333,3.155,1.447,7,35,45,14
6871,13,1,5,50,100,900000.0,1.205,3.806,1.273,7,35,45,14
6872,13,1,5,50,125,900000.0,1.19,4.104,1.208,7,35,45,14
6873,13,1,5,50,150,900000.0,1.124,4.506,1.148,7,35,45,14
6874,13,1,5,50,175,900000.0,1.064,4.791,1.102,7,35,45,14
6875,13,1,5,50,200,900000.0,1.02,5.316,1.047,7,35,45,14
6876,14,1,5,50,10,315000.0,3.5,0.048,3.761,7,35,45,14
6877,14,1,5,50,25,738000.0,3.28,0.199,4.192,7,35,45,14
6878,14,1,5,50,50,828000.0,1.84,1.825,2.281,7,35,45,14
6879,14,1,5,50,75,900000.0,1.37,3.072,1.717,7,35,45,14
6880,14,1,5,50,100,891000.0,1.238,3.782,1.528,7,35,45,14
6881,14,1,5,50,125,891000.0,1.165,4.117,1.433,7,35,45,14
6882,14,1,5,50,150,900000.0,1.111,4.498,1.362,7,35,45,14
6883,14,1,5,50,175,891000.0,1.021,5.207,1.257,7,35,45,14
6884,14,1,5,50,200,900000.0,1.031,5.061,1.27,7,35,45,14
6885,15,1,5,50,10,297000.0,3.3,0.011,3.441,7,35,45,14
6886,15,1,5,50,25,765000.0,3.4,0.17,3.892,7,35,45,14
6887,15,1,5,50,50,855000.0,1.9,1.754,2.237,7,35,45,14
6888,15,1,5,50,75,909000.0,1.365,3.059,1.568,7,35,45,14
6889,15,1,5,50,100,909000.0,1.247,3.91,1.41,7,35,45,14
6890,15,1,5,50,125,909000.0,1.148,4.338,1.31,7,35,45,14
6891,15,1,5,50,150,900000.0,1.087,4.685,1.251,7,35,45,14
6892,15,1,5,50,175,909000.0,1.063,4.969,1.212,7,35,45,14
6893,15,1,5,50,200,909000.0,1.02,5.204,1.145,7,35,45,14
6894,16,1,5,50,10,342000.0,3.8,0.027,3.773,7,35,45,14
6895,16,1,5,50,25,756000.0,3.36,0.246,3.511,7,35,45,14
6896,16,1,5,50,50,855000.0,1.9,1.77,1.99,7,35,45,14
6897,16,1,5,50,75,927000.0,1.392,3.114,1.405,7,35,45,14
6898,16,1,5,50,100,927000.0,1.241,3.978,1.241,7,35,45,14
6899,16,1,5,50,125,936000.0,1.143,4.475,1.15,7,35,45,14
6900,16,1,5,50,150,927000.0,1.108,4.609,1.103,7,35,45,14
6901,16,1,5,50,175,927000.0,1.04,5.067,1.042,7,35,45,14
6902,16,1,5,50,200,936000.0,1.04,5.081,1.019,7,35,45,14
6903,17,1,5,50,10,360000.0,4.0,0.031,4.22,7,35,45,14
6904,17,1,5,50,25,693000.0,3.08,0.278,3.417,7,35,45,14
6905,17,1,5,50,50,855000.0,1.9,1.786,2.172,7,35,45,14
6906,17,1,5,50,75,891000.0,1.338,3.004,1.489,7,35,45,14
6907,17,1,5,50,100,900000.0,1.22,3.791,1.332,7,35,45,14
6908,17,1,5,50,125,891000.0,1.088,4.539,1.191,7,35,45,14
6909,17,1,5,50,150,900000.0,1.075,4.468,1.156,7,35,45,14
6910,17,1,5,50,175,900000.0,1.064,4.924,1.148,7,35,45,14
6911,17,1,5,50,200,918000.0,1.041,5.296,1.107,7,35,45,14
6912,18,1,5,50,10,324000.0,3.6,0.028,3.368,7,35,45,14
6913,18,1,5,50,25,747000.0,3.32,0.186,3.428,7,35,45,14
6914,18,1,5,50,50,828000.0,1.84,1.891,1.975,7,35,45,14
6915,18,1,5,50,75,873000.0,1.347,3.256,1.48,7,35,45,14
6916,18,1,5,50,100,882000.0,1.225,3.896,1.329,7,35,45,14
6917,18,1,5,50,125,909000.0,1.135,4.477,1.195,7,35,45,14
6918,18,1,5,50,150,891000.0,1.1,4.781,1.173,7,35,45,14
6919,18,1,5,50,175,909000.0,1.052,4.979,1.106,7,35,45,14
6920,18,1,5,50,200,909000.0,1.052,5.216,1.1,7,35,45,14
6921,19,1,5,50,10,360000.0,4.0,0.026,4.257,7,35,45,14
6922,19,1,5,50,25,738000.0,3.28,0.206,3.838,7,35,45,14
6923,19,1,5,50,50,864000.0,1.92,1.722,2.284,7,35,45,14
6924,19,1,5,50,75,882000.0,1.361,3.241,1.56,7,35,45,14
6925,19,1,5,50,100,882000.0,1.241,3.954,1.445,7,35,45,14
6926,19,1,5,50,125,882000.0,1.181,4.204,1.358,7,35,45,14
6927,19,1,5,50,150,882000.0,1.054,4.908,1.21,7,35,45,14
6928,19,1,5,50,175,891000.0,1.065,5.042,1.205,7,35,45,14
6929,19,1,5,50,200,882000.0,1.021,5.393,1.151,7,35,45,14
6930,20,1,5,50,10,306000.0,3.4,0.019,3.852,7,35,45,14
6931,20,1,5,50,25,729000.0,3.24,0.221,3.257,7,35,45,14
6932,20,1,5,50,50,900000.0,2.0,1.789,1.941,7,35,45,14
6933,20,1,5,50,75,900000.0,1.333,3.015,1.327,7,35,45,14
6934,20,1,5,50,100,900000.0,1.235,3.562,1.2,7,35,45,14
6935,20,1,5,50,125,909000.0,1.135,4.43,1.099,7,35,45,14
6936,20,1,5,50,150,900000.0,1.053,4.83,1.016,7,35,45,14
6937,20,1,5,50,175,900000.0,1.02,5.23,0.977,7,35,45,14
6938,20,1,5,50,200,909000.0,1.031,5.114,0.986,7,35,45,14
6939,21,1,5,50,10,324000.0,3.6,0.022,3.884,7,35,45,14
6940,21,1,5,50,25,720000.0,3.2,0.262,3.168,7,35,45,14
6941,21,1,5,50,50,855000.0,1.9,1.852,1.93,7,35,45,14
6942,21,1,5,50,75,909000.0,1.384,3.039,1.367,7,35,45,14
6943,21,1,5,50,100,909000.0,1.202,3.881,1.184,7,35,45,14
6944,21,1,5,50,125,900000.0,1.136,4.38,1.12,7,35,45,14
6945,21,1,5,50,150,918000.0,1.085,4.824,1.047,7,35,45,14
6946,21,1,5,50,175,900000.0,1.053,4.986,1.036,7,35,45,14
6947,21,1,5,50,200,900000.0,1.031,5.176,1.018,7,35,45,14
6948,22,1,5,50,10,333000.0,3.7,0.033,3.911,7,35,45,14
6949,22,1,5,50,25,792000.0,3.52,0.244,3.722,7,35,45,14
6950,22,1,5,50,50,828000.0,1.84,1.836,2.151,7,35,45,14
6951,22,1,5,50,75,882000.0,1.324,3.213,1.472,7,35,45,14
6952,22,1,5,50,100,900000.0,1.25,3.884,1.357,7,35,45,14
6953,22,1,5,50,125,891000.0,1.179,4.182,1.29,7,35,45,14
6954,22,1,5,50,150,900000.0,1.075,4.727,1.177,7,35,45,14
6955,22,1,5,50,175,900000.0,1.02,5.212,1.094,7,35,45,14
6956,22,1,5,50,200,900000.0,1.02,5.338,1.099,7,35,45,14
6957,23,1,5,50,10,360000.0,4.0,0.023,3.684,7,35,45,14
6958,23,1,5,50,25,783000.0,3.48,0.19,3.669,7,35,45,14
6959,23,1,5,50,50,909000.0,2.02,1.828,2.113,7,35,45,14
6960,23,1,5,50,75,900000.0,1.408,3.142,1.411,7,35,45,14
6961,23,1,5,50,100,900000.0,1.235,3.808,1.222,7,35,45,14
6962,23,1,5,50,125,909000.0,1.161,4.102,1.156,7,35,45,14
6963,23,1,5,50,150,900000.0,1.111,4.591,1.112,7,35,45,14
6964,23,1,5,50,175,918000.0,1.063,5.033,1.061,7,35,45,14
6965,23,1,5,50,200,909000.0,1.063,5.359,1.048,7,35,45,14
6966,24,1,5,50,10,315000.0,3.5,0.031,4.129,7,35,45,14
6967,24,1,5,50,25,765000.0,3.4,0.158,3.936,7,35,45,14
6968,24,1,5,50,50,882000.0,1.96,1.808,2.21,7,35,45,14
6969,24,1,5,50,75,900000.0,1.351,3.187,1.547,7,35,45,14
6970,24,1,5,50,100,909000.0,1.232,3.652,1.382,7,35,45,14
6971,24,1,5,50,125,909000.0,1.11,4.546,1.219,7,35,45,14
6972,24,1,5,50,150,909000.0,1.098,4.826,1.221,7,35,45,14
6973,24,1,5,50,175,900000.0,1.053,5.19,1.172,7,35,45,14
6974,24,1,5,50,200,909000.0,1.01,5.422,1.11,7,35,45,14
6975,25,1,5,50,10,315000.0,3.5,0.021,3.668,7,35,45,14
6976,25,1,5,50,25,774000.0,3.44,0.217,3.494,7,35,45,14
6977,25,1,5,50,50,882000.0,1.96,1.995,1.969,7,35,45,14
6978,25,1,5,50,75,900000.0,1.351,3.286,1.367,7,35,45,14
6979,25,1,5,50,100,900000.0,1.25,3.848,1.225,7,35,45,14
6980,25,1,5,50,125,900000.0,1.136,4.119,1.105,7,35,45,14
6981,25,1,5,50,150,900000.0,1.111,4.636,1.075,7,35,45,14
6982,25,1,5,50,175,900000.0,1.02,5.325,0.984,7,35,45,14
6983,25,1,5,50,200,900000.0,1.042,5.111,1.015,7,35,45,14
6984,26,1,5,50,10,315000.0,3.5,0.033,4.143,7,35,45,14
6985,26,1,5,50,25,774000.0,3.44,0.177,3.687,7,35,45,14
6986,26,1,5,50,50,873000.0,1.94,2.014,2.153,7,35,45,14
6987,26,1,5,50,75,918000.0,1.378,3.053,1.446,7,35,45,14
6988,26,1,5,50,100,909000.0,1.232,3.679,1.307,7,35,45,14
6989,26,1,5,50,125,927000.0,1.157,4.189,1.207,7,35,45,14
6990,26,1,5,50,150,891000.0,1.065,4.707,1.109,7,35,45,14
6991,26,1,5,50,175,918000.0,1.041,4.864,1.112,7,35,45,14
6992,26,1,5,50,200,909000.0,1.02,5.027,1.077,7,35,45,14
6993,27,1,5,50,10,306000.0,3.4,0.021,4.111,7,35,45,14
6994,27,1,5,50,25,666000.0,2.96,0.19,3.678,7,35,45,14
6995,27,1,5,50,50,846000.0,1.88,1.719,2.317,7,35,45,14
6996,27,1,5,50,75,900000.0,1.351,2.986,1.615,7,35,45,14
6997,27,1,5,50,100,909000.0,1.232,3.846,1.432,7,35,45,14
6998,27,1,5,50,125,900000.0,1.099,4.308,1.307,7,35,45,14
6999,27,1,5,50,150,909000.0,1.074,4.597,1.247,7,35,45,14
7000,27,1,5,50,175,909000.0,1.041,5.088,1.196,7,35,45,14
7001,27,1,5,50,200,900000.0,1.031,5.181,1.185,7,35,45,14
7002,28,1,5,50,10,324000.0,3.6,0.027,4.462,7,35,45,14
7003,28,1,5,50,25,747000.0,3.32,0.127,4.064,7,35,45,14
7004,28,1,5,50,50,891000.0,1.98,1.757,2.398,7,35,45,14
7005,28,1,5,50,75,882000.0,1.324,3.131,1.604,7,35,45,14
7006,28,1,5,50,100,891000.0,1.207,3.878,1.416,7,35,45,14
7007,28,1,5,50,125,891000.0,1.125,4.181,1.316,7,35,45,14
7008,28,1,5,50,150,882000.0,1.089,4.655,1.261,7,35,45,14
7009,28,1,5,50,175,891000.0,1.076,4.682,1.251,7,35,45,14
7010,28,1,5,50,200,891000.0,1.0,5.538,1.166,7,35,45,14
7011,29,1,5,50,10,333000.0,3.7,0.03,3.65,7,35,45,14
7012,29,1,5,50,25,729000.0,3.24,0.247,3.232,7,35,45,14
7013,29,1,5,50,50,855000.0,1.9,1.927,1.917,7,35,45,14
7014,29,1,5,50,75,891000.0,1.338,2.954,1.345,7,35,45,14
7015,29,1,5,50,100,900000.0,1.176,4.066,1.204,7,35,45,14
7016,29,1,5,50,125,900000.0,1.136,4.282,1.138,7,35,45,14
7017,29,1,5,50,150,900000.0,1.064,4.764,1.068,7,35,45,14
7018,29,1,5,50,175,900000.0,1.064,4.793,1.079,7,35,45,14
7019,29,1,5,50,200,900000.0,1.02,5.335,1.005,7,35,45,14
7020,0,1,5,100,10,207000.0,2.3,0.02,5.473,7,35,45,14
7021,0,1,5,100,25,549000.0,2.44,0.13,5.137,7,35,45,14
7022,0,1,5,100,50,828000.0,1.84,1.16,4.024,7,35,45,14
7023,0,1,5,100,75,846000.0,1.27,2.668,2.69,7,35,45,14
7024,0,1,5,100,100,810000.0,1.059,3.565,2.218,7,35,45,14
7025,0,1,5,100,125,846000.0,1.044,4.16,2.17,7,35,45,14
7026,0,1,5,100,150,846000.0,1.011,4.677,2.065,7,35,45,14
7027,0,1,5,100,175,846000.0,1.0,4.752,2.05,7,35,45,14
7028,0,1,5,100,200,828000.0,1.0,4.954,2.035,7,35,45,14
7029,1,1,5,100,10,243000.0,2.7,0.011,5.536,7,35,45,14
7030,1,1,5,100,25,585000.0,2.6,0.099,5.434,7,35,45,14
7031,1,1,5,100,50,828000.0,1.84,1.334,3.939,7,35,45,14
7032,1,1,5,100,75,837000.0,1.257,2.791,2.717,7,35,45,14
7033,1,1,5,100,100,819000.0,1.138,3.458,2.308,7,35,45,14
7034,1,1,5,100,125,837000.0,1.094,4.089,2.292,7,35,45,14
7035,1,1,5,100,150,846000.0,1.011,4.826,2.107,7,35,45,14
7036,1,1,5,100,175,846000.0,1.0,5.131,2.11,7,35,45,14
7037,1,1,5,100,200,837000.0,1.0,5.136,2.11,7,35,45,14
7038,2,1,5,100,10,234000.0,2.6,0.018,5.503,7,35,45,14
7039,2,1,5,100,25,603000.0,2.68,0.065,5.359,7,35,45,14
7040,2,1,5,100,50,828000.0,1.84,1.339,3.654,7,35,45,14
7041,2,1,5,100,75,873000.0,1.293,2.743,2.561,7,35,45,14
7042,2,1,5,100,100,864000.0,1.103,3.807,2.097,7,35,45,14
7043,2,1,5,100,125,873000.0,1.066,4.273,2.044,7,35,45,14
7044,2,1,5,100,150,855000.0,1.044,4.662,2.014,7,35,45,14
7045,2,1,5,100,175,873000.0,1.01,5.003,1.907,7,35,45,14
7046,2,1,5,100,200,873000.0,1.01,5.284,1.9,7,35,45,14
7047,3,1,5,100,10,243000.0,2.7,0.019,5.047,7,35,45,14
7048,3,1,5,100,25,576000.0,2.56,0.081,5.472,7,35,45,14
7049,3,1,5,100,50,828000.0,1.84,1.209,3.816,7,35,45,14
7050,3,1,5,100,75,882000.0,1.324,2.741,2.668,7,35,45,14
7051,3,1,5,100,100,882000.0,1.126,3.919,2.237,7,35,45,14
7052,3,1,5,100,125,882000.0,1.077,4.286,2.099,7,35,45,14
7053,3,1,5,100,150,891000.0,1.065,4.645,2.095,7,35,45,14
7054,3,1,5,100,175,882000.0,1.021,5.037,1.994,7,35,45,14
7055,3,1,5,100,200,882000.0,1.021,5.145,1.991,7,35,45,14
7056,4,1,5,100,10,225000.0,2.5,0.011,5.711,7,35,45,14
7057,4,1,5,100,25,585000.0,2.6,0.108,5.175,7,35,45,14
7058,4,1,5,100,50,756000.0,1.68,1.454,3.376,7,35,45,14
7059,4,1,5,100,75,837000.0,1.257,2.771,2.552,7,35,45,14
7060,4,1,5,100,100,873000.0,1.155,3.407,2.18,7,35,45,14
7061,4,1,5,100,125,864000.0,1.079,4.426,2.049,7,35,45,14
7062,4,1,5,100,150,873000.0,1.021,4.731,1.934,7,35,45,14
7063,4,1,5,100,175,855000.0,1.022,4.739,1.955,7,35,45,14
7064,4,1,5,100,200,855000.0,1.011,5.129,1.916,7,35,45,14
7065,5,1,5,100,10,252000.0,2.8,0.023,4.082,7,35,45,14
7066,5,1,5,100,25,630000.0,2.8,0.1,5.068,7,35,45,14
7067,5,1,5,100,50,837000.0,1.86,1.42,3.556,7,35,45,14
7068,5,1,5,100,75,864000.0,1.333,2.897,2.523,7,35,45,14
7069,5,1,5,100,100,873000.0,1.198,3.656,2.249,7,35,45,14
7070,5,1,5,100,125,864000.0,1.091,4.429,2.08,7,35,45,14
7071,5,1,5,100,150,864000.0,1.067,5.119,1.985,7,35,45,14
7072,5,1,5,100,175,864000.0,1.055,4.722,2.044,7,35,45,14
7073,5,1,5,100,200,873000.0,1.021,5.418,1.915,7,35,45,14
7074,6,1,5,100,10,252000.0,2.8,0.016,4.986,7,35,45,14
7075,6,1,5,100,25,549000.0,2.44,0.091,5.267,7,35,45,14
7076,6,1,5,100,50,864000.0,1.92,1.263,3.876,7,35,45,14
7077,6,1,5,100,75,855000.0,1.267,2.754,2.581,7,35,45,14
7078,6,1,5,100,100,864000.0,1.143,3.783,2.273,7,35,45,14
7079,6,1,5,100,125,873000.0,1.102,4.487,2.186,7,35,45,14
7080,6,1,5,100,150,864000.0,1.043,4.537,2.08,7,35,45,14
7081,6,1,5,100,175,873000.0,1.021,4.788,2.025,7,35,45,14
7082,6,1,5,100,200,873000.0,1.01,5.106,2.018,7,35,45,14
7083,7,1,5,100,10,243000.0,2.7,0.016,4.77,7,35,45,14
7084,7,1,5,100,25,567000.0,2.52,0.101,5.276,7,35,45,14
7085,7,1,5,100,50,801000.0,1.78,1.271,3.753,7,35,45,14
7086,7,1,5,100,75,819000.0,1.23,2.979,2.555,7,35,45,14
7087,7,1,5,100,100,846000.0,1.133,3.596,2.32,7,35,45,14
7088,7,1,5,100,125,846000.0,1.056,4.395,2.139,7,35,45,14
7089,7,1,5,100,150,846000.0,1.033,4.855,2.086,7,35,45,14
7090,7,1,5,100,175,846000.0,1.033,4.958,2.107,7,35,45,14
7091,7,1,5,100,200,846000.0,1.022,5.04,2.107,7,35,45,14
7092,8,1,5,100,10,279000.0,3.1,0.015,5.668,7,35,45,14
7093,8,1,5,100,25,558000.0,2.48,0.112,5.275,7,35,45,14
7094,8,1,5,100,50,873000.0,1.94,1.207,3.895,7,35,45,14
7095,8,1,5,100,75,873000.0,1.293,2.736,2.608,7,35,45,14
7096,8,1,5,100,100,891000.0,1.151,3.915,2.209,7,35,45,14
7097,8,1,5,100,125,882000.0,1.101,4.363,2.151,7,35,45,14
7098,8,1,5,100,150,891000.0,1.112,4.368,2.141,7,35,45,14
7099,8,1,5,100,175,882000.0,1.043,4.898,2.034,7,35,45,14
7100,8,1,5,100,200,864000.0,1.021,5.002,1.998,7,35,45,14
7101,9,1,5,100,10,270000.0,3.0,0.02,5.48,7,35,45,14
7102,9,1,5,100,25,594000.0,2.64,0.099,5.247,7,35,45,14
7103,9,1,5,100,50,846000.0,1.88,1.302,3.782,7,35,45,14
7104,9,1,5,100,75,846000.0,1.27,2.747,2.673,7,35,45,14
7105,9,1,5,100,100,846000.0,1.133,3.697,2.216,7,35,45,14
7106,9,1,5,100,125,855000.0,1.08,4.214,2.183,7,35,45,14
7107,9,1,5,100,150,846000.0,1.033,4.902,2.105,7,35,45,14
7108,9,1,5,100,175,846000.0,1.044,5.001,2.009,7,35,45,14
7109,9,1,5,100,200,855000.0,1.033,5.118,1.997,7,35,45,14
7110,10,1,5,100,10,234000.0,2.6,0.017,5.425,7,35,45,14
7111,10,1,5,100,25,621000.0,2.76,0.076,5.547,7,35,45,14
7112,10,1,5,100,50,855000.0,1.9,1.327,3.725,7,35,45,14
7113,10,1,5,100,75,855000.0,1.301,2.72,2.524,7,35,45,14
7114,10,1,5,100,100,864000.0,1.091,3.868,2.108,7,35,45,14
7115,10,1,5,100,125,864000.0,1.067,4.298,2.038,7,35,45,14
7116,10,1,5,100,150,864000.0,1.043,4.75,1.979,7,35,45,14
7117,10,1,5,100,175,864000.0,1.032,5.049,1.952,7,35,45,14
7118,10,1,5,100,200,855000.0,1.022,5.358,1.956,7,35,45,14
7119,11,1,5,100,10,234000.0,2.6,0.012,5.232,7,35,45,14
7120,11,1,5,100,25,603000.0,2.68,0.076,6.012,7,35,45,14
7121,11,1,5,100,50,828000.0,1.84,1.095,4.368,7,35,45,14
7122,11,1,5,100,75,837000.0,1.292,2.664,2.956,7,35,45,14
7123,11,1,5,100,100,828000.0,1.165,3.494,2.597,7,35,45,14
7124,11,1,5,100,125,837000.0,1.033,4.169,2.323,7,35,45,14
7125,11,1,5,100,150,837000.0,1.033,4.655,2.261,7,35,45,14
7126,11,1,5,100,175,837000.0,1.011,5.357,2.229,7,35,45,14
7127,11,1,5,100,200,837000.0,1.011,5.233,2.186,7,35,45,14
7128,12,1,5,100,10,243000.0,2.7,0.01,5.178,7,35,45,14
7129,12,1,5,100,25,567000.0,2.52,0.079,5.33,7,35,45,14
7130,12,1,5,100,50,774000.0,1.72,1.376,3.598,7,35,45,14
7131,12,1,5,100,75,855000.0,1.267,2.859,2.653,7,35,45,14
7132,12,1,5,100,100,855000.0,1.118,3.886,2.308,7,35,45,14
7133,12,1,5,100,125,846000.0,1.068,4.403,2.168,7,35,45,14
7134,12,1,5,100,150,855000.0,1.033,4.508,2.122,7,35,45,14
7135,12,1,5,100,175,855000.0,1.011,5.199,2.014,7,35,45,14
7136,12,1,5,100,200,846000.0,1.022,4.811,2.04,7,35,45,14
7137,13,1,5,100,10,243000.0,2.7,0.017,6.471,7,35,45,14
7138,13,1,5,100,25,594000.0,2.64,0.093,5.977,7,35,45,14
7139,13,1,5,100,50,837000.0,1.86,1.239,3.957,7,35,45,14
7140,13,1,5,100,75,846000.0,1.253,2.696,2.692,7,35,45,14
7141,13,1,5,100,100,864000.0,1.143,3.764,2.341,7,35,45,14
7142,13,1,5,100,125,873000.0,1.09,4.217,2.201,7,35,45,14
7143,13,1,5,100,150,873000.0,1.078,4.677,2.182,7,35,45,14
7144,13,1,5,100,175,882000.0,1.043,5.119,2.098,7,35,45,14
7145,13,1,5,100,200,882000.0,1.032,5.088,2.123,7,35,45,14
7146,14,1,5,100,10,216000.0,2.4,0.013,4.727,7,35,45,14
