,Iteration,Gates,Bays,Station_Dist,Fleet,Flow,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time,Gate_Time,Bay_Time,Truck_Speed,Truck_HoS
45136,5,2,13,300,25,306000.0,1.36,0.0,6.2,7,35,45,14
45137,5,2,13,300,50,612000.0,1.36,0.016,6.098,7,35,45,14
45138,5,2,13,300,75,891000.0,1.32,0.034,6.352,7,35,45,14
45139,5,2,13,300,100,1179000.0,1.337,0.152,6.068,7,35,45,14
45140,5,2,13,300,125,1350000.0,1.23,0.621,5.728,7,35,45,14
45141,5,2,13,300,150,1359000.0,1.144,1.635,4.935,7,35,45,14
45142,5,2,13,300,175,1377000.0,1.085,2.545,4.533,7,35,45,14
45143,5,2,13,300,200,1368000.0,1.034,3.365,4.44,7,35,45,14
45144,6,2,13,300,10,126000.0,1.4,0.0,5.533,7,35,45,14
45145,6,2,13,300,25,324000.0,1.44,0.002,6.35,7,35,45,14
45146,6,2,13,300,50,630000.0,1.4,0.023,6.219,7,35,45,14
45147,6,2,13,300,75,927000.0,1.411,0.034,6.291,7,35,45,14
45148,6,2,13,300,100,1134000.0,1.299,0.163,6.435,7,35,45,14
45149,6,2,13,300,125,1395000.0,1.314,0.754,6.051,7,35,45,14
45150,6,2,13,300,150,1377000.0,1.168,1.513,5.145,7,35,45,14
45151,6,2,13,300,175,1395000.0,1.062,2.673,4.694,7,35,45,14
45152,6,2,13,300,200,1422000.0,1.046,3.472,4.582,7,35,45,14
45153,7,2,13,300,10,144000.0,1.6,0.0,6.147,7,35,45,14
45154,7,2,13,300,25,315000.0,1.4,0.002,6.662,7,35,45,14
45155,7,2,13,300,50,612000.0,1.36,0.015,5.726,7,35,45,14
45156,7,2,13,300,75,990000.0,1.467,0.033,6.424,7,35,45,14
45157,7,2,13,300,100,1251000.0,1.39,0.228,6.351,7,35,45,14
45158,7,2,13,300,125,1377000.0,1.286,0.677,5.439,7,35,45,14
45159,7,2,13,300,150,1377000.0,1.142,1.597,4.879,7,35,45,14
45160,7,2,13,300,175,1368000.0,1.063,2.66,4.372,7,35,45,14
45161,7,2,13,300,200,1395000.0,1.026,3.415,4.287,7,35,45,14
45162,8,2,13,300,10,90000.0,1.0,0.0,6.553,7,35,45,14
45163,8,2,13,300,25,270000.0,1.2,0.002,7.319,7,35,45,14
45164,8,2,13,300,50,558000.0,1.24,0.009,6.575,7,35,45,14
45165,8,2,13,300,75,909000.0,1.347,0.029,6.537,7,35,45,14
45166,8,2,13,300,100,1134000.0,1.273,0.128,6.135,7,35,45,14
45167,8,2,13,300,125,1314000.0,1.217,0.687,5.671,7,35,45,14
45168,8,2,13,300,150,1332000.0,1.104,1.47,5.14,7,35,45,14
45169,8,2,13,300,175,1341000.0,1.042,2.426,4.575,7,35,45,14
45170,8,2,13,300,200,1350000.0,1.0,3.258,4.508,7,35,45,14
45171,9,2,13,300,10,99000.0,1.1,0.0,7.427,7,35,45,14
45172,9,2,13,300,25,288000.0,1.28,0.006,5.754,7,35,45,14
45173,9,2,13,300,50,576000.0,1.28,0.016,6.413,7,35,45,14
45174,9,2,13,300,75,873000.0,1.293,0.054,6.203,7,35,45,14
45175,9,2,13,300,100,1206000.0,1.367,0.185,6.216,7,35,45,14
45176,9,2,13,300,125,1332000.0,1.233,0.784,5.49,7,35,45,14
45177,9,2,13,300,150,1404000.0,1.156,1.481,4.981,7,35,45,14
45178,9,2,13,300,175,1386000.0,1.062,2.534,4.499,7,35,45,14
45179,9,2,13,300,200,1422000.0,1.033,3.426,4.329,7,35,45,14
45180,10,2,13,300,10,153000.0,1.7,0.0,6.743,7,35,45,14
45181,10,2,13,300,25,342000.0,1.52,0.004,5.958,7,35,45,14
45182,10,2,13,300,50,657000.0,1.46,0.022,6.27,7,35,45,14
45183,10,2,13,300,75,990000.0,1.467,0.053,6.361,7,35,45,14
45184,10,2,13,300,100,1251000.0,1.404,0.27,5.861,7,35,45,14
45185,10,2,13,300,125,1404000.0,1.268,0.73,5.225,7,35,45,14
45186,10,2,13,300,150,1395000.0,1.148,1.858,4.643,7,35,45,14
45187,10,2,13,300,175,1413000.0,1.075,2.684,4.268,7,35,45,14
45188,10,2,13,300,200,1413000.0,1.04,3.376,4.088,7,35,45,14
45189,11,2,13,300,10,108000.0,1.2,0.0,6.054,7,35,45,14
45190,11,2,13,300,25,297000.0,1.32,0.003,7.074,7,35,45,14
45191,11,2,13,300,50,585000.0,1.3,0.013,6.435,7,35,45,14
45192,11,2,13,300,75,945000.0,1.4,0.03,6.541,7,35,45,14
45193,11,2,13,300,100,1179000.0,1.31,0.117,5.991,7,35,45,14
45194,11,2,13,300,125,1341000.0,1.274,0.718,5.619,7,35,45,14
45195,11,2,13,300,150,1395000.0,1.165,1.705,4.871,7,35,45,14
45196,11,2,13,300,175,1386000.0,1.069,2.742,4.48,7,35,45,14
45197,11,2,13,300,200,1395000.0,1.04,3.093,4.314,7,35,45,14
45198,12,2,13,300,10,117000.0,1.3,0.001,6.084,7,35,45,14
45199,12,2,13,300,25,297000.0,1.32,0.001,6.423,7,35,45,14
45200,12,2,13,300,50,558000.0,1.24,0.014,6.329,7,35,45,14
45201,12,2,13,300,75,855000.0,1.267,0.084,6.292,7,35,45,14
45202,12,2,13,300,100,1071000.0,1.202,0.257,6.035,7,35,45,14
45203,12,2,13,300,125,1260000.0,1.207,0.764,5.816,7,35,45,14
45204,12,2,13,300,150,1359000.0,1.127,1.29,5.213,7,35,45,14
45205,12,2,13,300,175,1359000.0,1.063,2.434,4.845,7,35,45,14
45206,12,2,13,300,200,1359000.0,1.027,3.33,4.615,7,35,45,14
45207,13,2,13,300,10,144000.0,1.6,0.0,6.162,7,35,45,14
45208,13,2,13,300,25,333000.0,1.48,0.003,6.91,7,35,45,14
45209,13,2,13,300,50,639000.0,1.42,0.022,6.446,7,35,45,14
45210,13,2,13,300,75,963000.0,1.446,0.037,6.497,7,35,45,14
45211,13,2,13,300,100,1197000.0,1.343,0.317,6.112,7,35,45,14
45212,13,2,13,300,125,1377000.0,1.286,0.695,5.628,7,35,45,14
45213,13,2,13,300,150,1368000.0,1.109,1.758,4.843,7,35,45,14
45214,13,2,13,300,175,1368000.0,1.048,2.464,4.477,7,35,45,14
45215,13,2,13,300,200,1368000.0,1.027,3.439,4.333,7,35,45,14
45216,14,2,13,300,10,135000.0,1.667,0.0,7.156,7,35,45,14
45217,14,2,13,300,25,297000.0,1.375,0.001,6.72,7,35,45,14
45218,14,2,13,300,50,612000.0,1.36,0.019,6.395,7,35,45,14
45219,14,2,13,300,75,882000.0,1.307,0.04,6.522,7,35,45,14
45220,14,2,13,300,100,1215000.0,1.35,0.149,6.398,7,35,45,14
45221,14,2,13,300,125,1404000.0,1.268,0.578,5.567,7,35,45,14
45222,14,2,13,300,150,1449000.0,1.118,1.589,4.783,7,35,45,14
45223,14,2,13,300,175,1431000.0,1.046,2.675,4.466,7,35,45,14
45224,14,2,13,300,200,1440000.0,1.026,3.371,4.459,7,35,45,14
45225,15,2,13,300,10,126000.0,1.4,0.0,6.547,7,35,45,14
45226,15,2,13,300,25,279000.0,1.24,0.001,6.788,7,35,45,14
45227,15,2,13,300,50,594000.0,1.32,0.021,6.558,7,35,45,14
45228,15,2,13,300,75,909000.0,1.347,0.024,6.364,7,35,45,14
45229,15,2,13,300,100,1161000.0,1.303,0.242,6.255,7,35,45,14
45230,15,2,13,300,125,1341000.0,1.242,0.569,5.671,7,35,45,14
45231,15,2,13,300,150,1359000.0,1.153,1.477,4.919,7,35,45,14
45232,15,2,13,300,175,1395000.0,1.084,2.423,4.582,7,35,45,14
45233,15,2,13,300,200,1395000.0,1.026,3.347,4.335,7,35,45,14
45234,16,2,13,300,10,126000.0,1.4,0.0,6.533,7,35,45,14
45235,16,2,13,300,25,270000.0,1.2,0.001,5.866,7,35,45,14
45236,16,2,13,300,50,549000.0,1.245,0.016,6.616,7,35,45,14
45237,16,2,13,300,75,819000.0,1.23,0.028,6.59,7,35,45,14
45238,16,2,13,300,100,1089000.0,1.222,0.149,6.522,7,35,45,14
45239,16,2,13,300,125,1260000.0,1.157,0.466,5.976,7,35,45,14
45240,16,2,13,300,150,1368000.0,1.118,1.183,5.384,7,35,45,14
45241,16,2,13,300,175,1368000.0,1.078,2.176,4.991,7,35,45,14
45242,16,2,13,300,200,1395000.0,1.02,3.042,4.772,7,35,45,14
45243,17,2,13,300,10,135000.0,1.5,0.0,6.232,7,35,45,14
45244,17,2,13,300,25,342000.0,1.52,0.002,6.04,7,35,45,14
45245,17,2,13,300,50,648000.0,1.469,0.021,6.764,7,35,45,14
45246,17,2,13,300,75,945000.0,1.4,0.05,6.118,7,35,45,14
45247,17,2,13,300,100,1206000.0,1.367,0.249,6.102,7,35,45,14
45248,17,2,13,300,125,1341000.0,1.221,0.815,5.433,7,35,45,14
45249,17,2,13,300,150,1332000.0,1.104,1.728,4.627,7,35,45,14
45250,17,2,13,300,175,1359000.0,1.056,2.673,4.456,7,35,45,14
45251,17,2,13,300,200,1368000.0,1.034,3.428,4.264,7,35,45,14
45252,18,2,13,300,10,135000.0,1.5,0.0,6.993,7,35,45,14
45253,18,2,13,300,25,351000.0,1.56,0.008,6.608,7,35,45,14
45254,18,2,13,300,50,630000.0,1.429,0.015,6.391,7,35,45,14
45255,18,2,13,300,75,909000.0,1.347,0.053,6.678,7,35,45,14
45256,18,2,13,300,100,1179000.0,1.351,0.274,6.311,7,35,45,14
45257,18,2,13,300,125,1404000.0,1.289,0.748,5.616,7,35,45,14
45258,18,2,13,300,150,1431000.0,1.144,1.684,4.952,7,35,45,14
45259,18,2,13,300,175,1449000.0,1.095,2.724,4.661,7,35,45,14
45260,18,2,13,300,200,1431000.0,1.053,3.328,4.569,7,35,45,14
45261,19,2,13,300,10,144000.0,1.6,0.0,6.668,7,35,45,14
45262,19,2,13,300,25,315000.0,1.4,0.003,6.425,7,35,45,14
45263,19,2,13,300,50,594000.0,1.32,0.009,6.213,7,35,45,14
45264,19,2,13,300,75,909000.0,1.365,0.061,6.143,7,35,45,14
45265,19,2,13,300,100,1170000.0,1.313,0.198,6.188,7,35,45,14
45266,19,2,13,300,125,1305000.0,1.218,0.671,5.634,7,35,45,14
45267,19,2,13,300,150,1341000.0,1.112,1.618,4.964,7,35,45,14
45268,19,2,13,300,175,1350000.0,1.049,2.532,4.545,7,35,45,14
45269,19,2,13,300,200,1350000.0,1.027,3.249,4.329,7,35,45,14
45270,20,2,13,300,10,144000.0,1.6,0.0,5.459,7,35,45,14
45271,20,2,13,300,25,342000.0,1.52,0.003,6.702,7,35,45,14
45272,20,2,13,300,50,657000.0,1.46,0.03,6.396,7,35,45,14
45273,20,2,13,300,75,900000.0,1.351,0.146,6.035,7,35,45,14
45274,20,2,13,300,100,1197000.0,1.357,0.312,5.989,7,35,45,14
45275,20,2,13,300,125,1413000.0,1.319,0.821,5.581,7,35,45,14
45276,20,2,13,300,150,1404000.0,1.182,1.653,4.791,7,35,45,14
45277,20,2,13,300,175,1413000.0,1.083,2.631,4.426,7,35,45,14
45278,20,2,13,300,200,1431000.0,1.067,3.444,4.165,7,35,45,14
45279,21,2,13,300,10,135000.0,1.5,0.0,5.862,7,35,45,14
45280,21,2,13,300,25,315000.0,1.4,0.001,6.897,7,35,45,14
45281,21,2,13,300,50,594000.0,1.32,0.01,6.846,7,35,45,14
45282,21,2,13,300,75,819000.0,1.247,0.049,6.244,7,35,45,14
45283,21,2,13,300,100,1242000.0,1.394,0.279,6.445,7,35,45,14
45284,21,2,13,300,125,1386000.0,1.273,0.826,5.839,7,35,45,14
45285,21,2,13,300,150,1476000.0,1.155,1.531,5.045,7,35,45,14
45286,21,2,13,300,175,1458000.0,1.073,2.376,4.583,7,35,45,14
45287,21,2,13,300,200,1449000.0,1.052,3.224,4.415,7,35,45,14
45288,22,2,13,300,10,126000.0,1.4,0.0,7.077,7,35,45,14
45289,22,2,13,300,25,297000.0,1.32,0.001,6.859,7,35,45,14
45290,22,2,13,300,50,639000.0,1.42,0.014,6.488,7,35,45,14
45291,22,2,13,300,75,981000.0,1.453,0.068,6.695,7,35,45,14
45292,22,2,13,300,100,1143000.0,1.283,0.402,5.652,7,35,45,14
45293,22,2,13,300,125,1314000.0,1.237,0.689,5.578,7,35,45,14
45294,22,2,13,300,150,1323000.0,1.105,1.642,4.851,7,35,45,14
45295,22,2,13,300,175,1323000.0,1.058,2.536,4.499,7,35,45,14
45296,22,2,13,300,200,1323000.0,1.014,3.221,4.299,7,35,45,14
45297,23,2,13,300,10,108000.0,1.2,0.0,5.819,7,35,45,14
45298,23,2,13,300,25,306000.0,1.36,0.004,6.502,7,35,45,14
45299,23,2,13,300,50,612000.0,1.36,0.015,6.611,7,35,45,14
45300,23,2,13,300,75,900000.0,1.351,0.053,6.554,7,35,45,14
45301,23,2,13,300,100,1161000.0,1.303,0.244,6.374,7,35,45,14
45302,23,2,13,300,125,1377000.0,1.308,0.658,5.966,7,35,45,14
45303,23,2,13,300,150,1413000.0,1.154,1.522,5.132,7,35,45,14
45304,23,2,13,300,175,1422000.0,1.082,2.392,4.649,7,35,45,14
45305,23,2,13,300,200,1404000.0,1.054,3.409,4.592,7,35,45,14
45306,24,2,13,300,10,135000.0,1.5,0.0,6.171,7,35,45,14
45307,24,2,13,300,25,315000.0,1.4,0.002,6.961,7,35,45,14
45308,24,2,13,300,50,594000.0,1.32,0.022,6.191,7,35,45,14
45309,24,2,13,300,75,855000.0,1.267,0.041,6.432,7,35,45,14
45310,24,2,13,300,100,1071000.0,1.24,0.288,6.207,7,35,45,14
45311,24,2,13,300,125,1341000.0,1.263,0.654,5.691,7,35,45,14
45312,24,2,13,300,150,1386000.0,1.185,1.302,5.23,7,35,45,14
45313,24,2,13,300,175,1404000.0,1.061,2.509,4.837,7,35,45,14
45314,24,2,13,300,200,1386000.0,1.02,3.414,4.456,7,35,45,14
45315,25,2,13,300,10,126000.0,1.4,0.0,5.565,7,35,45,14
45316,25,2,13,300,25,324000.0,1.44,0.001,6.161,7,35,45,14
45317,25,2,13,300,50,630000.0,1.4,0.013,6.189,7,35,45,14
45318,25,2,13,300,75,990000.0,1.467,0.043,6.185,7,35,45,14
45319,25,2,13,300,100,1269000.0,1.424,0.336,5.674,7,35,45,14
45320,25,2,13,300,125,1341000.0,1.242,0.852,4.957,7,35,45,14
45321,25,2,13,300,150,1413000.0,1.189,1.515,4.492,7,35,45,14
45322,25,2,13,300,175,1404000.0,1.076,2.778,4.215,7,35,45,14
45323,25,2,13,300,200,1413000.0,1.054,3.35,4.006,7,35,45,14
45324,26,2,13,300,10,144000.0,1.6,0.0,7.133,7,35,45,14
45325,26,2,13,300,25,297000.0,1.32,0.002,5.933,7,35,45,14
45326,26,2,13,300,50,567000.0,1.286,0.011,6.508,7,35,45,14
45327,26,2,13,300,75,882000.0,1.324,0.042,6.283,7,35,45,14
45328,26,2,13,300,100,1152000.0,1.28,0.146,6.248,7,35,45,14
45329,26,2,13,300,125,1305000.0,1.208,0.713,5.628,7,35,45,14
45330,26,2,13,300,150,1413000.0,1.146,1.5,5.152,7,35,45,14
45331,26,2,13,300,175,1413000.0,1.061,2.369,4.637,7,35,45,14
45332,26,2,13,300,200,1431000.0,1.032,3.156,4.489,7,35,45,14
45333,27,2,13,300,10,171000.0,1.9,0.0,5.611,7,35,45,14
45334,27,2,13,300,25,351000.0,1.56,0.0,6.516,7,35,45,14
45335,27,2,13,300,50,585000.0,1.3,0.025,6.264,7,35,45,14
45336,27,2,13,300,75,837000.0,1.257,0.084,6.18,7,35,45,14
45337,27,2,13,300,100,1197000.0,1.357,0.319,6.342,7,35,45,14
45338,27,2,13,300,125,1341000.0,1.252,0.744,5.407,7,35,45,14
45339,27,2,13,300,150,1368000.0,1.134,1.616,4.939,7,35,45,14
45340,27,2,13,300,175,1359000.0,1.094,2.288,4.705,7,35,45,14
45341,27,2,13,300,200,1368000.0,1.056,3.385,4.541,7,35,45,14
45342,28,2,13,300,10,126000.0,1.4,0.0,6.596,7,35,45,14
45343,28,2,13,300,25,297000.0,1.32,0.005,6.426,7,35,45,14
45344,28,2,13,300,50,594000.0,1.347,0.01,6.477,7,35,45,14
45345,28,2,13,300,75,873000.0,1.293,0.13,6.036,7,35,45,14
45346,28,2,13,300,100,1116000.0,1.278,0.244,6.159,7,35,45,14
45347,28,2,13,300,125,1323000.0,1.256,0.739,5.775,7,35,45,14
45348,28,2,13,300,150,1413000.0,1.146,1.328,5.305,7,35,45,14
45349,28,2,13,300,175,1413000.0,1.054,2.375,4.76,7,35,45,14
45350,28,2,13,300,200,1395000.0,1.026,3.288,4.524,7,35,45,14
45351,29,2,13,300,10,126000.0,1.4,0.0,7.238,7,35,45,14
45352,29,2,13,300,25,297000.0,1.32,0.001,6.299,7,35,45,14
45353,29,2,13,300,50,594000.0,1.32,0.007,6.983,7,35,45,14
45354,29,2,13,300,75,873000.0,1.293,0.033,6.375,7,35,45,14
45355,29,2,13,300,100,1170000.0,1.327,0.189,6.117,7,35,45,14
45356,29,2,13,300,125,1377000.0,1.275,0.617,5.808,7,35,45,14
45357,29,2,13,300,150,1413000.0,1.172,1.715,4.953,7,35,45,14
45358,29,2,13,300,175,1431000.0,1.082,2.439,4.663,7,35,45,14
45359,29,2,13,300,200,1422000.0,1.039,3.391,4.508,7,35,45,14
45360,0,2,14,25,10,396000.0,4.4,0.006,2.269,7,35,45,14
45361,0,2,14,25,25,1008000.0,4.48,0.019,2.472,7,35,45,14
45362,0,2,14,25,50,1647000.0,3.66,0.454,2.002,7,35,45,14
45363,0,2,14,25,75,1773000.0,2.627,1.411,1.429,7,35,45,14
45364,0,2,14,25,100,1773000.0,1.97,2.13,1.067,7,35,45,14
45365,0,2,14,25,125,1854000.0,1.648,2.734,0.895,7,35,45,14
45366,0,2,14,25,150,1854000.0,1.421,3.278,0.761,7,35,45,14
45367,0,2,14,25,175,1881000.0,1.366,3.567,0.717,7,35,45,14
45368,0,2,14,25,200,1872000.0,1.253,4.198,0.663,7,35,45,14
45369,1,2,14,25,10,396000.0,4.4,0.001,2.658,7,35,45,14
45370,1,2,14,25,25,981000.0,4.36,0.018,2.701,7,35,45,14
45371,1,2,14,25,50,1629000.0,3.62,0.439,2.207,7,35,45,14
45372,1,2,14,25,75,1800000.0,2.667,1.298,1.589,7,35,45,14
45373,1,2,14,25,100,1809000.0,2.01,2.043,1.218,7,35,45,14
45374,1,2,14,25,125,1854000.0,1.648,2.813,0.988,7,35,45,14
45375,1,2,14,25,150,1845000.0,1.376,3.48,0.82,7,35,45,14
45376,1,2,14,25,175,1854000.0,1.338,3.688,0.771,7,35,45,14
45377,1,2,14,25,200,1854000.0,1.28,3.958,0.744,7,35,45,14
45378,2,2,14,25,10,414000.0,4.6,0.004,2.613,7,35,45,14
45379,2,2,14,25,25,981000.0,4.36,0.031,2.354,7,35,45,14
45380,2,2,14,25,50,1674000.0,3.72,0.506,1.927,7,35,45,14
45381,2,2,14,25,75,1800000.0,2.667,1.378,1.4,7,35,45,14
45382,2,2,14,25,100,1809000.0,2.01,2.165,1.066,7,35,45,14
45383,2,2,14,25,125,1818000.0,1.616,2.704,0.849,7,35,45,14
45384,2,2,14,25,150,1836000.0,1.427,3.346,0.741,7,35,45,14
45385,2,2,14,25,175,1845000.0,1.34,3.694,0.691,7,35,45,14
45386,2,2,14,25,200,1854000.0,1.256,4.083,0.646,7,35,45,14
45387,3,2,14,25,10,414000.0,4.6,0.002,2.556,7,35,45,14
45388,3,2,14,25,25,981000.0,4.36,0.026,2.541,7,35,45,14
45389,3,2,14,25,50,1674000.0,3.72,0.437,2.138,7,35,45,14
45390,3,2,14,25,75,1809000.0,2.68,1.356,1.514,7,35,45,14
45391,3,2,14,25,100,1809000.0,2.01,2.069,1.15,7,35,45,14
45392,3,2,14,25,125,1818000.0,1.616,2.758,0.927,7,35,45,14
45393,3,2,14,25,150,1836000.0,1.397,3.312,0.786,7,35,45,14
45394,3,2,14,25,175,1854000.0,1.338,3.656,0.743,7,35,45,14
45395,3,2,14,25,200,1836000.0,1.267,3.985,0.705,7,35,45,14
45396,4,2,14,25,10,378000.0,4.2,0.001,2.431,7,35,45,14
45397,4,2,14,25,25,1026000.0,4.56,0.027,2.444,7,35,45,14
45398,4,2,14,25,50,1638000.0,3.64,0.499,1.937,7,35,45,14
45399,4,2,14,25,75,1764000.0,2.613,1.387,1.417,7,35,45,14
45400,4,2,14,25,100,1827000.0,2.03,2.059,1.118,7,35,45,14
45401,4,2,14,25,125,1827000.0,1.624,2.806,0.899,7,35,45,14
45402,4,2,14,25,150,1827000.0,1.41,3.463,0.749,7,35,45,14
45403,4,2,14,25,175,1827000.0,1.318,3.756,0.706,7,35,45,14
45404,4,2,14,25,200,1836000.0,1.275,4.005,0.683,7,35,45,14
45405,5,2,14,25,10,387000.0,4.3,0.003,2.6,7,35,45,14
45406,5,2,14,25,25,1008000.0,4.48,0.019,2.471,7,35,45,14
45407,5,2,14,25,50,1611000.0,3.58,0.497,2.013,7,35,45,14
45408,5,2,14,25,75,1764000.0,2.613,1.376,1.459,7,35,45,14
45409,5,2,14,25,100,1827000.0,2.03,2.127,1.119,7,35,45,14
45410,5,2,14,25,125,1845000.0,1.64,2.793,0.914,7,35,45,14
45411,5,2,14,25,150,1854000.0,1.431,3.28,0.774,7,35,45,14
45412,5,2,14,25,175,1854000.0,1.355,3.656,0.733,7,35,45,14
45413,5,2,14,25,200,1845000.0,1.297,3.895,0.704,7,35,45,14
45414,6,2,14,25,10,441000.0,4.9,0.002,2.704,7,35,45,14
45415,6,2,14,25,25,1026000.0,4.56,0.04,2.562,7,35,45,14
45416,6,2,14,25,50,1710000.0,3.8,0.482,2.138,7,35,45,14
45417,6,2,14,25,75,1854000.0,2.747,1.371,1.536,7,35,45,14
45418,6,2,14,25,100,1764000.0,1.96,2.176,1.098,7,35,45,14
45419,6,2,14,25,125,1854000.0,1.648,2.725,0.932,7,35,45,14
45420,6,2,14,25,150,1863000.0,1.418,3.461,0.792,7,35,45,14
45421,6,2,14,25,175,1872000.0,1.351,3.687,0.743,7,35,45,14
45422,6,2,14,25,200,1854000.0,1.28,4.065,0.706,7,35,45,14
45423,7,2,14,25,10,414000.0,4.6,0.001,2.428,7,35,45,14
45424,7,2,14,25,25,1089000.0,4.84,0.03,2.62,7,35,45,14
45425,7,2,14,25,50,1656000.0,3.68,0.454,2.044,7,35,45,14
45426,7,2,14,25,75,1764000.0,2.613,1.407,1.452,7,35,45,14
45427,7,2,14,25,100,1755000.0,1.95,2.259,1.086,7,35,45,14
45428,7,2,14,25,125,1854000.0,1.648,2.786,0.908,7,35,45,14
45429,7,2,14,25,150,1854000.0,1.431,3.184,0.774,7,35,45,14
45430,7,2,14,25,175,1863000.0,1.362,3.745,0.729,7,35,45,14
45431,7,2,14,25,200,1845000.0,1.314,3.841,0.704,7,35,45,14
45432,8,2,14,25,10,387000.0,4.3,0.005,2.36,7,35,45,14
45433,8,2,14,25,25,1008000.0,4.48,0.037,2.637,7,35,45,14
45434,8,2,14,25,50,1584000.0,3.52,0.474,2.044,7,35,45,14
45435,8,2,14,25,75,1728000.0,2.56,1.363,1.474,7,35,45,14
45436,8,2,14,25,100,1818000.0,2.02,2.159,1.169,7,35,45,14
45437,8,2,14,25,125,1872000.0,1.664,2.924,0.958,7,35,45,14
45438,8,2,14,25,150,1872000.0,1.415,3.22,0.803,7,35,45,14
45439,8,2,14,25,175,1872000.0,1.351,3.772,0.752,7,35,45,14
45440,8,2,14,25,200,1881000.0,1.282,4.013,0.712,7,35,45,14
45441,9,2,14,25,10,405000.0,4.5,0.003,2.845,7,35,45,14
45442,9,2,14,25,25,963000.0,4.28,0.024,2.386,7,35,45,14
45443,9,2,14,25,50,1638000.0,3.64,0.478,1.953,7,35,45,14
45444,9,2,14,25,75,1809000.0,2.68,1.344,1.418,7,35,45,14
45445,9,2,14,25,100,1791000.0,1.99,2.123,1.054,7,35,45,14
45446,9,2,14,25,125,1854000.0,1.648,2.87,0.868,7,35,45,14
45447,9,2,14,25,150,1863000.0,1.438,3.379,0.741,7,35,45,14
45448,9,2,14,25,175,1872000.0,1.368,3.638,0.708,7,35,45,14
45449,9,2,14,25,200,1854000.0,1.248,4.016,0.646,7,35,45,14
45450,10,2,14,25,10,396000.0,4.4,0.001,2.781,7,35,45,14
45451,10,2,14,25,25,945000.0,4.2,0.02,2.58,7,35,45,14
45452,10,2,14,25,50,1575000.0,3.5,0.506,2.006,7,35,45,14
45453,10,2,14,25,75,1710000.0,2.533,1.349,1.473,7,35,45,14
45454,10,2,14,25,100,1818000.0,2.02,2.142,1.154,7,35,45,14
45455,10,2,14,25,125,1854000.0,1.648,2.662,0.935,7,35,45,14
45456,10,2,14,25,150,1845000.0,1.404,3.184,0.792,7,35,45,14
45457,10,2,14,25,175,1845000.0,1.297,3.83,0.721,7,35,45,14
45458,10,2,14,25,200,1854000.0,1.272,3.985,0.695,7,35,45,14
45459,11,2,14,25,10,432000.0,4.8,0.005,2.729,7,35,45,14
45460,11,2,14,25,25,990000.0,4.4,0.035,2.601,7,35,45,14
45461,11,2,14,25,50,1584000.0,3.52,0.478,2.003,7,35,45,14
45462,11,2,14,25,75,1773000.0,2.627,1.36,1.495,7,35,45,14
45463,11,2,14,25,100,1818000.0,2.02,2.158,1.154,7,35,45,14
45464,11,2,14,25,125,1863000.0,1.656,2.699,0.937,7,35,45,14
45465,11,2,14,25,150,1881000.0,1.422,3.259,0.792,7,35,45,14
45466,11,2,14,25,175,1881000.0,1.357,3.66,0.744,7,35,45,14
45467,11,2,14,25,200,1854000.0,1.272,3.911,0.696,7,35,45,14
45468,12,2,14,25,10,414000.0,4.6,0.008,2.642,7,35,45,14
45469,12,2,14,25,25,954000.0,4.24,0.031,2.469,7,35,45,14
45470,12,2,14,25,50,1602000.0,3.56,0.482,2.1,7,35,45,14
45471,12,2,14,25,75,1737000.0,2.573,1.318,1.518,7,35,45,14
45472,12,2,14,25,100,1809000.0,2.01,2.113,1.167,7,35,45,14
45473,12,2,14,25,125,1863000.0,1.656,2.72,0.972,7,35,45,14
45474,12,2,14,25,150,1872000.0,1.415,3.296,0.821,7,35,45,14
45475,12,2,14,25,175,1854000.0,1.329,3.683,0.763,7,35,45,14
45476,12,2,14,25,200,1863000.0,1.327,3.858,0.76,7,35,45,14
45477,13,2,14,25,10,432000.0,4.8,0.009,2.648,7,35,45,14
45478,13,2,14,25,25,990000.0,4.4,0.019,2.581,7,35,45,14
45479,13,2,14,25,50,1620000.0,3.6,0.475,2.11,7,35,45,14
45480,13,2,14,25,75,1710000.0,2.533,1.446,1.485,7,35,45,14
45481,13,2,14,25,100,1845000.0,2.05,2.161,1.202,7,35,45,14
45482,13,2,14,25,125,1854000.0,1.648,2.62,0.967,7,35,45,14
45483,13,2,14,25,150,1845000.0,1.414,3.343,0.818,7,35,45,14
45484,13,2,14,25,175,1863000.0,1.327,3.832,0.754,7,35,45,14
45485,13,2,14,25,200,1863000.0,1.255,4.025,0.715,7,35,45,14
45486,14,2,14,25,10,405000.0,4.5,0.0,2.444,7,35,45,14
45487,14,2,14,25,25,1053000.0,4.68,0.024,2.728,7,35,45,14
45488,14,2,14,25,50,1638000.0,3.64,0.456,2.088,7,35,45,14
45489,14,2,14,25,75,1782000.0,2.64,1.355,1.522,7,35,45,14
45490,14,2,14,25,100,1845000.0,2.05,2.102,1.168,7,35,45,14
45491,14,2,14,25,125,1854000.0,1.648,2.745,0.943,7,35,45,14
45492,14,2,14,25,150,1845000.0,1.404,3.46,0.795,7,35,45,14
45493,14,2,14,25,175,1872000.0,1.342,3.666,0.748,7,35,45,14
45494,14,2,14,25,200,1863000.0,1.286,4.075,0.72,7,35,45,14
