,Iteration,Gates,Bays,Station_Dist,Truck_HoS,Flow,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time,Gate_Time,Bay_Time,Truck_Speed,Fleet
4277,22,1,4,300,24,747000.0,1.66,0.536,8.939,7,35,45,50
4278,23,1,4,300,14,531000.0,1.229,0.443,5.679,7,35,45,50
4279,23,1,4,300,15,558000.0,1.292,0.596,5.956,7,35,45,50
4280,23,1,4,300,16,684000.0,1.52,0.331,7.178,7,35,45,50
4281,23,1,4,300,17,720000.0,1.6,0.504,8.222,7,35,45,50
4282,23,1,4,300,18,756000.0,1.68,0.482,9.06,7,35,45,50
4283,23,1,4,300,24,756000.0,1.68,0.388,8.908,7,35,45,50
4284,24,1,4,300,14,594000.0,1.347,0.675,5.474,7,35,45,50
4285,24,1,4,300,15,621000.0,1.408,0.474,5.965,7,35,45,50
4286,24,1,4,300,16,657000.0,1.46,0.664,6.619,7,35,45,50
4287,24,1,4,300,17,693000.0,1.54,0.443,7.498,7,35,45,50
4288,24,1,4,300,18,738000.0,1.64,0.546,7.976,7,35,45,50
4289,24,1,4,300,24,765000.0,1.7,0.429,8.558,7,35,45,50
4290,25,1,4,300,14,567000.0,1.286,0.525,5.604,7,35,45,50
4291,25,1,4,300,15,621000.0,1.38,0.502,6.342,7,35,45,50
4292,25,1,4,300,16,639000.0,1.42,0.574,6.705,7,35,45,50
4293,25,1,4,300,17,648000.0,1.44,0.406,7.549,7,35,45,50
4294,25,1,4,300,18,657000.0,1.46,0.659,7.537,7,35,45,50
4295,25,1,4,300,24,693000.0,1.54,0.457,8.068,7,35,45,50
4296,26,1,4,300,14,531000.0,1.229,0.443,5.593,7,35,45,50
4297,26,1,4,300,15,585000.0,1.327,0.51,6.119,7,35,45,50
4298,26,1,4,300,16,648000.0,1.44,0.619,7.155,7,35,45,50
4299,26,1,4,300,17,666000.0,1.48,0.585,7.707,7,35,45,50
4300,26,1,4,300,18,747000.0,1.66,0.394,8.877,7,35,45,50
4301,26,1,4,300,24,738000.0,1.64,0.47,9.156,7,35,45,50
4302,27,1,4,300,14,531000.0,1.204,0.417,5.874,7,35,45,50
4303,27,1,4,300,15,549000.0,1.245,0.345,6.301,7,35,45,50
4304,27,1,4,300,16,549000.0,1.245,0.481,7.173,7,35,45,50
4305,27,1,4,300,17,684000.0,1.52,0.261,8.167,7,35,45,50
4306,27,1,4,300,18,720000.0,1.6,0.282,9.017,7,35,45,50
4307,27,1,4,300,24,720000.0,1.6,0.413,8.873,7,35,45,50
4308,28,1,4,300,14,504000.0,1.191,0.459,5.835,7,35,45,50
4309,28,1,4,300,15,567000.0,1.313,0.501,6.928,7,35,45,50
4310,28,1,4,300,16,612000.0,1.36,0.333,7.697,7,35,45,50
4311,28,1,4,300,17,648000.0,1.44,0.436,8.341,7,35,45,50
4312,28,1,4,300,18,729000.0,1.62,0.411,8.771,7,35,45,50
4313,28,1,4,300,24,711000.0,1.58,0.5,8.903,7,35,45,50
4314,29,1,4,300,14,522000.0,1.184,0.587,5.922,7,35,45,50
4315,29,1,4,300,15,576000.0,1.28,0.406,6.456,7,35,45,50
4316,29,1,4,300,16,585000.0,1.3,0.501,7.519,7,35,45,50
4317,29,1,4,300,17,648000.0,1.44,0.541,8.61,7,35,45,50
4318,29,1,4,300,18,711000.0,1.58,0.381,9.075,7,35,45,50
4319,29,1,4,300,24,720000.0,1.6,0.293,9.128,7,35,45,50
4320,0,1,5,25,14,900000.0,2.0,2.107,1.024,7,35,45,50
4321,0,1,5,25,15,999000.0,2.22,2.27,1.158,7,35,45,50
4322,0,1,5,25,16,1071000.0,2.38,2.327,1.236,7,35,45,50
4323,0,1,5,25,17,1152000.0,2.56,2.453,1.336,7,35,45,50
4324,0,1,5,25,18,1233000.0,2.74,2.519,1.445,7,35,45,50
4325,0,1,5,25,24,1179000.0,2.62,2.506,1.38,7,35,45,50
4326,1,1,5,25,14,891000.0,1.98,2.078,1.099,7,35,45,50
4327,1,1,5,25,15,990000.0,2.2,2.067,1.197,7,35,45,50
4328,1,1,5,25,16,1071000.0,2.38,2.257,1.288,7,35,45,50
4329,1,1,5,25,17,1080000.0,2.4,2.444,1.306,7,35,45,50
4330,1,1,5,25,18,1215000.0,2.7,2.423,1.451,7,35,45,50
4331,1,1,5,25,24,1224000.0,2.72,2.463,1.455,7,35,45,50
4332,2,1,5,25,14,891000.0,1.98,2.287,1.097,7,35,45,50
4333,2,1,5,25,15,990000.0,2.2,2.246,1.213,7,35,45,50
4334,2,1,5,25,16,1071000.0,2.38,2.333,1.34,7,35,45,50
4335,2,1,5,25,17,1152000.0,2.56,2.278,1.426,7,35,45,50
4336,2,1,5,25,18,1224000.0,2.72,2.43,1.529,7,35,45,50
4337,2,1,5,25,24,1224000.0,2.72,2.485,1.536,7,35,45,50
4338,3,1,5,25,14,891000.0,1.98,2.266,1.165,7,35,45,50
4339,3,1,5,25,15,981000.0,2.18,2.225,1.289,7,35,45,50
4340,3,1,5,25,16,1035000.0,2.3,2.284,1.384,7,35,45,50
4341,3,1,5,25,17,1134000.0,2.52,2.266,1.551,7,35,45,50
4342,3,1,5,25,18,1188000.0,2.64,2.325,1.609,7,35,45,50
4343,3,1,5,25,24,1188000.0,2.64,2.427,1.611,7,35,45,50
4344,4,1,5,25,14,918000.0,2.04,2.13,1.199,7,35,45,50
4345,4,1,5,25,15,963000.0,2.14,2.192,1.289,7,35,45,50
4346,4,1,5,25,16,1044000.0,2.32,2.315,1.394,7,35,45,50
4347,4,1,5,25,17,1143000.0,2.54,2.347,1.528,7,35,45,50
4348,4,1,5,25,18,1224000.0,2.72,2.418,1.628,7,35,45,50
4349,4,1,5,25,24,1215000.0,2.7,2.447,1.623,7,35,45,50
4350,5,1,5,25,14,909000.0,2.02,2.111,1.092,7,35,45,50
4351,5,1,5,25,15,981000.0,2.18,2.296,1.176,7,35,45,50
4352,5,1,5,25,16,1062000.0,2.36,2.255,1.256,7,35,45,50
4353,5,1,5,25,17,1116000.0,2.48,2.469,1.321,7,35,45,50
4354,5,1,5,25,18,1197000.0,2.66,2.57,1.459,7,35,45,50
4355,5,1,5,25,24,1188000.0,2.64,2.511,1.461,7,35,45,50
4356,6,1,5,25,14,891000.0,1.98,2.123,1.175,7,35,45,50
4357,6,1,5,25,15,999000.0,2.22,2.211,1.319,7,35,45,50
4358,6,1,5,25,16,1071000.0,2.38,2.394,1.39,7,35,45,50
4359,6,1,5,25,17,1134000.0,2.52,2.414,1.47,7,35,45,50
4360,6,1,5,25,18,1206000.0,2.68,2.466,1.587,7,35,45,50
4361,6,1,5,25,24,1206000.0,2.68,2.441,1.592,7,35,45,50
4362,7,1,5,25,14,891000.0,1.98,2.052,1.197,7,35,45,50
4363,7,1,5,25,15,981000.0,2.18,2.196,1.313,7,35,45,50
4364,7,1,5,25,16,1017000.0,2.26,2.425,1.353,7,35,45,50
4365,7,1,5,25,17,1134000.0,2.52,2.392,1.485,7,35,45,50
4366,7,1,5,25,18,1224000.0,2.72,2.526,1.592,7,35,45,50
4367,7,1,5,25,24,1215000.0,2.7,2.545,1.579,7,35,45,50
4368,8,1,5,25,14,882000.0,1.96,2.198,1.129,7,35,45,50
4369,8,1,5,25,15,963000.0,2.14,2.294,1.24,7,35,45,50
4370,8,1,5,25,16,1053000.0,2.34,2.202,1.324,7,35,45,50
4371,8,1,5,25,17,1143000.0,2.54,2.403,1.4,7,35,45,50
4372,8,1,5,25,18,1224000.0,2.72,2.404,1.544,7,35,45,50
4373,8,1,5,25,24,1152000.0,2.56,2.446,1.475,7,35,45,50
4374,9,1,5,25,14,909000.0,2.02,2.055,1.168,7,35,45,50
4375,9,1,5,25,15,972000.0,2.16,2.179,1.225,7,35,45,50
4376,9,1,5,25,16,1053000.0,2.34,2.589,1.318,7,35,45,50
4377,9,1,5,25,17,1107000.0,2.46,2.424,1.37,7,35,45,50
4378,9,1,5,25,18,1215000.0,2.7,2.442,1.502,7,35,45,50
4379,9,1,5,25,24,1206000.0,2.68,2.482,1.477,7,35,45,50
4380,10,1,5,25,14,891000.0,1.98,2.146,1.16,7,35,45,50
4381,10,1,5,25,15,945000.0,2.1,2.312,1.235,7,35,45,50
4382,10,1,5,25,16,999000.0,2.22,2.323,1.336,7,35,45,50
4383,10,1,5,25,17,1161000.0,2.58,2.326,1.497,7,35,45,50
4384,10,1,5,25,18,1197000.0,2.66,2.471,1.528,7,35,45,50
4385,10,1,5,25,24,1206000.0,2.68,2.468,1.544,7,35,45,50
4386,11,1,5,25,14,882000.0,1.96,2.077,1.084,7,35,45,50
4387,11,1,5,25,15,963000.0,2.14,2.2,1.217,7,35,45,50
4388,11,1,5,25,16,1044000.0,2.32,2.315,1.323,7,35,45,50
4389,11,1,5,25,17,1143000.0,2.54,2.373,1.463,7,35,45,50
4390,11,1,5,25,18,1188000.0,2.64,2.522,1.493,7,35,45,50
4391,11,1,5,25,24,1215000.0,2.7,2.382,1.548,7,35,45,50
4392,12,1,5,25,14,819000.0,1.82,2.077,1.136,7,35,45,50
4393,12,1,5,25,15,963000.0,2.14,2.133,1.284,7,35,45,50
4394,12,1,5,25,16,1053000.0,2.34,2.227,1.401,7,35,45,50
4395,12,1,5,25,17,1152000.0,2.56,2.401,1.541,7,35,45,50
4396,12,1,5,25,18,1197000.0,2.66,2.347,1.633,7,35,45,50
4397,12,1,5,25,24,1215000.0,2.7,2.419,1.642,7,35,45,50
4398,13,1,5,25,14,882000.0,1.96,2.065,1.118,7,35,45,50
4399,13,1,5,25,15,981000.0,2.18,2.329,1.271,7,35,45,50
4400,13,1,5,25,16,1062000.0,2.36,2.418,1.343,7,35,45,50
4401,13,1,5,25,17,1125000.0,2.5,2.415,1.469,7,35,45,50
4402,13,1,5,25,18,1179000.0,2.62,2.448,1.549,7,35,45,50
4403,13,1,5,25,24,1179000.0,2.62,2.468,1.521,7,35,45,50
4404,14,1,5,25,14,918000.0,2.04,2.08,1.259,7,35,45,50
4405,14,1,5,25,15,990000.0,2.2,2.113,1.334,7,35,45,50
4406,14,1,5,25,16,1026000.0,2.28,2.386,1.387,7,35,45,50
4407,14,1,5,25,17,1107000.0,2.46,2.323,1.505,7,35,45,50
4408,14,1,5,25,18,1161000.0,2.58,2.491,1.566,7,35,45,50
4409,14,1,5,25,24,1233000.0,2.74,2.389,1.657,7,35,45,50
4410,15,1,5,25,14,918000.0,2.04,2.208,1.044,7,35,45,50
4411,15,1,5,25,15,972000.0,2.16,2.364,1.083,7,35,45,50
4412,15,1,5,25,16,1080000.0,2.4,2.49,1.217,7,35,45,50
4413,15,1,5,25,17,1143000.0,2.54,2.442,1.337,7,35,45,50
4414,15,1,5,25,18,1215000.0,2.7,2.541,1.398,7,35,45,50
4415,15,1,5,25,24,1224000.0,2.72,2.455,1.402,7,35,45,50
4416,16,1,5,25,14,918000.0,2.04,2.147,1.1,7,35,45,50
4417,16,1,5,25,15,954000.0,2.12,2.355,1.185,7,35,45,50
4418,16,1,5,25,16,1062000.0,2.36,2.346,1.317,7,35,45,50
4419,16,1,5,25,17,1143000.0,2.54,2.343,1.44,7,35,45,50
4420,16,1,5,25,18,1179000.0,2.62,2.404,1.469,7,35,45,50
4421,16,1,5,25,24,1233000.0,2.74,2.503,1.54,7,35,45,50
4422,17,1,5,25,14,891000.0,1.98,2.213,1.067,7,35,45,50
4423,17,1,5,25,15,954000.0,2.12,2.267,1.152,7,35,45,50
4424,17,1,5,25,16,1071000.0,2.38,2.251,1.289,7,35,45,50
4425,17,1,5,25,17,1152000.0,2.56,2.436,1.367,7,35,45,50
4426,17,1,5,25,18,1197000.0,2.66,2.592,1.44,7,35,45,50
4427,17,1,5,25,24,1197000.0,2.66,2.439,1.412,7,35,45,50
4428,18,1,5,25,14,891000.0,1.98,2.272,0.998,7,35,45,50
4429,18,1,5,25,15,990000.0,2.2,2.194,1.156,7,35,45,50
4430,18,1,5,25,16,1071000.0,2.38,2.344,1.263,7,35,45,50
4431,18,1,5,25,17,1143000.0,2.54,2.428,1.34,7,35,45,50
4432,18,1,5,25,18,1197000.0,2.66,2.498,1.406,7,35,45,50
4433,18,1,5,25,24,1197000.0,2.66,2.503,1.422,7,35,45,50
4434,19,1,5,25,14,882000.0,1.96,2.277,1.029,7,35,45,50
4435,19,1,5,25,15,1008000.0,2.24,2.35,1.161,7,35,45,50
4436,19,1,5,25,16,999000.0,2.22,2.417,1.161,7,35,45,50
4437,19,1,5,25,17,1134000.0,2.52,2.374,1.312,7,35,45,50
4438,19,1,5,25,18,1161000.0,2.58,2.383,1.363,7,35,45,50
4439,19,1,5,25,24,1188000.0,2.64,2.547,1.412,7,35,45,50
4440,20,1,5,25,14,891000.0,1.98,2.173,1.15,7,35,45,50
4441,20,1,5,25,15,963000.0,2.14,2.363,1.275,7,35,45,50
4442,20,1,5,25,16,1062000.0,2.36,2.259,1.391,7,35,45,50
4443,20,1,5,25,17,1143000.0,2.54,2.451,1.494,7,35,45,50
4444,20,1,5,25,18,1206000.0,2.68,2.484,1.601,7,35,45,50
4445,20,1,5,25,24,1206000.0,2.68,2.428,1.575,7,35,45,50
4446,21,1,5,25,14,873000.0,1.94,2.143,1.115,7,35,45,50
4447,21,1,5,25,15,999000.0,2.22,2.408,1.282,7,35,45,50
4448,21,1,5,25,16,1026000.0,2.28,2.367,1.328,7,35,45,50
4449,21,1,5,25,17,1125000.0,2.5,2.367,1.443,7,35,45,50
4450,21,1,5,25,18,1233000.0,2.74,2.356,1.59,7,35,45,50
4451,21,1,5,25,24,1206000.0,2.68,2.45,1.539,7,35,45,50
4452,22,1,5,25,14,891000.0,1.98,2.171,1.056,7,35,45,50
4453,22,1,5,25,15,963000.0,2.14,2.228,1.197,7,35,45,50
4454,22,1,5,25,16,1062000.0,2.36,2.331,1.345,7,35,45,50
4455,22,1,5,25,17,1152000.0,2.56,2.53,1.439,7,35,45,50
4456,22,1,5,25,18,1197000.0,2.66,2.571,1.528,7,35,45,50
4457,22,1,5,25,24,1215000.0,2.7,2.503,1.551,7,35,45,50
4458,23,1,5,25,14,882000.0,1.96,2.088,1.223,7,35,45,50
4459,23,1,5,25,15,999000.0,2.22,2.327,1.376,7,35,45,50
4460,23,1,5,25,16,1026000.0,2.28,2.355,1.431,7,35,45,50
4461,23,1,5,25,17,1062000.0,2.36,2.373,1.498,7,35,45,50
4462,23,1,5,25,18,1206000.0,2.68,2.36,1.669,7,35,45,50
4463,23,1,5,25,24,1134000.0,2.52,2.489,1.583,7,35,45,50
4464,24,1,5,25,14,909000.0,2.02,2.048,1.126,7,35,45,50
4465,24,1,5,25,15,990000.0,2.2,2.275,1.22,7,35,45,50
4466,24,1,5,25,16,1035000.0,2.3,2.364,1.248,7,35,45,50
4467,24,1,5,25,17,1107000.0,2.46,2.361,1.365,7,35,45,50
4468,24,1,5,25,18,1206000.0,2.68,2.48,1.49,7,35,45,50
4469,24,1,5,25,24,1206000.0,2.68,2.399,1.491,7,35,45,50
4470,25,1,5,25,14,927000.0,2.06,2.088,1.267,7,35,45,50
4471,25,1,5,25,15,999000.0,2.22,2.306,1.37,7,35,45,50
4472,25,1,5,25,16,1017000.0,2.26,2.398,1.409,7,35,45,50
4473,25,1,5,25,17,1134000.0,2.52,2.317,1.523,7,35,45,50
4474,25,1,5,25,18,1197000.0,2.66,2.343,1.625,7,35,45,50
4475,25,1,5,25,24,1197000.0,2.66,2.572,1.623,7,35,45,50
4476,26,1,5,25,14,900000.0,2.0,2.17,1.186,7,35,45,50
4477,26,1,5,25,15,999000.0,2.22,2.214,1.285,7,35,45,50
4478,26,1,5,25,16,1062000.0,2.36,2.304,1.385,7,35,45,50
4479,26,1,5,25,17,1125000.0,2.5,2.359,1.425,7,35,45,50
4480,26,1,5,25,18,1224000.0,2.72,2.433,1.596,7,35,45,50
4481,26,1,5,25,24,1170000.0,2.6,2.467,1.515,7,35,45,50
4482,27,1,5,25,14,891000.0,1.98,2.126,1.212,7,35,45,50
4483,27,1,5,25,15,972000.0,2.16,2.236,1.339,7,35,45,50
4484,27,1,5,25,16,1080000.0,2.4,2.38,1.492,7,35,45,50
4485,27,1,5,25,17,1116000.0,2.48,2.314,1.52,7,35,45,50
4486,27,1,5,25,18,1233000.0,2.74,2.489,1.656,7,35,45,50
4487,27,1,5,25,24,1224000.0,2.72,2.419,1.665,7,35,45,50
4488,28,1,5,25,14,909000.0,2.02,2.15,1.033,7,35,45,50
4489,28,1,5,25,15,972000.0,2.16,2.239,1.112,7,35,45,50
4490,28,1,5,25,16,1071000.0,2.38,2.249,1.247,7,35,45,50
4491,28,1,5,25,17,1098000.0,2.44,2.528,1.292,7,35,45,50
4492,28,1,5,25,18,1206000.0,2.68,2.526,1.405,7,35,45,50
4493,28,1,5,25,24,1233000.0,2.74,2.46,1.437,7,35,45,50
4494,29,1,5,25,14,873000.0,1.94,2.173,1.173,7,35,45,50
4495,29,1,5,25,15,954000.0,2.12,2.264,1.309,7,35,45,50
4496,29,1,5,25,16,1026000.0,2.28,2.36,1.423,7,35,45,50
4497,29,1,5,25,17,1134000.0,2.52,2.35,1.559,7,35,45,50
4498,29,1,5,25,18,1188000.0,2.64,2.415,1.648,7,35,45,50
4499,29,1,5,25,24,1188000.0,2.64,2.39,1.652,7,35,45,50
4500,0,1,5,50,14,864000.0,1.92,2.048,2.064,7,35,45,50
4501,0,1,5,50,15,981000.0,2.18,1.964,2.341,7,35,45,50
4502,0,1,5,50,16,1044000.0,2.32,2.004,2.484,7,35,45,50
4503,0,1,5,50,17,1098000.0,2.44,2.04,2.619,7,35,45,50
4504,0,1,5,50,18,1170000.0,2.6,2.087,2.837,7,35,45,50
4505,0,1,5,50,24,1152000.0,2.56,2.133,2.764,7,35,45,50
4506,1,1,5,50,14,873000.0,1.94,1.863,2.297,7,35,45,50
4507,1,1,5,50,15,981000.0,2.18,1.992,2.409,7,35,45,50
4508,1,1,5,50,16,1026000.0,2.28,1.945,2.542,7,35,45,50
4509,1,1,5,50,17,1098000.0,2.44,2.026,2.67,7,35,45,50
4510,1,1,5,50,18,1161000.0,2.58,2.04,2.88,7,35,45,50
4511,1,1,5,50,24,1197000.0,2.66,2.001,2.916,7,35,45,50
4512,2,1,5,50,14,846000.0,1.88,1.722,2.288,7,35,45,50
4513,2,1,5,50,15,963000.0,2.14,1.773,2.604,7,35,45,50
4514,2,1,5,50,16,1053000.0,2.34,1.778,2.798,7,35,45,50
4515,2,1,5,50,17,1089000.0,2.42,1.929,2.889,7,35,45,50
4516,2,1,5,50,18,1197000.0,2.66,2.057,3.159,7,35,45,50
4517,2,1,5,50,24,1152000.0,2.56,2.056,2.958,7,35,45,50
4518,3,1,5,50,14,900000.0,2.0,1.893,2.28,7,35,45,50
4519,3,1,5,50,15,972000.0,2.16,1.836,2.382,7,35,45,50
4520,3,1,5,50,16,1017000.0,2.26,2.019,2.578,7,35,45,50
4521,3,1,5,50,17,1107000.0,2.46,2.104,2.656,7,35,45,50
4522,3,1,5,50,18,1152000.0,2.56,2.021,2.867,7,35,45,50
4523,3,1,5,50,24,1197000.0,2.66,2.021,2.915,7,35,45,50
4524,4,1,5,50,14,873000.0,1.94,1.787,2.104,7,35,45,50
4525,4,1,5,50,15,936000.0,2.08,1.813,2.338,7,35,45,50
4526,4,1,5,50,16,972000.0,2.16,1.985,2.411,7,35,45,50
4527,4,1,5,50,17,1098000.0,2.44,2.049,2.626,7,35,45,50
4528,4,1,5,50,18,1170000.0,2.6,2.148,2.935,7,35,45,50
4529,4,1,5,50,24,1161000.0,2.58,2.245,2.914,7,35,45,50
4530,5,1,5,50,14,891000.0,1.98,1.897,2.112,7,35,45,50
4531,5,1,5,50,15,945000.0,2.1,2.031,2.225,7,35,45,50
4532,5,1,5,50,16,1035000.0,2.3,1.964,2.473,7,35,45,50
4533,5,1,5,50,17,1071000.0,2.38,2.057,2.624,7,35,45,50
4534,5,1,5,50,18,1125000.0,2.5,2.132,2.687,7,35,45,50
4535,5,1,5,50,24,1179000.0,2.62,2.088,2.86,7,35,45,50
4536,6,1,5,50,14,864000.0,1.92,1.916,2.049,7,35,45,50
4537,6,1,5,50,15,918000.0,2.04,1.952,2.238,7,35,45,50
4538,6,1,5,50,16,1044000.0,2.32,2.056,2.512,7,35,45,50
4539,6,1,5,50,17,1143000.0,2.54,2.086,2.676,7,35,45,50
4540,6,1,5,50,18,1170000.0,2.6,2.136,2.804,7,35,45,50
4541,6,1,5,50,24,1152000.0,2.56,2.054,2.769,7,35,45,50
4542,7,1,5,50,14,864000.0,1.92,1.722,2.248,7,35,45,50
4543,7,1,5,50,15,936000.0,2.08,1.862,2.487,7,35,45,50
4544,7,1,5,50,16,1035000.0,2.3,1.904,2.825,7,35,45,50
4545,7,1,5,50,17,1035000.0,2.3,2.031,2.866,7,35,45,50
4546,7,1,5,50,18,1206000.0,2.68,2.041,3.17,7,35,45,50
4547,7,1,5,50,24,1197000.0,2.66,2.04,3.183,7,35,45,50
4548,8,1,5,50,14,873000.0,1.94,1.863,2.151,7,35,45,50
4549,8,1,5,50,15,954000.0,2.12,2.021,2.355,7,35,45,50
4550,8,1,5,50,16,999000.0,2.22,2.038,2.463,7,35,45,50
4551,8,1,5,50,17,1116000.0,2.48,2.051,2.758,7,35,45,50
4552,8,1,5,50,18,1179000.0,2.62,2.002,2.877,7,35,45,50
4553,8,1,5,50,24,1188000.0,2.64,2.021,2.879,7,35,45,50
4554,9,1,5,50,14,873000.0,1.94,1.813,2.091,7,35,45,50
4555,9,1,5,50,15,936000.0,2.08,1.939,2.254,7,35,45,50
4556,9,1,5,50,16,999000.0,2.22,1.948,2.387,7,35,45,50
4557,9,1,5,50,17,1134000.0,2.52,2.118,2.646,7,35,45,50
4558,9,1,5,50,18,1197000.0,2.66,2.069,2.84,7,35,45,50
4559,9,1,5,50,24,1179000.0,2.62,2.095,2.802,7,35,45,50
4560,10,1,5,50,14,909000.0,2.02,1.925,2.232,7,35,45,50
4561,10,1,5,50,15,936000.0,2.08,1.868,2.349,7,35,45,50
4562,10,1,5,50,16,999000.0,2.22,2.016,2.438,7,35,45,50
4563,10,1,5,50,17,1107000.0,2.46,1.986,2.733,7,35,45,50
4564,10,1,5,50,18,1161000.0,2.58,2.041,2.931,7,35,45,50
4565,10,1,5,50,24,1143000.0,2.54,2.105,2.85,7,35,45,50
4566,11,1,5,50,14,900000.0,2.0,1.841,2.283,7,35,45,50
4567,11,1,5,50,15,945000.0,2.1,1.836,2.487,7,35,45,50
4568,11,1,5,50,16,1035000.0,2.3,1.86,2.677,7,35,45,50
4569,11,1,5,50,17,1089000.0,2.42,2.009,2.825,7,35,45,50
4570,11,1,5,50,18,1170000.0,2.6,2.081,3.102,7,35,45,50
4571,11,1,5,50,24,1179000.0,2.62,2.015,3.096,7,35,45,50
4572,12,1,5,50,14,864000.0,1.92,1.757,2.177,7,35,45,50
4573,12,1,5,50,15,963000.0,2.14,1.833,2.423,7,35,45,50
4574,12,1,5,50,16,1035000.0,2.3,2.078,2.66,7,35,45,50
4575,12,1,5,50,17,1107000.0,2.46,2.227,2.748,7,35,45,50
4576,12,1,5,50,18,1206000.0,2.68,2.111,3.051,7,35,45,50
4577,12,1,5,50,24,1161000.0,2.58,2.18,2.94,7,35,45,50
4578,13,1,5,50,14,909000.0,2.02,1.786,2.196,7,35,45,50
4579,13,1,5,50,15,936000.0,2.08,1.89,2.275,7,35,45,50
4580,13,1,5,50,16,1035000.0,2.3,1.929,2.518,7,35,45,50
4581,13,1,5,50,17,1125000.0,2.5,1.976,2.664,7,35,45,50
4582,13,1,5,50,18,1134000.0,2.52,2.132,2.658,7,35,45,50
4583,13,1,5,50,24,1206000.0,2.68,2.129,2.856,7,35,45,50
4584,14,1,5,50,14,882000.0,1.96,1.855,2.221,7,35,45,50
4585,14,1,5,50,15,945000.0,2.1,2.0,2.348,7,35,45,50
4586,14,1,5,50,16,1017000.0,2.26,2.02,2.536,7,35,45,50
4587,14,1,5,50,17,1116000.0,2.48,1.919,2.836,7,35,45,50
4588,14,1,5,50,18,1188000.0,2.64,2.118,3.033,7,35,45,50
4589,14,1,5,50,24,1161000.0,2.58,2.093,2.927,7,35,45,50
4590,15,1,5,50,14,891000.0,1.98,1.902,2.132,7,35,45,50
4591,15,1,5,50,15,936000.0,2.08,1.872,2.248,7,35,45,50
4592,15,1,5,50,16,999000.0,2.22,1.955,2.459,7,35,45,50
4593,15,1,5,50,17,1098000.0,2.44,2.12,2.799,7,35,45,50
4594,15,1,5,50,18,1215000.0,2.7,2.147,3.037,7,35,45,50
4595,15,1,5,50,24,1215000.0,2.7,2.086,3.048,7,35,45,50
4596,16,1,5,50,14,837000.0,1.86,1.869,1.982,7,35,45,50
4597,16,1,5,50,15,963000.0,2.14,1.952,2.369,7,35,45,50
4598,16,1,5,50,16,972000.0,2.16,1.99,2.411,7,35,45,50
4599,16,1,5,50,17,1089000.0,2.42,2.043,2.683,7,35,45,50
4600,16,1,5,50,18,1179000.0,2.62,2.136,2.957,7,35,45,50
4601,16,1,5,50,24,1161000.0,2.58,2.122,2.964,7,35,45,50
4602,17,1,5,50,14,864000.0,1.92,1.762,2.173,7,35,45,50
4603,17,1,5,50,15,963000.0,2.14,1.845,2.411,7,35,45,50
4604,17,1,5,50,16,1044000.0,2.32,1.964,2.58,7,35,45,50
4605,17,1,5,50,17,1116000.0,2.48,2.084,2.78,7,35,45,50
4606,17,1,5,50,18,1197000.0,2.66,2.058,3.002,7,35,45,50
4607,17,1,5,50,24,1152000.0,2.56,2.093,2.933,7,35,45,50
4608,18,1,5,50,14,855000.0,1.9,1.767,2.189,7,35,45,50
4609,18,1,5,50,15,972000.0,2.16,1.918,2.46,7,35,45,50
4610,18,1,5,50,16,1044000.0,2.32,1.96,2.633,7,35,45,50
4611,18,1,5,50,17,1080000.0,2.4,2.097,2.712,7,35,45,50
4612,18,1,5,50,18,1161000.0,2.58,2.105,2.924,7,35,45,50
4613,18,1,5,50,24,1152000.0,2.56,2.05,2.92,7,35,45,50
4614,19,1,5,50,14,882000.0,1.96,1.822,2.084,7,35,45,50
4615,19,1,5,50,15,918000.0,2.04,1.994,2.168,7,35,45,50
4616,19,1,5,50,16,1026000.0,2.28,2.05,2.392,7,35,45,50
4617,19,1,5,50,17,1116000.0,2.48,2.188,2.619,7,35,45,50
4618,19,1,5,50,18,1161000.0,2.58,2.248,2.664,7,35,45,50
4619,19,1,5,50,24,1206000.0,2.68,2.16,2.775,7,35,45,50
4620,20,1,5,50,14,855000.0,1.9,1.872,2.006,7,35,45,50
4621,20,1,5,50,15,954000.0,2.12,1.926,2.356,7,35,45,50
4622,20,1,5,50,16,990000.0,2.2,2.016,2.435,7,35,45,50
4623,20,1,5,50,17,1098000.0,2.44,2.108,2.816,7,35,45,50
4624,20,1,5,50,18,1188000.0,2.64,2.061,2.996,7,35,45,50
4625,20,1,5,50,24,1197000.0,2.66,2.099,3.012,7,35,45,50
4626,21,1,5,50,14,864000.0,1.92,1.894,2.18,7,35,45,50
4627,21,1,5,50,15,972000.0,2.16,1.819,2.413,7,35,45,50
4628,21,1,5,50,16,1062000.0,2.36,1.977,2.629,7,35,45,50
4629,21,1,5,50,17,1125000.0,2.5,1.972,2.774,7,35,45,50
4630,21,1,5,50,18,1161000.0,2.58,2.029,2.87,7,35,45,50
4631,21,1,5,50,24,1215000.0,2.7,2.109,2.949,7,35,45,50
4632,22,1,5,50,14,891000.0,1.98,1.898,2.197,7,35,45,50
4633,22,1,5,50,15,945000.0,2.1,1.857,2.407,7,35,45,50
4634,22,1,5,50,16,1017000.0,2.26,1.961,2.519,7,35,45,50
4635,22,1,5,50,17,1125000.0,2.5,2.031,2.819,7,35,45,50
4636,22,1,5,50,18,1188000.0,2.64,2.092,2.867,7,35,45,50
