,Iteration,Gates,Bays,Station_Dist,Truck_HoS,Flow,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time,Gate_Time,Bay_Time,Truck_Speed,Fleet
30765,27,2,14,100,17,1467000.0,3.26,0.05,7.189,7,35,45,50
30766,27,2,14,100,18,1557000.0,3.46,0.052,7.795,7,35,45,50
30767,27,2,14,100,24,1575000.0,3.5,0.036,7.913,7,35,45,50
30768,28,2,14,100,14,1116000.0,2.48,0.055,5.253,7,35,45,50
30769,28,2,14,100,15,1287000.0,2.86,0.049,6.12,7,35,45,50
30770,28,2,14,100,16,1440000.0,3.2,0.044,6.822,7,35,45,50
30771,28,2,14,100,17,1440000.0,3.2,0.059,6.849,7,35,45,50
30772,28,2,14,100,18,1629000.0,3.62,0.052,7.845,7,35,45,50
30773,28,2,14,100,24,1638000.0,3.64,0.039,7.861,7,35,45,50
30774,29,2,14,100,14,1188000.0,2.64,0.063,5.689,7,35,45,50
30775,29,2,14,100,15,1296000.0,2.88,0.085,6.054,7,35,45,50
30776,29,2,14,100,16,1413000.0,3.14,0.074,6.661,7,35,45,50
30777,29,2,14,100,17,1512000.0,3.36,0.071,7.094,7,35,45,50
30778,29,2,14,100,18,1620000.0,3.6,0.066,7.548,7,35,45,50
30779,29,2,14,100,24,1701000.0,3.78,0.07,7.901,7,35,45,50
30780,0,2,14,150,14,927000.0,2.06,0.04,6.388,7,35,45,50
30781,0,2,14,150,15,981000.0,2.18,0.018,6.807,7,35,45,50
30782,0,2,14,150,16,1062000.0,2.36,0.026,7.365,7,35,45,50
30783,0,2,14,150,17,1170000.0,2.6,0.022,8.436,7,35,45,50
30784,0,2,14,150,18,1251000.0,2.78,0.022,8.665,7,35,45,50
30785,0,2,14,150,24,1260000.0,2.8,0.022,8.87,7,35,45,50
30786,1,2,14,150,14,918000.0,2.04,0.063,5.982,7,35,45,50
30787,1,2,14,150,15,1080000.0,2.4,0.029,6.882,7,35,45,50
30788,1,2,14,150,16,1134000.0,2.52,0.023,7.665,7,35,45,50
30789,1,2,14,150,17,1206000.0,2.68,0.031,8.164,7,35,45,50
30790,1,2,14,150,18,1305000.0,2.9,0.029,8.609,7,35,45,50
30791,1,2,14,150,24,1341000.0,2.98,0.026,8.907,7,35,45,50
30792,2,2,14,150,14,909000.0,2.02,0.038,5.955,7,35,45,50
30793,2,2,14,150,15,1026000.0,2.28,0.027,6.691,7,35,45,50
30794,2,2,14,150,16,1107000.0,2.46,0.022,7.592,7,35,45,50
30795,2,2,14,150,17,1215000.0,2.7,0.022,8.221,7,35,45,50
30796,2,2,14,150,18,1296000.0,2.88,0.022,8.588,7,35,45,50
30797,2,2,14,150,24,1305000.0,2.9,0.029,8.669,7,35,45,50
30798,3,2,14,150,14,891000.0,1.98,0.031,6.192,7,35,45,50
30799,3,2,14,150,15,981000.0,2.18,0.02,6.99,7,35,45,50
30800,3,2,14,150,16,1035000.0,2.3,0.041,7.404,7,35,45,50
30801,3,2,14,150,17,1170000.0,2.6,0.027,8.053,7,35,45,50
30802,3,2,14,150,18,1251000.0,2.78,0.024,9.068,7,35,45,50
30803,3,2,14,150,24,1224000.0,2.72,0.036,8.789,7,35,45,50
30804,4,2,14,150,14,864000.0,1.92,0.027,6.279,7,35,45,50
30805,4,2,14,150,15,999000.0,2.22,0.02,6.887,7,35,45,50
30806,4,2,14,150,16,1071000.0,2.38,0.025,7.454,7,35,45,50
30807,4,2,14,150,17,1179000.0,2.62,0.021,8.607,7,35,45,50
30808,4,2,14,150,18,1260000.0,2.8,0.022,9.009,7,35,45,50
30809,4,2,14,150,24,1242000.0,2.76,0.027,8.694,7,35,45,50
30810,5,2,14,150,14,981000.0,2.18,0.024,6.137,7,35,45,50
30811,5,2,14,150,15,1062000.0,2.36,0.032,6.931,7,35,45,50
30812,5,2,14,150,16,1143000.0,2.54,0.032,7.898,7,35,45,50
30813,5,2,14,150,17,1116000.0,2.48,0.051,7.934,7,35,45,50
30814,5,2,14,150,18,1305000.0,2.9,0.024,8.853,7,35,45,50
30815,5,2,14,150,24,1278000.0,2.84,0.037,8.693,7,35,45,50
30816,6,2,14,150,14,873000.0,1.94,0.026,6.264,7,35,45,50
30817,6,2,14,150,15,954000.0,2.12,0.019,6.825,7,35,45,50
30818,6,2,14,150,16,1044000.0,2.32,0.029,7.599,7,35,45,50
30819,6,2,14,150,17,1188000.0,2.64,0.025,8.58,7,35,45,50
30820,6,2,14,150,18,1260000.0,2.8,0.019,9.266,7,35,45,50
30821,6,2,14,150,24,1224000.0,2.72,0.016,9.032,7,35,45,50
30822,7,2,14,150,14,945000.0,2.1,0.034,6.546,7,35,45,50
30823,7,2,14,150,15,1044000.0,2.32,0.04,6.975,7,35,45,50
30824,7,2,14,150,16,1116000.0,2.48,0.041,7.618,7,35,45,50
30825,7,2,14,150,17,1206000.0,2.68,0.036,8.288,7,35,45,50
30826,7,2,14,150,18,1305000.0,2.9,0.039,8.913,7,35,45,50
30827,7,2,14,150,24,1314000.0,2.92,0.029,8.852,7,35,45,50
30828,8,2,14,150,14,918000.0,2.04,0.038,6.561,7,35,45,50
30829,8,2,14,150,15,999000.0,2.22,0.019,7.073,7,35,45,50
30830,8,2,14,150,16,1125000.0,2.5,0.037,7.682,7,35,45,50
30831,8,2,14,150,17,1179000.0,2.62,0.022,8.184,7,35,45,50
30832,8,2,14,150,18,1233000.0,2.74,0.02,8.568,7,35,45,50
30833,8,2,14,150,24,1278000.0,2.84,0.024,9.086,7,35,45,50
30834,9,2,14,150,14,945000.0,2.1,0.02,5.935,7,35,45,50
30835,9,2,14,150,15,1026000.0,2.28,0.014,7.109,7,35,45,50
30836,9,2,14,150,16,1107000.0,2.46,0.033,7.613,7,35,45,50
30837,9,2,14,150,17,1188000.0,2.64,0.035,7.869,7,35,45,50
30838,9,2,14,150,18,1278000.0,2.84,0.046,8.308,7,35,45,50
30839,9,2,14,150,24,1305000.0,2.9,0.036,8.839,7,35,45,50
30840,10,2,14,150,14,927000.0,2.06,0.025,6.094,7,35,45,50
30841,10,2,14,150,15,1035000.0,2.3,0.026,6.751,7,35,45,50
30842,10,2,14,150,16,1089000.0,2.42,0.067,7.04,7,35,45,50
30843,10,2,14,150,17,1188000.0,2.64,0.036,8.091,7,35,45,50
30844,10,2,14,150,18,1287000.0,2.86,0.023,8.8,7,35,45,50
30845,10,2,14,150,24,1296000.0,2.88,0.041,8.626,7,35,45,50
30846,11,2,14,150,14,918000.0,2.04,0.023,6.477,7,35,45,50
30847,11,2,14,150,15,954000.0,2.12,0.022,6.976,7,35,45,50
30848,11,2,14,150,16,1062000.0,2.36,0.015,7.476,7,35,45,50
30849,11,2,14,150,17,1188000.0,2.64,0.027,8.077,7,35,45,50
30850,11,2,14,150,18,1233000.0,2.74,0.018,9.125,7,35,45,50
30851,11,2,14,150,24,1233000.0,2.74,0.032,9.22,7,35,45,50
30852,12,2,14,150,14,873000.0,1.94,0.053,6.224,7,35,45,50
30853,12,2,14,150,15,963000.0,2.14,0.074,6.702,7,35,45,50
30854,12,2,14,150,16,1089000.0,2.42,0.034,7.849,7,35,45,50
30855,12,2,14,150,17,1152000.0,2.56,0.026,7.99,7,35,45,50
30856,12,2,14,150,18,1260000.0,2.8,0.015,8.974,7,35,45,50
30857,12,2,14,150,24,1251000.0,2.78,0.048,8.911,7,35,45,50
30858,13,2,14,150,14,864000.0,1.92,0.016,6.352,7,35,45,50
30859,13,2,14,150,15,927000.0,2.06,0.021,7.315,7,35,45,50
30860,13,2,14,150,16,1098000.0,2.44,0.014,7.927,7,35,45,50
30861,13,2,14,150,17,1152000.0,2.56,0.018,8.112,7,35,45,50
30862,13,2,14,150,18,1206000.0,2.68,0.023,9.22,7,35,45,50
30863,13,2,14,150,24,1197000.0,2.66,0.02,9.097,7,35,45,50
30864,14,2,14,150,14,990000.0,2.2,0.038,6.098,7,35,45,50
30865,14,2,14,150,15,1080000.0,2.4,0.036,6.62,7,35,45,50
30866,14,2,14,150,16,1188000.0,2.64,0.024,7.217,7,35,45,50
30867,14,2,14,150,17,1287000.0,2.86,0.018,7.963,7,35,45,50
30868,14,2,14,150,18,1350000.0,3.0,0.022,8.249,7,35,45,50
30869,14,2,14,150,24,1359000.0,3.02,0.025,8.46,7,35,45,50
30870,15,2,14,150,14,954000.0,2.12,0.03,6.315,7,35,45,50
30871,15,2,14,150,15,1017000.0,2.26,0.046,6.594,7,35,45,50
30872,15,2,14,150,16,1089000.0,2.42,0.065,7.453,7,35,45,50
30873,15,2,14,150,17,1188000.0,2.64,0.053,7.874,7,35,45,50
30874,15,2,14,150,18,1341000.0,2.98,0.033,9.141,7,35,45,50
30875,15,2,14,150,24,1269000.0,2.82,0.056,8.779,7,35,45,50
30876,16,2,14,150,14,945000.0,2.1,0.025,6.05,7,35,45,50
30877,16,2,14,150,15,1035000.0,2.3,0.037,6.709,7,35,45,50
30878,16,2,14,150,16,1143000.0,2.54,0.016,7.329,7,35,45,50
30879,16,2,14,150,17,1197000.0,2.66,0.037,7.944,7,35,45,50
30880,16,2,14,150,18,1341000.0,2.98,0.028,8.578,7,35,45,50
30881,16,2,14,150,24,1305000.0,2.9,0.037,8.45,7,35,45,50
30882,17,2,14,150,14,972000.0,2.16,0.034,6.208,7,35,45,50
30883,17,2,14,150,15,1098000.0,2.44,0.03,6.716,7,35,45,50
30884,17,2,14,150,16,1134000.0,2.52,0.047,7.183,7,35,45,50
30885,17,2,14,150,17,1215000.0,2.7,0.044,7.758,7,35,45,50
30886,17,2,14,150,18,1332000.0,2.96,0.033,8.586,7,35,45,50
30887,17,2,14,150,24,1323000.0,2.94,0.043,8.586,7,35,45,50
30888,18,2,14,150,14,882000.0,1.96,0.024,6.271,7,35,45,50
30889,18,2,14,150,15,1008000.0,2.24,0.022,7.382,7,35,45,50
30890,18,2,14,150,16,1044000.0,2.32,0.022,7.754,7,35,45,50
30891,18,2,14,150,17,1170000.0,2.6,0.019,8.252,7,35,45,50
30892,18,2,14,150,18,1215000.0,2.7,0.013,8.955,7,35,45,50
30893,18,2,14,150,24,1224000.0,2.72,0.022,8.758,7,35,45,50
30894,19,2,14,150,14,909000.0,2.02,0.024,6.161,7,35,45,50
30895,19,2,14,150,15,1044000.0,2.32,0.022,7.21,7,35,45,50
30896,19,2,14,150,16,1125000.0,2.5,0.024,7.753,7,35,45,50
30897,19,2,14,150,17,1170000.0,2.6,0.015,8.327,7,35,45,50
30898,19,2,14,150,18,1251000.0,2.78,0.014,8.952,7,35,45,50
30899,19,2,14,150,24,1287000.0,2.86,0.027,9.074,7,35,45,50
30900,20,2,14,150,14,909000.0,2.02,0.063,6.068,7,35,45,50
30901,20,2,14,150,15,1053000.0,2.34,0.031,6.686,7,35,45,50
30902,20,2,14,150,16,1152000.0,2.56,0.033,7.608,7,35,45,50
30903,20,2,14,150,17,1242000.0,2.76,0.047,8.145,7,35,45,50
30904,20,2,14,150,18,1296000.0,2.88,0.04,8.521,7,35,45,50
30905,20,2,14,150,24,1350000.0,3.0,0.028,8.888,7,35,45,50
30906,21,2,14,150,14,909000.0,2.02,0.028,6.57,7,35,45,50
30907,21,2,14,150,15,918000.0,2.04,0.015,6.76,7,35,45,50
30908,21,2,14,150,16,1053000.0,2.34,0.026,7.722,7,35,45,50
30909,21,2,14,150,17,1152000.0,2.56,0.024,8.256,7,35,45,50
30910,21,2,14,150,18,1197000.0,2.66,0.016,8.875,7,35,45,50
30911,21,2,14,150,24,1233000.0,2.74,0.022,9.179,7,35,45,50
30912,22,2,14,150,14,963000.0,2.14,0.022,6.126,7,35,45,50
30913,22,2,14,150,15,1044000.0,2.32,0.027,6.679,7,35,45,50
30914,22,2,14,150,16,1125000.0,2.5,0.046,7.303,7,35,45,50
30915,22,2,14,150,17,1206000.0,2.68,0.031,7.889,7,35,45,50
30916,22,2,14,150,18,1368000.0,3.04,0.023,8.836,7,35,45,50
30917,22,2,14,150,24,1341000.0,2.98,0.018,8.591,7,35,45,50
30918,23,2,14,150,14,837000.0,1.86,0.039,6.089,7,35,45,50
30919,23,2,14,150,15,1026000.0,2.28,0.038,6.982,7,35,45,50
30920,23,2,14,150,16,1080000.0,2.4,0.019,7.308,7,35,45,50
30921,23,2,14,150,17,1224000.0,2.72,0.033,8.389,7,35,45,50
30922,23,2,14,150,18,1296000.0,2.88,0.026,8.599,7,35,45,50
30923,23,2,14,150,24,1269000.0,2.82,0.05,8.451,7,35,45,50
30924,24,2,14,150,14,954000.0,2.12,0.016,6.206,7,35,45,50
30925,24,2,14,150,15,1017000.0,2.26,0.036,6.823,7,35,45,50
30926,24,2,14,150,16,1143000.0,2.54,0.024,7.397,7,35,45,50
30927,24,2,14,150,17,1269000.0,2.82,0.021,8.434,7,35,45,50
30928,24,2,14,150,18,1278000.0,2.84,0.021,8.458,7,35,45,50
30929,24,2,14,150,24,1278000.0,2.84,0.022,8.323,7,35,45,50
30930,25,2,14,150,14,918000.0,2.04,0.038,5.787,7,35,45,50
30931,25,2,14,150,15,1071000.0,2.38,0.023,6.699,7,35,45,50
30932,25,2,14,150,16,1125000.0,2.5,0.018,7.155,7,35,45,50
30933,25,2,14,150,17,1233000.0,2.74,0.034,8.018,7,35,45,50
30934,25,2,14,150,18,1269000.0,2.82,0.023,8.494,7,35,45,50
30935,25,2,14,150,24,1251000.0,2.78,0.037,8.295,7,35,45,50
30936,26,2,14,150,14,909000.0,2.02,0.055,5.968,7,35,45,50
30937,26,2,14,150,15,990000.0,2.2,0.038,6.875,7,35,45,50
30938,26,2,14,150,16,1125000.0,2.5,0.027,7.626,7,35,45,50
30939,26,2,14,150,17,1179000.0,2.62,0.029,8.099,7,35,45,50
30940,26,2,14,150,18,1296000.0,2.88,0.026,8.675,7,35,45,50
30941,26,2,14,150,24,1296000.0,2.88,0.018,8.789,7,35,45,50
30942,27,2,14,150,14,900000.0,2.0,0.023,6.0,7,35,45,50
30943,27,2,14,150,15,981000.0,2.18,0.021,6.853,7,35,45,50
30944,27,2,14,150,16,1080000.0,2.4,0.024,7.698,7,35,45,50
30945,27,2,14,150,17,1269000.0,2.82,0.02,8.351,7,35,45,50
30946,27,2,14,150,18,1314000.0,2.92,0.025,8.941,7,35,45,50
30947,27,2,14,150,24,1323000.0,2.94,0.028,8.956,7,35,45,50
30948,28,2,14,150,14,927000.0,2.06,0.024,6.31,7,35,45,50
30949,28,2,14,150,15,1035000.0,2.3,0.017,6.982,7,35,45,50
30950,28,2,14,150,16,1080000.0,2.4,0.027,7.328,7,35,45,50
30951,28,2,14,150,17,1215000.0,2.7,0.024,8.489,7,35,45,50
30952,28,2,14,150,18,1287000.0,2.86,0.034,8.569,7,35,45,50
30953,28,2,14,150,24,1314000.0,2.92,0.022,8.842,7,35,45,50
30954,29,2,14,150,14,927000.0,2.06,0.026,6.249,7,35,45,50
30955,29,2,14,150,15,1026000.0,2.28,0.027,6.739,7,35,45,50
30956,29,2,14,150,16,1080000.0,2.4,0.022,7.582,7,35,45,50
30957,29,2,14,150,17,1197000.0,2.66,0.026,8.329,7,35,45,50
30958,29,2,14,150,18,1233000.0,2.74,0.025,8.712,7,35,45,50
30959,29,2,14,150,24,1278000.0,2.84,0.043,9.064,7,35,45,50
30960,0,2,14,200,14,828000.0,1.84,0.016,6.079,7,35,45,50
30961,0,2,14,200,15,927000.0,2.06,0.018,7.417,7,35,45,50
30962,0,2,14,200,16,990000.0,2.2,0.027,7.844,7,35,45,50
30963,0,2,14,200,17,1044000.0,2.32,0.016,8.103,7,35,45,50
30964,0,2,14,200,18,1107000.0,2.46,0.019,9.15,7,35,45,50
30965,0,2,14,200,24,1143000.0,2.54,0.021,9.505,7,35,45,50
30966,1,2,14,200,14,783000.0,1.74,0.017,6.385,7,35,45,50
30967,1,2,14,200,15,792000.0,1.76,0.02,7.044,7,35,45,50
30968,1,2,14,200,16,927000.0,2.06,0.03,7.864,7,35,45,50
30969,1,2,14,200,17,999000.0,2.22,0.022,8.623,7,35,45,50
30970,1,2,14,200,18,1044000.0,2.32,0.03,9.087,7,35,45,50
30971,1,2,14,200,24,1071000.0,2.38,0.018,9.096,7,35,45,50
30972,2,2,14,200,14,711000.0,1.58,0.031,6.191,7,35,45,50
30973,2,2,14,200,15,828000.0,1.84,0.011,7.537,7,35,45,50
30974,2,2,14,200,16,873000.0,1.94,0.015,7.766,7,35,45,50
30975,2,2,14,200,17,945000.0,2.1,0.036,8.539,7,35,45,50
30976,2,2,14,200,18,972000.0,2.16,0.012,9.205,7,35,45,50
30977,2,2,14,200,24,963000.0,2.14,0.007,8.877,7,35,45,50
30978,3,2,14,200,14,711000.0,1.58,0.018,6.43,7,35,45,50
30979,3,2,14,200,15,864000.0,1.92,0.023,7.276,7,35,45,50
30980,3,2,14,200,16,909000.0,2.02,0.014,7.84,7,35,45,50
30981,3,2,14,200,17,972000.0,2.16,0.011,8.941,7,35,45,50
30982,3,2,14,200,18,1053000.0,2.34,0.012,9.42,7,35,45,50
30983,3,2,14,200,24,1089000.0,2.42,0.009,9.73,7,35,45,50
30984,4,2,14,200,14,801000.0,1.78,0.013,6.654,7,35,45,50
30985,4,2,14,200,15,855000.0,1.9,0.025,7.23,7,35,45,50
30986,4,2,14,200,16,927000.0,2.06,0.027,8.081,7,35,45,50
30987,4,2,14,200,17,1026000.0,2.28,0.025,8.352,7,35,45,50
30988,4,2,14,200,18,1071000.0,2.38,0.019,9.024,7,35,45,50
30989,4,2,14,200,24,1107000.0,2.46,0.019,9.197,7,35,45,50
30990,5,2,14,200,14,792000.0,1.76,0.015,6.671,7,35,45,50
30991,5,2,14,200,15,918000.0,2.04,0.016,7.671,7,35,45,50
30992,5,2,14,200,16,963000.0,2.14,0.021,7.857,7,35,45,50
30993,5,2,14,200,17,999000.0,2.22,0.019,8.564,7,35,45,50
30994,5,2,14,200,18,1071000.0,2.38,0.017,9.204,7,35,45,50
30995,5,2,14,200,24,1062000.0,2.36,0.018,9.153,7,35,45,50
30996,6,2,14,200,14,792000.0,1.76,0.015,6.365,7,35,45,50
30997,6,2,14,200,15,864000.0,1.92,0.018,7.112,7,35,45,50
30998,6,2,14,200,16,918000.0,2.04,0.025,8.134,7,35,45,50
30999,6,2,14,200,17,972000.0,2.16,0.023,8.876,7,35,45,50
31000,6,2,14,200,18,1089000.0,2.42,0.017,9.681,7,35,45,50
31001,6,2,14,200,24,1053000.0,2.34,0.011,9.388,7,35,45,50
31002,7,2,14,200,14,810000.0,1.8,0.019,6.246,7,35,45,50
31003,7,2,14,200,15,900000.0,2.0,0.028,6.94,7,35,45,50
31004,7,2,14,200,16,963000.0,2.14,0.014,7.594,7,35,45,50
31005,7,2,14,200,17,1062000.0,2.36,0.015,8.732,7,35,45,50
31006,7,2,14,200,18,1116000.0,2.48,0.021,9.12,7,35,45,50
31007,7,2,14,200,24,1161000.0,2.58,0.02,9.387,7,35,45,50
31008,8,2,14,200,14,819000.0,1.82,0.026,6.297,7,35,45,50
31009,8,2,14,200,15,864000.0,1.92,0.026,6.816,7,35,45,50
31010,8,2,14,200,16,909000.0,2.02,0.028,7.495,7,35,45,50
31011,8,2,14,200,17,954000.0,2.12,0.017,8.566,7,35,45,50
31012,8,2,14,200,18,1098000.0,2.44,0.031,9.18,7,35,45,50
31013,8,2,14,200,24,1098000.0,2.44,0.035,9.03,7,35,45,50
31014,9,2,14,200,14,828000.0,1.84,0.039,6.526,7,35,45,50
31015,9,2,14,200,15,873000.0,1.94,0.024,6.712,7,35,45,50
31016,9,2,14,200,16,909000.0,2.02,0.033,7.627,7,35,45,50
31017,9,2,14,200,17,1035000.0,2.3,0.029,8.373,7,35,45,50
31018,9,2,14,200,18,1071000.0,2.38,0.021,9.235,7,35,45,50
31019,9,2,14,200,24,1071000.0,2.38,0.018,9.095,7,35,45,50
31020,10,2,14,200,14,819000.0,1.82,0.043,6.485,7,35,45,50
31021,10,2,14,200,15,846000.0,1.88,0.025,6.728,7,35,45,50
31022,10,2,14,200,16,918000.0,2.04,0.019,7.792,7,35,45,50
31023,10,2,14,200,17,981000.0,2.18,0.022,8.415,7,35,45,50
31024,10,2,14,200,18,1125000.0,2.5,0.024,9.51,7,35,45,50
31025,10,2,14,200,24,1125000.0,2.5,0.024,9.424,7,35,45,50
31026,11,2,14,200,14,810000.0,1.8,0.015,6.779,7,35,45,50
31027,11,2,14,200,15,945000.0,2.1,0.016,7.508,7,35,45,50
31028,11,2,14,200,16,954000.0,2.12,0.02,7.848,7,35,45,50
31029,11,2,14,200,17,1035000.0,2.3,0.017,8.409,7,35,45,50
31030,11,2,14,200,18,1053000.0,2.34,0.021,9.099,7,35,45,50
31031,11,2,14,200,24,1089000.0,2.42,0.015,9.522,7,35,45,50
31032,12,2,14,200,14,765000.0,1.7,0.025,6.429,7,35,45,50
31033,12,2,14,200,15,909000.0,2.02,0.022,7.1,7,35,45,50
31034,12,2,14,200,16,945000.0,2.1,0.016,7.784,7,35,45,50
31035,12,2,14,200,17,1026000.0,2.28,0.023,8.28,7,35,45,50
31036,12,2,14,200,18,1053000.0,2.34,0.021,9.333,7,35,45,50
31037,12,2,14,200,24,1053000.0,2.34,0.017,9.185,7,35,45,50
31038,13,2,14,200,14,747000.0,1.66,0.015,6.509,7,35,45,50
31039,13,2,14,200,15,810000.0,1.8,0.017,7.466,7,35,45,50
31040,13,2,14,200,16,855000.0,1.9,0.028,7.668,7,35,45,50
31041,13,2,14,200,17,963000.0,2.14,0.021,8.215,7,35,45,50
31042,13,2,14,200,18,1053000.0,2.34,0.019,9.377,7,35,45,50
31043,13,2,14,200,24,1035000.0,2.3,0.017,9.895,7,35,45,50
31044,14,2,14,200,14,801000.0,1.78,0.022,6.331,7,35,45,50
31045,14,2,14,200,15,846000.0,1.88,0.023,7.081,7,35,45,50
31046,14,2,14,200,16,918000.0,2.04,0.022,7.749,7,35,45,50
31047,14,2,14,200,17,1026000.0,2.28,0.015,8.613,7,35,45,50
31048,14,2,14,200,18,1062000.0,2.36,0.022,9.319,7,35,45,50
31049,14,2,14,200,24,1062000.0,2.36,0.023,9.383,7,35,45,50
31050,15,2,14,200,14,711000.0,1.58,0.017,6.497,7,35,45,50
31051,15,2,14,200,15,819000.0,1.82,0.015,7.49,7,35,45,50
31052,15,2,14,200,16,927000.0,2.06,0.028,8.142,7,35,45,50
31053,15,2,14,200,17,981000.0,2.18,0.017,8.727,7,35,45,50
31054,15,2,14,200,18,1008000.0,2.24,0.016,9.437,7,35,45,50
31055,15,2,14,200,24,1035000.0,2.3,0.014,9.771,7,35,45,50
31056,16,2,14,200,14,747000.0,1.66,0.021,6.508,7,35,45,50
31057,16,2,14,200,15,837000.0,1.86,0.016,7.318,7,35,45,50
31058,16,2,14,200,16,864000.0,1.92,0.019,7.796,7,35,45,50
31059,16,2,14,200,17,963000.0,2.14,0.022,8.878,7,35,45,50
31060,16,2,14,200,18,1044000.0,2.32,0.015,9.557,7,35,45,50
31061,16,2,14,200,24,1125000.0,2.5,0.016,9.945,7,35,45,50
31062,17,2,14,200,14,810000.0,1.8,0.018,6.34,7,35,45,50
31063,17,2,14,200,15,855000.0,1.9,0.036,7.003,7,35,45,50
31064,17,2,14,200,16,927000.0,2.06,0.022,7.896,7,35,45,50
31065,17,2,14,200,17,1008000.0,2.24,0.016,8.622,7,35,45,50
31066,17,2,14,200,18,1116000.0,2.48,0.016,9.242,7,35,45,50
31067,17,2,14,200,24,1107000.0,2.46,0.025,9.331,7,35,45,50
31068,18,2,14,200,14,738000.0,1.64,0.018,6.965,7,35,45,50
31069,18,2,14,200,15,747000.0,1.66,0.023,7.135,7,35,45,50
31070,18,2,14,200,16,891000.0,1.98,0.02,8.315,7,35,45,50
31071,18,2,14,200,17,963000.0,2.14,0.012,8.941,7,35,45,50
31072,18,2,14,200,18,1026000.0,2.28,0.016,9.431,7,35,45,50
31073,18,2,14,200,24,1035000.0,2.3,0.03,9.838,7,35,45,50
31074,19,2,14,200,14,774000.0,1.72,0.025,6.695,7,35,45,50
31075,19,2,14,200,15,855000.0,1.9,0.015,7.419,7,35,45,50
31076,19,2,14,200,16,927000.0,2.06,0.017,7.882,7,35,45,50
31077,19,2,14,200,17,963000.0,2.14,0.015,8.514,7,35,45,50
31078,19,2,14,200,18,1071000.0,2.38,0.018,9.379,7,35,45,50
31079,19,2,14,200,24,1080000.0,2.4,0.015,9.359,7,35,45,50
31080,20,2,14,200,14,747000.0,1.66,0.023,6.389,7,35,45,50
31081,20,2,14,200,15,819000.0,1.82,0.018,7.429,7,35,45,50
31082,20,2,14,200,16,846000.0,1.88,0.03,7.676,7,35,45,50
31083,20,2,14,200,17,990000.0,2.2,0.016,8.885,7,35,45,50
31084,20,2,14,200,18,990000.0,2.2,0.037,8.846,7,35,45,50
31085,20,2,14,200,24,1026000.0,2.28,0.013,9.624,7,35,45,50
31086,21,2,14,200,14,738000.0,1.64,0.027,6.214,7,35,45,50
31087,21,2,14,200,15,819000.0,1.82,0.012,7.213,7,35,45,50
31088,21,2,14,200,16,909000.0,2.02,0.025,7.964,7,35,45,50
31089,21,2,14,200,17,1008000.0,2.24,0.019,8.667,7,35,45,50
31090,21,2,14,200,18,1071000.0,2.38,0.023,9.302,7,35,45,50
31091,21,2,14,200,24,1071000.0,2.38,0.021,9.483,7,35,45,50
31092,22,2,14,200,14,837000.0,1.86,0.014,6.718,7,35,45,50
31093,22,2,14,200,15,882000.0,1.96,0.018,7.382,7,35,45,50
31094,22,2,14,200,16,936000.0,2.08,0.016,7.802,7,35,45,50
31095,22,2,14,200,17,1017000.0,2.26,0.017,8.456,7,35,45,50
31096,22,2,14,200,18,1044000.0,2.32,0.012,8.909,7,35,45,50
31097,22,2,14,200,24,1107000.0,2.46,0.015,9.394,7,35,45,50
31098,23,2,14,200,14,756000.0,1.68,0.014,6.095,7,35,45,50
31099,23,2,14,200,15,819000.0,1.82,0.018,7.723,7,35,45,50
31100,23,2,14,200,16,945000.0,2.1,0.018,8.482,7,35,45,50
31101,23,2,14,200,17,1026000.0,2.28,0.021,8.927,7,35,45,50
31102,23,2,14,200,18,1089000.0,2.42,0.015,9.187,7,35,45,50
31103,23,2,14,200,24,1089000.0,2.42,0.013,9.346,7,35,45,50
31104,24,2,14,200,14,846000.0,1.88,0.034,6.524,7,35,45,50
31105,24,2,14,200,15,855000.0,1.9,0.021,7.076,7,35,45,50
31106,24,2,14,200,16,972000.0,2.16,0.01,7.876,7,35,45,50
31107,24,2,14,200,17,1035000.0,2.3,0.034,8.494,7,35,45,50
31108,24,2,14,200,18,1107000.0,2.46,0.044,9.125,7,35,45,50
31109,24,2,14,200,24,1089000.0,2.42,0.027,8.905,7,35,45,50
31110,25,2,14,200,14,756000.0,1.68,0.015,6.532,7,35,45,50
31111,25,2,14,200,15,873000.0,1.94,0.017,7.3,7,35,45,50
31112,25,2,14,200,16,900000.0,2.0,0.016,7.571,7,35,45,50
31113,25,2,14,200,17,936000.0,2.08,0.013,8.531,7,35,45,50
31114,25,2,14,200,18,1044000.0,2.32,0.013,9.189,7,35,45,50
31115,25,2,14,200,24,1053000.0,2.34,0.016,9.139,7,35,45,50
31116,26,2,14,200,14,810000.0,1.8,0.022,6.934,7,35,45,50
31117,26,2,14,200,15,873000.0,1.94,0.018,7.241,7,35,45,50
31118,26,2,14,200,16,990000.0,2.2,0.017,8.084,7,35,45,50
31119,26,2,14,200,17,1035000.0,2.3,0.016,8.284,7,35,45,50
31120,26,2,14,200,18,1170000.0,2.6,0.019,9.336,7,35,45,50
31121,26,2,14,200,24,1134000.0,2.52,0.015,8.985,7,35,45,50
31122,27,2,14,200,14,801000.0,1.78,0.034,6.417,7,35,45,50
31123,27,2,14,200,15,900000.0,2.0,0.018,7.318,7,35,45,50
31124,27,2,14,200,16,918000.0,2.04,0.017,7.509,7,35,45,50
