,Gates,Bays,Station_Dist,Gate_Value,Gate_OFC,Bay_Value,Bay_OFC,Speed_Value,Speed_OFC,Fleet_Value,Fleet_OFC,Best_Intrv,Best_Value,Best_OFC
89,1,15,300,5.0,0.6132000000000001,,,75.0,0.7443000000000001,75.0,0.684,Transportation Speed,75.0,0.7443000000000001
90,2,1,25,2.0,0.1896,15.0,0.4434,35.0,0.1874999999999999,25.0,0.1866,Terminal Bay Time,15.0,0.4434
91,2,1,50,3.0,0.1863,15.0,0.4347000000000001,35.0,0.1799999999999999,50.0,0.1839,Terminal Bay Time,15.0,0.4347000000000001
92,2,1,100,15.0,0.1758,15.0,0.4137,45.0,0.1755,25.0,0.1751999999999999,Terminal Bay Time,15.0,0.4137
93,2,1,150,,,15.0,0.3980999999999999,65.0,0.1749,50.0,0.1674,Terminal Bay Time,15.0,0.3980999999999999
94,2,1,200,,,15.0,0.3735000000000001,75.0,0.1749,25.0,0.1544999999999999,Terminal Bay Time,15.0,0.3735000000000001
95,2,1,300,,,15.0,0.3335999999999999,75.0,0.1625999999999999,25.0,0.1386,Terminal Bay Time,15.0,0.3335999999999999
96,2,2,25,9.0,0.3759,15.0,0.8760000000000001,45.0,0.3759,50.0,0.375,Terminal Bay Time,15.0,0.8760000000000001
97,2,2,50,15.0,0.3650999999999999,15.0,0.849,45.0,0.3656999999999999,50.0,0.3659999999999999,Terminal Bay Time,15.0,0.849
98,2,2,100,,,15.0,0.8067000000000001,55.0,0.3555,50.0,0.3479999999999999,Terminal Bay Time,15.0,0.8067000000000001
99,2,2,150,,,15.0,0.7713000000000001,55.0,0.3435,50.0,0.3345,Terminal Bay Time,15.0,0.7713000000000001
100,2,2,200,,,15.0,0.7175999999999999,75.0,0.3434999999999999,50.0,0.3158999999999999,Terminal Bay Time,15.0,0.7175999999999999
101,2,2,300,,,15.0,0.6021,75.0,0.3236999999999999,50.0,0.2796,Terminal Bay Time,15.0,0.6021
102,2,3,25,7.0,0.5586,15.0,1.2657,45.0,0.5577000000000001,75.0,0.5640000000000001,Terminal Bay Time,15.0,1.2657
103,2,3,50,10.0,0.5406,15.0,1.2345,35.0,0.5406,50.0,0.5493,Terminal Bay Time,15.0,1.2345
104,2,3,100,10.0,0.5151,15.0,1.1436,45.0,0.5187,50.0,0.5205,Terminal Bay Time,15.0,1.1436
105,2,3,150,15.0,0.4878,15.0,0.975,65.0,0.5199,50.0,0.4926,Terminal Bay Time,15.0,0.975
106,2,3,200,15.0,0.4584,17.5,0.8109000000000001,75.0,0.5093999999999999,50.0,0.4679999999999999,Terminal Bay Time,17.5,0.8109000000000001
107,2,3,300,,,20.0,0.6213,75.0,0.4806,50.0,0.4071,Terminal Bay Time,20.0,0.6213
108,2,4,25,15.0,0.7308,15.0,1.6268999999999996,35.0,0.7343999999999998,75.0,0.7445999999999999,Terminal Bay Time,15.0,1.6268999999999996
109,2,4,50,8.0,0.7211999999999998,15.0,1.5468000000000002,45.0,0.7205999999999998,100.0,0.7358999999999999,Terminal Bay Time,15.0,1.5468000000000002
110,2,4,100,15.0,0.6786,15.0,1.2686999999999995,75.0,0.7166999999999999,75.0,0.6918000000000003,Terminal Bay Time,15.0,1.2686999999999995
111,2,4,150,10.0,0.6516,17.5,1.0014,65.0,0.6876000000000002,75.0,0.6585,Terminal Bay Time,17.5,1.0014
112,2,4,200,15.0,0.6140999999999999,25.0,0.7797,75.0,0.6702,75.0,0.6329999999999999,Terminal Bay Time,25.0,0.7797
113,2,4,300,15.0,0.5151,27.5,0.5993999999999999,75.0,0.6320999999999999,75.0,0.5589000000000001,Transportation Speed,75.0,0.6320999999999999
114,2,5,25,10.0,0.9005999999999997,17.5,1.6968,45.0,0.9147,100.0,0.9333,Terminal Bay Time,17.5,1.6968
115,2,5,50,10.0,0.8751000000000001,15.0,1.6469999999999998,45.0,0.8871,75.0,0.9114,Terminal Bay Time,15.0,1.6469999999999998
116,2,5,100,10.0,0.8402999999999999,17.5,1.2792,55.0,0.8550000000000001,100.0,0.8760000000000001,Terminal Bay Time,17.5,1.2792
117,2,5,150,10.0,0.789,20.0,0.9825000000000002,45.0,0.8016000000000001,75.0,0.8148,Terminal Bay Time,20.0,0.9825000000000002
118,2,5,200,10.0,0.7175999999999998,30.0,0.7832999999999999,75.0,0.8201999999999998,75.0,0.7857000000000002,Transportation Speed,75.0,0.8201999999999998
119,2,5,300,10.0,0.5817,37.5,0.582,75.0,0.7497,75.0,0.6893999999999999,Transportation Speed,75.0,0.7497
120,2,6,25,10.0,1.0599,20.0,1.7097000000000002,35.0,1.0629,100.0,1.1150999999999998,Terminal Bay Time,20.0,1.7097000000000002
121,2,6,50,10.0,1.0302,20.0,1.6157999999999997,55.0,1.0602000000000005,75.0,1.0863,Terminal Bay Time,20.0,1.6157999999999997
122,2,6,100,10.0,0.9654,17.5,1.2969,75.0,1.0353,100.0,1.0416,Terminal Bay Time,17.5,1.2969
123,2,6,150,10.0,0.8751000000000001,32.5,0.9207,75.0,0.9906,75.0,0.9858,Transportation Speed,75.0,0.9906
124,2,6,200,10.0,0.7500000000000001,37.5,0.7433999999999997,75.0,0.9447,75.0,0.9282,Transportation Speed,75.0,0.9447
125,2,6,300,10.0,0.5925,40.0,0.5871,75.0,0.8009999999999999,100.0,0.8396999999999999,Transportation Fleet,100.0,0.8396999999999999
126,2,7,25,10.0,1.2081000000000002,22.5,1.6878,35.0,1.2171,100.0,1.2996,Terminal Bay Time,22.5,1.6878
127,2,7,50,9.0,1.1796000000000002,22.5,1.6077,55.0,1.1967000000000003,125.0,1.2714,Terminal Bay Time,22.5,1.6077
128,2,7,100,10.0,1.0731,32.5,1.1493,55.0,1.1325,100.0,1.2137999999999998,Transportation Fleet,100.0,1.2137999999999998
129,2,7,150,10.0,0.8912999999999999,37.5,0.9051,75.0,1.1046,100.0,1.1562000000000003,Transportation Fleet,100.0,1.1562000000000003
130,2,7,200,10.0,0.7524000000000001,,,75.0,1.0323,100.0,1.0905,Transportation Fleet,100.0,1.0905
131,2,7,300,10.0,0.5922000000000001,,,75.0,0.8088000000000002,100.0,0.9717,Transportation Fleet,100.0,0.9717
132,2,8,25,8.0,1.3635,27.5,1.6709999999999998,55.0,1.3845,125.0,1.4882999999999995,Terminal Bay Time,27.5,1.6709999999999998
133,2,8,50,8.0,1.3077,27.5,1.5768,55.0,1.3326000000000002,100.0,1.4408999999999996,Terminal Bay Time,27.5,1.5768
134,2,8,100,8.0,1.1373,32.5,1.1763,75.0,1.2984,100.0,1.3716000000000004,Transportation Fleet,100.0,1.3716000000000004
135,2,8,150,10.0,0.9033,32.5,0.9402,75.0,1.1826,100.0,1.2993,Transportation Fleet,100.0,1.2993
136,2,8,200,10.0,0.7616999999999998,25.0,0.8186999999999999,75.0,1.0539,100.0,1.2360000000000002,Transportation Fleet,100.0,1.2360000000000002
137,2,8,300,10.0,0.6036000000000001,,,75.0,0.8175,125.0,1.1145,Transportation Fleet,125.0,1.1145
138,2,9,25,6.0,1.5138,30.0,1.6707,45.0,1.5180000000000002,125.0,1.6659,Terminal Bay Time,30.0,1.6707
139,2,9,50,7.0,1.4396999999999998,27.5,1.5852,55.0,1.4678999999999998,125.0,1.6301999999999996,Transportation Fleet,125.0,1.6301999999999996
140,2,9,100,8.0,1.1541,40.0,1.1045999999999998,75.0,1.4016,125.0,1.5471000000000004,Transportation Fleet,125.0,1.5471000000000004
141,2,9,150,10.0,0.8996999999999999,32.5,0.9327,75.0,1.2285,125.0,1.4675999999999998,Transportation Fleet,125.0,1.4675999999999998
142,2,9,200,10.0,0.7583999999999999,,,75.0,1.0386,125.0,1.4022,Transportation Fleet,125.0,1.4022
143,2,9,300,10.0,0.5919,,,75.0,0.8244,125.0,1.2446999999999997,Transportation Fleet,125.0,1.2446999999999997
144,2,10,25,7.0,1.6323,35.0,1.6283999999999996,45.0,1.6328999999999998,150.0,1.8392999999999995,Transportation Fleet,150.0,1.8392999999999995
145,2,10,50,6.0,1.5465000000000004,35.0,1.5309,65.0,1.6125000000000005,100.0,1.7823,Transportation Fleet,100.0,1.7823
146,2,10,100,8.0,1.146,40.0,1.1397,75.0,1.4489999999999994,150.0,1.7202000000000004,Transportation Fleet,150.0,1.7202000000000004
147,2,10,150,10.0,0.9039,35.0,0.9351,75.0,1.2231,125.0,1.6122,Transportation Fleet,125.0,1.6122
148,2,10,200,10.0,0.7598999999999999,,,75.0,1.0608,125.0,1.5327000000000004,Transportation Fleet,125.0,1.5327000000000004
149,2,10,300,10.0,0.5975999999999999,,,75.0,0.8259000000000001,150.0,1.3728,Transportation Fleet,150.0,1.3728
150,2,11,25,5.0,1.7826000000000002,35.0,1.6575,35.0,1.626,125.0,1.842,Transportation Fleet,125.0,1.842
151,2,11,50,6.0,1.5744000000000005,37.5,1.5165000000000002,65.0,1.6142999999999998,150.0,1.815,Transportation Fleet,150.0,1.815
152,2,11,100,7.0,1.1769,42.5,1.125,75.0,1.4378999999999995,150.0,1.7199000000000002,Transportation Fleet,150.0,1.7199000000000002
153,2,11,150,10.0,0.9038999999999998,,,75.0,1.2258,125.0,1.6208999999999991,Transportation Fleet,125.0,1.6208999999999991
154,2,11,200,10.0,0.756,,,75.0,1.0713,125.0,1.5429000000000004,Transportation Fleet,125.0,1.5429000000000004
155,2,11,300,10.0,0.6014999999999999,,,75.0,0.8180999999999999,150.0,1.3794000000000002,Transportation Fleet,150.0,1.3794000000000002
156,2,12,25,4.0,1.9131,42.5,1.611,35.0,1.6239,150.0,1.8555,Terminal Gate Time,4.0,1.9131
157,2,12,50,6.0,1.6056,40.0,1.4957999999999998,65.0,1.6196999999999997,150.0,1.8089999999999995,Transportation Fleet,150.0,1.8089999999999995
158,2,12,100,8.0,1.1394,42.5,1.134,75.0,1.4463,125.0,1.7073000000000005,Transportation Fleet,125.0,1.7073000000000005
159,2,12,150,9.0,0.9192,35.0,0.9306,75.0,1.2353999999999998,150.0,1.6376999999999995,Transportation Fleet,150.0,1.6376999999999995
160,2,12,200,10.0,0.7494,,,75.0,1.0671000000000002,125.0,1.5549000000000002,Transportation Fleet,125.0,1.5549000000000002
161,2,12,300,10.0,0.6068999999999999,,,75.0,0.8331,150.0,1.3830000000000002,Transportation Fleet,150.0,1.3830000000000002
162,2,13,25,4.0,2.0238,42.5,1.6286999999999998,45.0,1.6371,125.0,1.8486,Terminal Gate Time,4.0,2.0238
163,2,13,50,5.0,1.6395000000000002,37.5,1.5321000000000002,65.0,1.6185,150.0,1.8138,Transportation Fleet,150.0,1.8138
164,2,13,100,7.0,1.1691000000000005,30.0,1.2132,75.0,1.4498999999999995,125.0,1.7121,Transportation Fleet,125.0,1.7121
