,Gates,Bays,Station_Dist,Parameter,Value,p-value,DES<ANA
6143,2,8,200,Bay,42.5,2.8180097216522696e-28,True
6144,2,8,200,Bay,45.0,5.631812929805005e-29,True
6145,2,8,200,Speed,25,1.4622058313740977e-21,True
6146,2,8,200,Speed,35,2.696537112708533e-26,True
6147,2,8,200,Speed,45,8.059632766053618e-31,True
6148,2,8,200,Speed,55,3.8414038111758744e-33,True
6149,2,8,200,Speed,65,8.627611169835648e-38,True
6150,2,8,200,Speed,75,4.013376750847489e-34,True
6151,2,8,200,HoS,14,5.195558173245198e-32,True
6152,2,8,200,HoS,15,1.8976182270961663e-30,True
6153,2,8,200,HoS,16,4.100657423929095e-33,True
6154,2,8,200,HoS,17,1.290849013486726e-30,True
6155,2,8,200,HoS,18,1.519214264005605e-28,True
6156,2,8,200,Fleet,10,3.889241898770551e-18,True
6157,2,8,200,Fleet,25,3.735439331947538e-24,True
6158,2,8,200,Fleet,50,1.4028450441596976e-29,True
6159,2,8,200,Fleet,75,1.8982722016507353e-32,True
6160,2,8,200,Fleet,100,2.962401822535222e-39,True
6161,2,8,200,Fleet,125,1.546511666765217e-35,True
6162,2,8,200,Fleet,150,5.142938296436245e-38,True
6163,2,8,200,Fleet,175,7.535303702579447e-35,True
6164,2,8,200,Fleet,200,7.470578093439233e-36,True
6165,2,8,300,Gate,1,2.2805114138736473e-23,True
6166,2,8,300,Gate,2,5.631387661689864e-23,True
6167,2,8,300,Gate,3,4.658167636402764e-24,True
6168,2,8,300,Gate,4,9.30514012647553e-25,True
6169,2,8,300,Gate,5,3.82070540055624e-24,True
6170,2,8,300,Gate,6,2.767324822653763e-23,True
6171,2,8,300,Gate,7,6.633504866157782e-24,True
6172,2,8,300,Gate,8,7.487017722157365e-24,True
6173,2,8,300,Gate,9,1.53799023228262e-24,True
6174,2,8,300,Gate,10,1.522244563655611e-24,True
6175,2,8,300,Gate,15,1.2607910911941408e-25,True
6176,2,8,300,Gate,20,2.9311764840928352e-33,True
6177,2,8,300,Bay,15.0,2.4319536935026657e-22,True
6178,2,8,300,Bay,17.5,4.9623947904589405e-21,True
6179,2,8,300,Bay,20.0,5.228125954854255e-23,True
6180,2,8,300,Bay,22.5,7.458186212474635e-23,True
6181,2,8,300,Bay,25.0,7.438343370557374e-24,True
6182,2,8,300,Bay,27.5,1.960686880563532e-24,True
6183,2,8,300,Bay,30.0,1.9531795668723043e-23,True
6184,2,8,300,Bay,32.5,1.8884103787104983e-22,True
6185,2,8,300,Bay,35.0,1.2123275729164646e-23,True
6186,2,8,300,Bay,37.5,1.647718104633425e-25,True
6187,2,8,300,Bay,40.0,4.639371285589953e-24,True
6188,2,8,300,Bay,42.5,2.4698624045320724e-24,True
6189,2,8,300,Bay,45.0,6.323092602564376e-25,True
6190,2,8,300,Speed,25,1.5416349443359256e-12,True
6191,2,8,300,Speed,35,4.3237290011998316e-16,True
6192,2,8,300,Speed,45,4.999411407387271e-22,True
6193,2,8,300,Speed,55,7.863654609109104e-24,True
6194,2,8,300,Speed,65,3.024255583703816e-28,True
6195,2,8,300,Speed,75,1.299764751086739e-30,True
6196,2,8,300,HoS,14,2.8721746205817236e-22,True
6197,2,8,300,HoS,15,3.525246903436012e-21,True
6198,2,8,300,HoS,16,2.702033984906242e-22,True
6199,2,8,300,HoS,17,1.9105866676589946e-21,True
6200,2,8,300,HoS,18,2.2049802027240674e-19,True
6201,2,8,300,Fleet,10,5.9352663527608214e-12,True
6202,2,8,300,Fleet,25,1.9853029812392215e-19,True
6203,2,8,300,Fleet,50,1.0116900411930115e-25,True
6204,2,8,300,Fleet,75,1.6442980609230304e-31,True
6205,2,8,300,Fleet,100,2.6612240005178648e-34,True
6206,2,8,300,Fleet,125,4.179264577911068e-35,True
6207,2,8,300,Fleet,150,2.9761830149768865e-37,True
6208,2,8,300,Fleet,175,8.400896210778115e-38,True
6209,2,8,300,Fleet,200,1.1079556342341023e-35,True
6210,2,9,25,Gate,1,4.86126157952265e-46,True
6211,2,9,25,Gate,2,2.8211576982978258e-42,True
6212,2,9,25,Gate,3,6.48037346150036e-41,True
6213,2,9,25,Gate,4,2.984669069833597e-38,True
6214,2,9,25,Gate,5,1.7865096339009706e-33,True
6215,2,9,25,Gate,6,5.036271149239109e-31,True
6216,2,9,25,Gate,7,9.014484840652491e-23,True
6217,2,9,25,Gate,8,6.329156126390868e-20,True
6218,2,9,25,Gate,9,1.2960422887526064e-22,True
6219,2,9,25,Gate,10,2.8819269716177875e-25,True
6220,2,9,25,Gate,15,5.963198550918676e-37,True
6221,2,9,25,Gate,20,1.6262490535334184e-41,True
6222,2,9,25,Bay,15.0,1.7454923699947248e-38,True
6223,2,9,25,Bay,17.5,5.932467644576617e-36,True
6224,2,9,25,Bay,20.0,1.0539528498967105e-34,True
6225,2,9,25,Bay,22.5,4.231844544132332e-31,True
6226,2,9,25,Bay,25.0,2.535886383142527e-28,True
6227,2,9,25,Bay,27.5,1.028374514016068e-26,True
6228,2,9,25,Bay,30.0,6.6738983395261324e-21,True
6229,2,9,25,Bay,32.5,9.624384445289078e-23,True
6230,2,9,25,Bay,35.0,6.374215030833939e-24,True
6231,2,9,25,Bay,37.5,1.4864700734123167e-25,True
6232,2,9,25,Bay,40.0,1.2475079654607094e-25,True
6233,2,9,25,Bay,42.5,3.510740720040479e-29,True
6234,2,9,25,Bay,45.0,1.7754625284126117e-36,True
6235,2,9,25,Speed,25,5.500271136311938e-26,True
6236,2,9,25,Speed,35,8.264243848015753e-24,True
6237,2,9,25,Speed,45,3.0866980408774615e-21,True
6238,2,9,25,Speed,55,3.3791008857747773e-25,True
6239,2,9,25,Speed,65,5.4193859464616e-22,True
6240,2,9,25,Speed,75,1.550820174886665e-22,True
6241,2,9,25,HoS,14,7.607600122547685e-25,True
6242,2,9,25,HoS,15,1.4443142654327854e-13,True
6243,2,9,25,HoS,16,2.5414051925059393e-05,False
6244,2,9,25,HoS,17,7.804358583534893e-20,False
6245,2,9,25,HoS,18,3.322382505052455e-31,False
6246,2,9,25,Fleet,10,6.871443747170484e-34,True
6247,2,9,25,Fleet,25,5.8213169971374145e-39,True
6248,2,9,25,Fleet,50,2.412408073517393e-25,True
6249,2,9,25,Fleet,75,3.2495155241770884e-20,True
6250,2,9,25,Fleet,100,1.9549753781695527e-21,True
6251,2,9,25,Fleet,125,4.876212396130868e-25,True
6252,2,9,25,Fleet,150,2.8217310881143746e-22,True
6253,2,9,25,Fleet,175,1.1183022394477422e-23,True
6254,2,9,25,Fleet,200,5.112312508760074e-23,True
6255,2,9,50,Gate,1,7.726828597639624e-44,True
6256,2,9,50,Gate,2,1.162226412839414e-45,True
6257,2,9,50,Gate,3,1.9334557165124513e-41,True
6258,2,9,50,Gate,4,1.5302197818775188e-37,True
6259,2,9,50,Gate,5,3.570516023322529e-30,True
6260,2,9,50,Gate,6,1.7943255332457899e-31,True
6261,2,9,50,Gate,7,4.7839935235518437e-29,True
6262,2,9,50,Gate,8,2.0354825936251188e-21,True
6263,2,9,50,Gate,9,2.651706987977925e-26,True
6264,2,9,50,Gate,10,4.5701512207992953e-29,True
6265,2,9,50,Gate,15,6.001400170750634e-38,True
6266,2,9,50,Gate,20,9.385817753140463e-38,True
6267,2,9,50,Bay,15.0,5.928389931416284e-39,True
6268,2,9,50,Bay,17.5,2.935866495306177e-35,True
6269,2,9,50,Bay,20.0,3.8967464916474726e-32,True
6270,2,9,50,Bay,22.5,1.144801694120689e-35,True
6271,2,9,50,Bay,25.0,3.8413313327982934e-30,True
6272,2,9,50,Bay,27.5,2.833186188802449e-29,True
6273,2,9,50,Bay,30.0,3.406442590915465e-23,True
6274,2,9,50,Bay,32.5,1.2385847253873974e-27,True
6275,2,9,50,Bay,35.0,6.121350923157052e-24,True
6276,2,9,50,Bay,37.5,1.4454302703578307e-29,True
6277,2,9,50,Bay,40.0,2.2256776712063312e-32,True
6278,2,9,50,Bay,42.5,8.035518407892504e-30,True
6279,2,9,50,Bay,45.0,1.8667113619324648e-29,True
6280,2,9,50,Speed,25,2.6034722856565914e-33,True
6281,2,9,50,Speed,35,4.911609199345149e-29,True
6282,2,9,50,Speed,45,2.4102637445917886e-25,True
6283,2,9,50,Speed,55,1.1785929816453796e-25,True
6284,2,9,50,Speed,65,3.0255073412875186e-23,True
6285,2,9,50,Speed,75,6.979079788474762e-24,True
6286,2,9,50,HoS,14,7.366446587657856e-27,True
6287,2,9,50,HoS,15,3.929211451985393e-21,True
6288,2,9,50,HoS,16,1.3222153707944101e-05,True
6289,2,9,50,HoS,17,3.912834615597597e-15,False
6290,2,9,50,HoS,18,4.463725119598193e-28,False
6291,2,9,50,Fleet,10,3.2542159908701986e-34,True
6292,2,9,50,Fleet,25,3.5463516485623e-40,True
6293,2,9,50,Fleet,50,7.933732212385392e-29,True
6294,2,9,50,Fleet,75,9.489348804054907e-24,True
6295,2,9,50,Fleet,100,9.449975564605822e-23,True
6296,2,9,50,Fleet,125,6.465687038221352e-23,True
6297,2,9,50,Fleet,150,1.2757253300756321e-26,True
6298,2,9,50,Fleet,175,1.6468978307209694e-23,True
6299,2,9,50,Fleet,200,4.5455990854919726e-24,True
6300,2,9,100,Gate,1,3.846127467051454e-35,True
6301,2,9,100,Gate,2,2.0683187877741443e-36,True
6302,2,9,100,Gate,3,1.5044828976474103e-37,True
6303,2,9,100,Gate,4,9.219167776853702e-37,True
6304,2,9,100,Gate,5,3.769502206387523e-34,True
6305,2,9,100,Gate,6,5.7562007216671445e-37,True
6306,2,9,100,Gate,7,9.756025942765022e-34,True
6307,2,9,100,Gate,8,4.182559623281524e-32,True
6308,2,9,100,Gate,9,3.4491306407088468e-31,True
6309,2,9,100,Gate,10,3.794487424872678e-31,True
6310,2,9,100,Gate,15,3.6525613777744955e-35,True
6311,2,9,100,Gate,20,1.966303666308399e-40,True
6312,2,9,100,Bay,15.0,3.5800673391731147e-35,True
6313,2,9,100,Bay,17.5,4.133083321395701e-35,True
6314,2,9,100,Bay,20.0,8.167253454190183e-37,True
6315,2,9,100,Bay,22.5,9.526296851268297e-35,True
6316,2,9,100,Bay,25.0,1.0534567273712613e-36,True
6317,2,9,100,Bay,27.5,4.4290534075528064e-35,True
6318,2,9,100,Bay,30.0,1.6997154465970666e-36,True
6319,2,9,100,Bay,32.5,8.225812427195385e-38,True
6320,2,9,100,Bay,35.0,1.2846007998174202e-36,True
6321,2,9,100,Bay,37.5,3.288185937914728e-31,True
6322,2,9,100,Bay,40.0,2.1661376561028262e-32,True
6323,2,9,100,Bay,42.5,2.912878378234312e-34,True
6324,2,9,100,Bay,45.0,1.037955859485277e-32,True
6325,2,9,100,Speed,25,8.489290510682862e-30,True
6326,2,9,100,Speed,35,1.9188459176350918e-33,True
6327,2,9,100,Speed,45,3.4084071755171587e-36,True
6328,2,9,100,Speed,55,2.2779377136008713e-32,True
6329,2,9,100,Speed,65,2.7629164039122632e-28,True
6330,2,9,100,Speed,75,4.44219395379944e-28,True
6331,2,9,100,HoS,14,3.551541674329527e-33,True
6332,2,9,100,HoS,15,1.2300488536307775e-31,True
6333,2,9,100,HoS,16,7.1055241306574855e-28,True
6334,2,9,100,HoS,17,5.158004301536648e-23,True
6335,2,9,100,HoS,18,1.685941506267353e-12,True
6336,2,9,100,Fleet,10,1.8721368824573291e-25,True
6337,2,9,100,Fleet,25,5.442208193923914e-31,True
6338,2,9,100,Fleet,50,5.33558335812131e-33,True
6339,2,9,100,Fleet,75,1.8563037287495585e-27,True
6340,2,9,100,Fleet,100,7.728248002988977e-26,True
6341,2,9,100,Fleet,125,8.364740015751118e-30,True
6342,2,9,100,Fleet,150,1.0861586821780413e-27,True
6343,2,9,100,Fleet,175,7.132155759272287e-31,True
6344,2,9,100,Fleet,200,8.555178090154e-31,True
6345,2,9,150,Gate,1,3.024386159579852e-30,True
6346,2,9,150,Gate,2,3.6984533701024507e-28,True
6347,2,9,150,Gate,3,5.3365682155714216e-30,True
6348,2,9,150,Gate,4,3.3459487933797e-30,True
6349,2,9,150,Gate,5,1.2336294108825804e-30,True
6350,2,9,150,Gate,6,9.009629793363521e-30,True
6351,2,9,150,Gate,7,5.339495575942768e-31,True
6352,2,9,150,Gate,8,6.628235651967003e-32,True
6353,2,9,150,Gate,9,2.2183695032745496e-32,True
6354,2,9,150,Gate,10,6.9201676931367105e-31,True
6355,2,9,150,Gate,15,9.967407488963225e-39,True
6356,2,9,150,Gate,20,1.5998283930265485e-35,True
6357,2,9,150,Bay,15.0,7.653284151238108e-28,True
6358,2,9,150,Bay,17.5,3.71296214215688e-28,True
6359,2,9,150,Bay,20.0,3.1915152682445563e-29,True
6360,2,9,150,Bay,22.5,2.246908700002676e-30,True
6361,2,9,150,Bay,25.0,6.346308431360251e-30,True
6362,2,9,150,Bay,27.5,5.040416750968984e-31,True
6363,2,9,150,Bay,30.0,7.457956123173214e-33,True
6364,2,9,150,Bay,32.5,2.8709919280201557e-31,True
6365,2,9,150,Bay,35.0,6.335859681873389e-33,True
6366,2,9,150,Bay,37.5,9.746570066186589e-33,True
6367,2,9,150,Bay,40.0,1.1992467603410377e-33,True
6368,2,9,150,Bay,42.5,5.108810058765951e-33,True
6369,2,9,150,Bay,45.0,2.038976433031152e-34,True
6370,2,9,150,Speed,25,7.434349325049355e-24,True
6371,2,9,150,Speed,35,3.29563763793754e-30,True
6372,2,9,150,Speed,45,1.515873803449161e-32,True
6373,2,9,150,Speed,55,1.419106291774304e-32,True
6374,2,9,150,Speed,65,1.923571870882706e-34,True
6375,2,9,150,Speed,75,2.633480621159774e-35,True
6376,2,9,150,HoS,14,2.637986166116919e-32,True
6377,2,9,150,HoS,15,2.8914495991781317e-32,True
6378,2,9,150,HoS,16,3.0485320358396483e-32,True
6379,2,9,150,HoS,17,6.622897835114278e-32,True
6380,2,9,150,HoS,18,1.4689073345927436e-31,True
6381,2,9,150,Fleet,10,6.720409316256838e-21,True
6382,2,9,150,Fleet,25,3.017692876120638e-28,True
6383,2,9,150,Fleet,50,3.983533725629013e-34,True
6384,2,9,150,Fleet,75,5.029002981836994e-30,True
6385,2,9,150,Fleet,100,7.361010633621466e-29,True
6386,2,9,150,Fleet,125,4.283969735315763e-32,True
6387,2,9,150,Fleet,150,1.3689250817065312e-30,True
6388,2,9,150,Fleet,175,2.0600507564175339e-32,True
6389,2,9,150,Fleet,200,5.613750785931112e-33,True
6390,2,9,200,Gate,1,4.740715826956116e-29,True
6391,2,9,200,Gate,2,7.792443563124456e-29,True
6392,2,9,200,Gate,3,6.90105356890927e-27,True
6393,2,9,200,Gate,4,1.6437401275007594e-29,True
6394,2,9,200,Gate,5,3.7667296690280105e-27,True
6395,2,9,200,Gate,6,6.337035149821591e-29,True
6396,2,9,200,Gate,7,1.491970159719312e-29,True
6397,2,9,200,Gate,8,5.652381235473186e-29,True
6398,2,9,200,Gate,9,4.984816645671616e-29,True
6399,2,9,200,Gate,10,2.636911757894992e-28,True
6400,2,9,200,Gate,15,2.387435146891855e-32,True
6401,2,9,200,Gate,20,1.9563442177245595e-37,True
6402,2,9,200,Bay,15.0,3.296495597195491e-25,True
6403,2,9,200,Bay,17.5,1.5882662933745288e-24,True
6404,2,9,200,Bay,20.0,1.1399584343984844e-24,True
6405,2,9,200,Bay,22.5,3.7330293975998236e-28,True
6406,2,9,200,Bay,25.0,1.1736838163945386e-26,True
6407,2,9,200,Bay,27.5,3.904250234300008e-27,True
6408,2,9,200,Bay,30.0,1.8055987816692458e-27,True
6409,2,9,200,Bay,32.5,1.1169060048096316e-29,True
6410,2,9,200,Bay,35.0,1.3596771232806893e-29,True
6411,2,9,200,Bay,37.5,1.7501379954259843e-28,True
6412,2,9,200,Bay,40.0,9.422460012773541e-32,True
6413,2,9,200,Bay,42.5,5.737912528479565e-30,True
6414,2,9,200,Bay,45.0,3.0228461340079147e-30,True
6415,2,9,200,Speed,25,4.837240518613258e-26,True
6416,2,9,200,Speed,35,1.9833300262331174e-27,True
6417,2,9,200,Speed,45,6.2411142488129725e-30,True
6418,2,9,200,Speed,55,3.932543542345009e-35,True
6419,2,9,200,Speed,65,3.380924259405491e-36,True
6420,2,9,200,Speed,75,9.615696372540458e-35,True
6421,2,9,200,HoS,14,1.4186935176892311e-27,True
6422,2,9,200,HoS,15,1.034938137334521e-26,True
6423,2,9,200,HoS,16,9.657561211493404e-26,True
6424,2,9,200,HoS,17,1.1278379707287794e-26,True
6425,2,9,200,HoS,18,2.19110893654115e-28,True
6426,2,9,200,Fleet,10,8.940294015940042e-20,True
6427,2,9,200,Fleet,25,1.2870540370382624e-27,True
6428,2,9,200,Fleet,50,3.703463586992359e-29,True
6429,2,9,200,Fleet,75,7.997912439179768e-31,True
6430,2,9,200,Fleet,100,7.855604132352046e-32,True
6431,2,9,200,Fleet,125,4.586699555012169e-31,True
6432,2,9,200,Fleet,150,3.383993892538678e-32,True
6433,2,9,200,Fleet,175,1.8933572953970072e-33,True
6434,2,9,200,Fleet,200,3.6466321879668e-32,True
6435,2,9,300,Gate,1,3.0186329665273886e-27,True
6436,2,9,300,Gate,2,1.0617176008401458e-26,True
6437,2,9,300,Gate,3,6.704165707155386e-27,True
6438,2,9,300,Gate,4,1.5510556159452855e-27,True
6439,2,9,300,Gate,5,8.037478673023515e-27,True
6440,2,9,300,Gate,6,1.604378206625693e-26,True
6441,2,9,300,Gate,7,2.628717904596547e-26,True
6442,2,9,300,Gate,8,2.314109800953477e-26,True
6443,2,9,300,Gate,9,1.5087885367320263e-26,True
6444,2,9,300,Gate,10,1.917532100289699e-27,True
6445,2,9,300,Gate,15,1.9719300671666286e-29,True
6446,2,9,300,Gate,20,6.076191389015935e-34,True
6447,2,9,300,Bay,15.0,2.302917457233158e-20,True
6448,2,9,300,Bay,17.5,5.134260946260477e-20,True
6449,2,9,300,Bay,20.0,5.721198657168567e-22,True
6450,2,9,300,Bay,22.5,3.5567008789164345e-21,True
6451,2,9,300,Bay,25.0,5.135858385518588e-21,True
6452,2,9,300,Bay,27.5,4.6703238561243165e-21,True
6453,2,9,300,Bay,30.0,2.6818269950614023e-22,True
6454,2,9,300,Bay,32.5,9.325322033471169e-23,True
6455,2,9,300,Bay,35.0,9.250453346336796e-24,True
6456,2,9,300,Bay,37.5,1.354818063343088e-23,True
6457,2,9,300,Bay,40.0,1.8053874069152e-23,True
6458,2,9,300,Bay,42.5,1.80313325390429e-23,True
6459,2,9,300,Bay,45.0,1.933886161090406e-24,True
6460,2,9,300,Speed,25,1.973780328416699e-11,True
6461,2,9,300,Speed,35,1.2395750569463665e-19,True
6462,2,9,300,Speed,45,1.6024629907247524e-25,True
6463,2,9,300,Speed,55,7.774050007901127e-24,True
6464,2,9,300,Speed,65,1.5596203678529503e-25,True
6465,2,9,300,Speed,75,1.2996893304312336e-29,True
6466,2,9,300,HoS,14,1.8402195509344006e-22,True
6467,2,9,300,HoS,15,1.2292593119614723e-21,True
6468,2,9,300,HoS,16,5.169834238754227e-22,True
6469,2,9,300,HoS,17,9.995929747768708e-22,True
6470,2,9,300,HoS,18,3.98135029818434e-21,True
6471,2,9,300,Fleet,10,7.060541358834573e-13,True
6472,2,9,300,Fleet,25,2.9461817737623096e-20,True
6473,2,9,300,Fleet,50,5.058910536790125e-23,True
6474,2,9,300,Fleet,75,7.821815544679763e-27,True
6475,2,9,300,Fleet,100,2.051865374543012e-32,True
6476,2,9,300,Fleet,125,9.479730922040001e-35,True
6477,2,9,300,Fleet,150,2.853900949166299e-34,True
6478,2,9,300,Fleet,175,1.145852796480523e-34,True
6479,2,9,300,Fleet,200,7.268123298637551e-35,True
6480,2,10,25,Gate,1,2.5893416819583398e-45,True
6481,2,10,25,Gate,2,1.3608505453225804e-43,True
6482,2,10,25,Gate,3,7.793481345396186e-40,True
6483,2,10,25,Gate,4,1.240567974134824e-34,True
6484,2,10,25,Gate,5,4.290244584234438e-34,True
6485,2,10,25,Gate,6,4.237887695427914e-26,True
6486,2,10,25,Gate,7,4.170717953193511e-22,True
6487,2,10,25,Gate,8,1.167468204602172e-24,True
6488,2,10,25,Gate,9,6.146737157705164e-27,True
6489,2,10,25,Gate,10,1.826937015277273e-35,True
6490,2,10,25,Gate,15,6.078620805109024e-35,True
6491,2,10,25,Gate,20,1.7016257071375884e-44,True
6492,2,10,25,Bay,15.0,8.089188332296717e-37,True
6493,2,10,25,Bay,17.5,1.2813420349694088e-35,True
6494,2,10,25,Bay,20.0,3.559255564630665e-35,True
6495,2,10,25,Bay,22.5,2.035877392556397e-34,True
6496,2,10,25,Bay,25.0,1.5018381507976972e-28,True
6497,2,10,25,Bay,27.5,6.785812901949996e-29,True
6498,2,10,25,Bay,30.0,1.722468495915865e-24,True
6499,2,10,25,Bay,32.5,4.074276641418684e-22,True
6500,2,10,25,Bay,35.0,4.458750907228062e-22,True
6501,2,10,25,Bay,37.5,6.447510754969831e-25,True
6502,2,10,25,Bay,40.0,8.284551619487577e-24,True
6503,2,10,25,Bay,42.5,1.061952567854902e-26,True
6504,2,10,25,Bay,45.0,4.0458935112775634e-29,True
6505,2,10,25,Speed,25,1.2725111966038615e-25,True
6506,2,10,25,Speed,35,7.23953969335806e-24,True
6507,2,10,25,Speed,45,2.4770719169978403e-22,True
6508,2,10,25,Speed,55,1.7578958911695816e-20,True
6509,2,10,25,Speed,65,1.0989274620031845e-22,True
6510,2,10,25,Speed,75,3.511283228852156e-22,True
6511,2,10,25,HoS,14,3.2051333270638778e-22,True
6512,2,10,25,HoS,15,4.347343077173626e-11,True
6513,2,10,25,HoS,16,2.0669124357392863e-10,False
6514,2,10,25,HoS,17,1.8944167308440618e-22,False
6515,2,10,25,HoS,18,7.092130611015227e-34,False
6516,2,10,25,Fleet,10,2.0005227146832895e-38,True
6517,2,10,25,Fleet,25,3.6415599534262835e-41,True
6518,2,10,25,Fleet,50,2.650526998745296e-21,True
6519,2,10,25,Fleet,75,7.413835263933686e-14,True
6520,2,10,25,Fleet,100,4.7590302690123694e-11,True
6521,2,10,25,Fleet,125,1.3585983328011374e-06,True
6522,2,10,25,Fleet,150,0.000554032402855875,True
6523,2,10,25,Fleet,175,0.013107442129101476,True
6524,2,10,25,Fleet,200,0.06424011763042184,True
6525,2,10,50,Gate,1,1.4651818919588637e-44,True
6526,2,10,50,Gate,2,8.323319042748021e-45,True
6527,2,10,50,Gate,3,6.035939929925078e-39,True
6528,2,10,50,Gate,4,2.0743273555394164e-35,True
6529,2,10,50,Gate,5,1.0704150049069845e-34,True
6530,2,10,50,Gate,6,1.0894224800269507e-32,True
6531,2,10,50,Gate,7,1.39700204935516e-28,True
6532,2,10,50,Gate,8,1.2123184841142582e-26,True
6533,2,10,50,Gate,9,5.61977220101753e-26,True
6534,2,10,50,Gate,10,1.9399884657550936e-34,True
6535,2,10,50,Gate,15,9.131921857073307e-37,True
6536,2,10,50,Gate,20,4.135203367346104e-43,True
6537,2,10,50,Bay,15.0,2.1841283799929876e-37,True
6538,2,10,50,Bay,17.5,4.259898238021523e-36,True
6539,2,10,50,Bay,20.0,8.029898736993627e-36,True
6540,2,10,50,Bay,22.5,2.8134834955271677e-37,True
6541,2,10,50,Bay,25.0,5.4253122842950215e-33,True
6542,2,10,50,Bay,27.5,3.602080143165159e-31,True
6543,2,10,50,Bay,30.0,1.5628919408344133e-29,True
6544,2,10,50,Bay,32.5,2.1215109585599442e-26,True
6545,2,10,50,Bay,35.0,2.7690100098414497e-27,True
6546,2,10,50,Bay,37.5,6.239346852157003e-28,True
6547,2,10,50,Bay,40.0,1.3807548132094886e-30,True
6548,2,10,50,Bay,42.5,1.381535586115204e-27,True
6549,2,10,50,Bay,45.0,1.0303885313898786e-29,True
6550,2,10,50,Speed,25,1.9316552677464833e-33,True
6551,2,10,50,Speed,35,2.526048028665405e-31,True
6552,2,10,50,Speed,45,2.120974161183653e-29,True
6553,2,10,50,Speed,55,4.120933921396127e-24,True
6554,2,10,50,Speed,65,3.100395221256432e-23,True
6555,2,10,50,Speed,75,4.202373170600509e-25,True
6556,2,10,50,HoS,14,4.1298652976399744e-24,True
6557,2,10,50,HoS,15,8.104330203229137e-21,True
6558,2,10,50,HoS,16,0.0004188601049450354,True
6559,2,10,50,HoS,17,2.7697166755494016e-16,False
6560,2,10,50,HoS,18,1.08744735423273e-25,False
6561,2,10,50,Fleet,10,6.728340571769664e-31,True
6562,2,10,50,Fleet,25,6.322562332812572e-34,True
6563,2,10,50,Fleet,50,2.2428918394599642e-26,True
6564,2,10,50,Fleet,75,1.0858027605863437e-17,True
6565,2,10,50,Fleet,100,1.2442080127839545e-10,True
6566,2,10,50,Fleet,125,5.489748280060917e-16,True
6567,2,10,50,Fleet,150,3.783912570886347e-15,True
6568,2,10,50,Fleet,175,8.88298915738903e-16,True
6569,2,10,50,Fleet,200,1.50890550501707e-14,True
6570,2,10,100,Gate,1,2.854995015522178e-35,True
6571,2,10,100,Gate,2,1.1391598194393198e-34,True
6572,2,10,100,Gate,3,1.017928222980761e-35,True
6573,2,10,100,Gate,4,1.298189741406413e-33,True
6574,2,10,100,Gate,5,1.7671610238731137e-35,True
6575,2,10,100,Gate,6,1.348207577824588e-36,True
6576,2,10,100,Gate,7,1.2988958877806e-34,True
6577,2,10,100,Gate,8,4.674723366292494e-32,True
6578,2,10,100,Gate,9,8.084959973367764e-32,True
6579,2,10,100,Gate,10,1.2676322956937416e-30,True
6580,2,10,100,Gate,15,1.4682591760205592e-39,True
6581,2,10,100,Gate,20,3.412322677975379e-38,True
6582,2,10,100,Bay,15.0,2.307630344468235e-34,True
6583,2,10,100,Bay,17.5,4.2642357806207905e-35,True
6584,2,10,100,Bay,20.0,2.132701679449732e-33,True
6585,2,10,100,Bay,22.5,3.2228192247551402e-37,True
6586,2,10,100,Bay,25.0,5.51419553453833e-37,True
6587,2,10,100,Bay,27.5,1.568250204187061e-35,True
6588,2,10,100,Bay,30.0,4.376707456777729e-39,True
6589,2,10,100,Bay,32.5,6.579738270542954e-38,True
6590,2,10,100,Bay,35.0,8.037844683214367e-38,True
6591,2,10,100,Bay,37.5,4.773491114378564e-36,True
6592,2,10,100,Bay,40.0,9.629365762875274e-35,True
6593,2,10,100,Bay,42.5,5.5103256534595015e-33,True
6594,2,10,100,Bay,45.0,1.938804112759149e-34,True
6595,2,10,100,Speed,25,6.10499428210663e-31,True
6596,2,10,100,Speed,35,1.6224424811459341e-34,True
6597,2,10,100,Speed,45,2.956320608684215e-35,True
6598,2,10,100,Speed,55,1.4708407760085218e-31,True
6599,2,10,100,Speed,65,1.4716552775300813e-29,True
6600,2,10,100,Speed,75,3.488912809049601e-31,True
6601,2,10,100,HoS,14,8.673582975460923e-36,True
6602,2,10,100,HoS,15,1.757371569265253e-34,True
6603,2,10,100,HoS,16,3.139302611261701e-28,True
6604,2,10,100,HoS,17,7.728623237782723e-26,True
6605,2,10,100,HoS,18,1.6241378095935857e-21,True
6606,2,10,100,Fleet,10,1.3231618096951726e-24,True
6607,2,10,100,Fleet,25,3.638924602879816e-31,True
6608,2,10,100,Fleet,50,1.0685148320205097e-37,True
6609,2,10,100,Fleet,75,9.102776877753941e-23,True
6610,2,10,100,Fleet,100,2.704258733623861e-20,True
6611,2,10,100,Fleet,125,4.650008491968005e-25,True
6612,2,10,100,Fleet,150,3.282287754998068e-23,True
6613,2,10,100,Fleet,175,2.426326441150884e-24,True
6614,2,10,100,Fleet,200,1.6905299190729728e-25,True
6615,2,10,150,Gate,1,2.5833829868480693e-30,True
6616,2,10,150,Gate,2,6.723958933683403e-31,True
6617,2,10,150,Gate,3,6.32484946780757e-30,True
6618,2,10,150,Gate,4,4.4109198695949997e-32,True
6619,2,10,150,Gate,5,2.678856256953015e-31,True
6620,2,10,150,Gate,6,3.1023140066055936e-30,True
6621,2,10,150,Gate,7,7.2023612794912655e-31,True
