,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
100,9,Evansville,1008000.0,1.008,3.5,0.0,5.59
101,9,Greenville,837000.0,0.837,1.824,0.02,6.86
102,9,Jonesboro,1602000.0,1.602,1.079,2.856,4.0
103,9,Little Rock,3195000.0,3.195,3.227,0.0,5.874
104,9,Owensboro,846000.0,0.846,3.615,0.028,5.309
105,9,Paducah,1053000.0,1.053,2.721,0.028,5.895
106,9,Princeton,387000.0,0.387,3.071,0.046,4.652
107,9,Robinson,576000.0,0.576,2.909,0.008,6.418
108,9,St. Louis,5382000.0,5.382,2.646,0.963,3.02
109,9,Wood River,630000.0,0.63,3.5,0.0,5.386
110,10,Cape Girardeau,972000.0,0.972,2.769,0.027,6.283
111,10,Evansville,981000.0,0.981,3.406,0.0,5.33
112,10,Greenville,882000.0,0.882,1.922,0.036,6.624
113,10,Jonesboro,1566000.0,1.566,1.067,2.949,4.109
114,10,Little Rock,3132000.0,3.132,3.164,0.0,5.793
115,10,Owensboro,810000.0,0.81,3.462,0.009,5.567
116,10,Paducah,1017000.0,1.017,2.628,0.051,6.008
117,10,Princeton,423000.0,0.423,3.357,0.04,4.76
118,10,Robinson,576000.0,0.576,2.909,0.005,7.041
119,10,St. Louis,5490000.0,5.49,2.699,0.951,3.156
120,10,Wood River,666000.0,0.666,3.7,0.0,5.138
121,11,Cape Girardeau,981000.0,0.981,2.795,0.029,6.404
122,11,Evansville,1062000.0,1.062,3.688,0.0,5.567
123,11,Greenville,918000.0,0.918,2.0,0.016,7.015
124,11,Jonesboro,1647000.0,1.647,1.058,2.97,4.006
125,11,Little Rock,3231000.0,3.231,3.264,0.0,5.725
126,11,Owensboro,837000.0,0.837,3.577,0.026,4.935
127,11,Paducah,990000.0,0.99,2.558,0.031,6.175
128,11,Princeton,405000.0,0.405,3.214,0.034,5.419
129,11,Robinson,576000.0,0.576,2.909,0.01,6.387
130,11,St. Louis,5373000.0,5.373,2.642,0.967,3.018
131,11,Wood River,594000.0,0.594,3.3,0.0,5.147
132,12,Cape Girardeau,963000.0,0.963,2.744,0.028,6.016
133,12,Evansville,1017000.0,1.017,3.531,0.0,5.603
134,12,Greenville,828000.0,0.828,1.804,0.025,7.178
135,12,Jonesboro,1656000.0,1.656,1.082,2.835,3.944
136,12,Little Rock,3177000.0,3.177,3.209,0.0,5.752
137,12,Owensboro,882000.0,0.882,3.769,0.024,4.971
138,12,Paducah,1026000.0,1.026,2.651,0.049,5.859
139,12,Princeton,423000.0,0.423,3.357,0.053,5.186
140,12,Robinson,558000.0,0.558,2.818,0.007,7.043
141,12,St. Louis,5373000.0,5.373,2.642,0.955,3.101
142,12,Wood River,594000.0,0.594,3.3,0.0,5.645
143,13,Cape Girardeau,909000.0,0.909,2.59,0.012,6.321
144,13,Evansville,1044000.0,1.044,3.625,0.0,5.583
145,13,Greenville,837000.0,0.837,1.824,0.031,6.896
146,13,Jonesboro,1629000.0,1.629,1.097,2.941,3.93
147,13,Little Rock,3168000.0,3.168,3.2,0.001,5.702
148,13,Owensboro,801000.0,0.801,3.423,0.026,5.236
149,13,Paducah,1071000.0,1.071,2.767,0.056,5.837
150,13,Princeton,441000.0,0.441,3.5,0.029,5.148
151,13,Robinson,522000.0,0.522,2.636,0.01,6.513
152,13,St. Louis,5427000.0,5.427,2.668,0.944,3.132
153,13,Wood River,675000.0,0.675,3.75,0.0,5.43
154,14,Cape Girardeau,1008000.0,1.008,2.872,0.023,6.045
155,14,Evansville,972000.0,0.972,3.375,0.0,4.994
156,14,Greenville,828000.0,0.828,1.804,0.049,6.579
157,14,Jonesboro,1584000.0,1.584,1.073,2.875,3.95
158,14,Little Rock,3114000.0,3.114,3.145,0.0,5.718
159,14,Owensboro,873000.0,0.873,3.731,0.014,5.031
160,14,Paducah,1080000.0,1.08,2.791,0.042,6.182
161,14,Princeton,432000.0,0.432,3.429,0.035,4.705
162,14,Robinson,558000.0,0.558,2.818,0.016,6.477
163,14,St. Louis,5571000.0,5.571,2.739,0.958,3.166
164,14,Wood River,684000.0,0.684,3.8,0.0,6.032
165,15,Cape Girardeau,936000.0,0.936,2.667,0.03,6.386
166,15,Evansville,972000.0,0.972,3.375,0.0,5.235
167,15,Greenville,810000.0,0.81,1.765,0.025,6.514
168,15,Jonesboro,1620000.0,1.62,1.065,2.888,4.19
169,15,Little Rock,3114000.0,3.114,3.145,0.0,5.673
170,15,Owensboro,819000.0,0.819,3.5,0.025,5.032
171,15,Paducah,1161000.0,1.161,3.0,0.025,6.077
172,15,Princeton,405000.0,0.405,3.214,0.039,5.147
173,15,Robinson,477000.0,0.477,2.409,0.009,5.685
174,15,St. Louis,5481000.0,5.481,2.695,1.017,2.957
175,15,Wood River,675000.0,0.675,3.75,0.0,5.193
176,16,Cape Girardeau,936000.0,0.936,2.667,0.028,6.412
177,16,Evansville,981000.0,0.981,3.406,0.0,5.654
178,16,Greenville,828000.0,0.828,1.804,0.019,6.951
179,16,Jonesboro,1647000.0,1.647,1.07,2.724,4.106
180,16,Little Rock,3069000.0,3.069,3.1,0.0,5.644
181,16,Owensboro,819000.0,0.819,3.5,0.02,5.16
182,16,Paducah,999000.0,0.999,2.581,0.038,6.304
183,16,Princeton,432000.0,0.432,3.429,0.044,5.166
184,16,Robinson,495000.0,0.495,2.5,0.002,6.171
185,16,St. Louis,5508000.0,5.508,2.708,1.013,3.062
186,16,Wood River,630000.0,0.63,3.5,0.0,5.116
187,17,Cape Girardeau,945000.0,0.945,2.692,0.023,6.026
188,17,Evansville,972000.0,0.972,3.375,0.0,5.373
189,17,Greenville,873000.0,0.873,1.902,0.022,7.018
190,17,Jonesboro,1611000.0,1.611,1.059,2.883,4.079
191,17,Little Rock,3060000.0,3.06,3.091,0.0,5.634
192,17,Owensboro,819000.0,0.819,3.5,0.02,4.97
193,17,Paducah,1071000.0,1.071,2.767,0.041,6.006
194,17,Princeton,423000.0,0.423,3.357,0.047,5.104
195,17,Robinson,531000.0,0.531,2.682,0.008,6.318
196,17,St. Louis,5391000.0,5.391,2.65,0.971,3.033
197,17,Wood River,630000.0,0.63,3.5,0.0,4.921
198,18,Cape Girardeau,864000.0,0.864,2.462,0.024,5.88
199,18,Evansville,1008000.0,1.008,3.5,0.0,5.574
200,18,Greenville,855000.0,0.855,1.863,0.025,6.758
201,18,Jonesboro,1629000.0,1.629,1.071,2.936,3.953
202,18,Little Rock,3204000.0,3.204,3.236,0.0,5.836
203,18,Owensboro,828000.0,0.828,3.538,0.034,4.737
