,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
233,21,Greenville,765000.0,0.765,1.667,0.478,4.537
234,21,Jonesboro,1008000.0,1.008,1.009,4.461,2.699
235,21,Little Rock,3132000.0,3.132,3.164,0.001,3.918
236,21,Owensboro,846000.0,0.846,3.615,0.021,3.101
237,21,Paducah,684000.0,0.684,1.767,1.11,2.598
238,21,Princeton,324000.0,0.324,2.571,0.146,2.806
239,21,Robinson,513000.0,0.513,2.591,0.009,4.093
240,21,St. Louis,3411000.0,3.411,1.715,2.092,1.311
241,21,Wood River,621000.0,0.621,3.45,0.0,3.863
242,22,Cape Girardeau,909000.0,0.909,2.59,0.144,4.262
243,22,Evansville,972000.0,0.972,3.375,0.0,3.437
244,22,Greenville,765000.0,0.765,1.667,0.761,3.83
245,22,Jonesboro,990000.0,0.99,1.019,4.219,2.719
246,22,Little Rock,3024000.0,3.024,3.055,0.003,3.8
247,22,Owensboro,846000.0,0.846,3.615,0.017,3.94
248,22,Paducah,693000.0,0.693,1.791,1.211,2.429
249,22,Princeton,333000.0,0.333,2.643,0.254,2.801
250,22,Robinson,477000.0,0.477,2.409,0.017,4.034
251,22,St. Louis,3465000.0,3.465,1.742,1.988,1.361
252,22,Wood River,585000.0,0.585,3.25,0.0,3.77
253,23,Cape Girardeau,972000.0,0.972,2.769,0.147,4.152
254,23,Evansville,810000.0,0.81,2.813,0.0,3.184
255,23,Greenville,783000.0,0.783,1.706,0.482,4.505
256,23,Jonesboro,1035000.0,1.035,1.009,3.995,2.58
257,23,Little Rock,3069000.0,3.069,3.1,0.003,3.894
258,23,Owensboro,855000.0,0.855,3.654,0.016,3.421
259,23,Paducah,657000.0,0.657,1.698,1.117,2.751
260,23,Princeton,333000.0,0.333,2.643,0.243,2.769
261,23,Robinson,504000.0,0.504,2.545,0.026,4.079
262,23,St. Louis,3411000.0,3.411,1.723,2.069,1.357
