,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
136,12,Little Rock,3591000.0,3.591,3.627,0.0,6.436
137,12,Owensboro,999000.0,0.999,4.269,0.016,6.219
138,12,Paducah,918000.0,0.918,2.372,0.957,4.976
139,12,Princeton,432000.0,0.432,3.429,0.108,4.919
140,12,Robinson,594000.0,0.594,3.0,0.006,7.172
141,12,St. Louis,4536000.0,4.536,2.23,2.221,2.631
142,12,Wood River,774000.0,0.774,4.3,0.0,6.921
143,13,Cape Girardeau,1071000.0,1.071,3.051,0.097,7.052
144,13,Evansville,1098000.0,1.098,3.813,0.0,5.991
145,13,Greenville,927000.0,0.927,2.02,0.077,8.315
146,13,Jonesboro,1314000.0,1.314,1.035,5.44,3.9
147,13,Little Rock,3465000.0,3.465,3.5,0.0,6.688
148,13,Owensboro,1017000.0,1.017,4.346,0.024,5.856
149,13,Paducah,954000.0,0.954,2.465,0.697,5.622
150,13,Princeton,441000.0,0.441,3.5,0.096,5.51
151,13,Robinson,621000.0,0.621,3.136,0.015,7.617
152,13,St. Louis,4662000.0,4.662,2.292,2.251,2.516
153,13,Wood River,810000.0,0.81,4.5,0.0,6.458
154,14,Cape Girardeau,1089000.0,1.089,3.103,0.086,7.333
155,14,Evansville,1143000.0,1.143,3.969,0.0,5.823
156,14,Greenville,1044000.0,1.044,2.275,0.126,8.107
157,14,Jonesboro,1350000.0,1.35,1.02,5.314,3.939
158,14,Little Rock,3600000.0,3.6,3.636,0.001,6.324
159,14,Owensboro,981000.0,0.981,4.192,0.022,6.162
160,14,Paducah,882000.0,0.882,2.279,0.967,5.088
161,14,Princeton,432000.0,0.432,3.429,0.048,5.12
162,14,Robinson,630000.0,0.63,3.182,0.01,7.044
163,14,St. Louis,4581000.0,4.581,2.252,2.251,2.574
164,14,Wood River,783000.0,0.783,4.35,0.0,6.77
165,15,Cape Girardeau,1062000.0,1.062,3.026,0.073,7.464
166,15,Evansville,1125000.0,1.125,3.906,0.0,6.225
167,15,Greenville,945000.0,0.945,2.059,0.118,8.088
168,15,Jonesboro,1332000.0,1.332,1.028,5.764,4.022
169,15,Little Rock,3573000.0,3.573,3.609,0.0,6.667
170,15,Owensboro,1071000.0,1.071,4.577,0.019,5.967
171,15,Paducah,864000.0,0.864,2.233,0.874,5.213
172,15,Princeton,468000.0,0.468,3.714,0.078,5.285
173,15,Robinson,630000.0,0.63,3.182,0.009,7.112
174,15,St. Louis,4599000.0,4.599,2.261,2.209,2.689
175,15,Wood River,792000.0,0.792,4.4,0.0,6.548
176,16,Cape Girardeau,1080000.0,1.08,3.077,0.087,7.189
177,16,Evansville,1107000.0,1.107,3.844,0.0,5.225
178,16,Greenville,990000.0,0.99,2.157,0.087,8.646
179,16,Jonesboro,1260000.0,1.26,1.007,5.581,4.073
180,16,Little Rock,3474000.0,3.474,3.509,0.001,6.661
181,16,Owensboro,1008000.0,1.008,4.308,0.019,6.472
182,16,Paducah,909000.0,0.909,2.349,0.739,5.495
183,16,Princeton,432000.0,0.432,3.429,0.071,5.022
184,16,Robinson,657000.0,0.657,3.318,0.005,7.818
185,16,St. Louis,4617000.0,4.617,2.27,2.207,2.637
186,16,Wood River,810000.0,0.81,4.5,0.0,6.538
187,17,Cape Girardeau,1062000.0,1.062,3.026,0.088,6.81
188,17,Evansville,1071000.0,1.071,3.719,0.0,5.991
189,17,Greenville,981000.0,0.981,2.137,0.108,8.575
190,17,Jonesboro,1305000.0,1.305,1.021,5.368,3.918
191,17,Little Rock,3564000.0,3.564,3.6,0.001,6.716
192,17,Owensboro,1017000.0,1.017,4.346,0.013,6.549
193,17,Paducah,873000.0,0.873,2.256,0.924,5.197
194,17,Princeton,432000.0,0.432,3.429,0.086,5.01
195,17,Robinson,621000.0,0.621,3.136,0.005,7.295
196,17,St. Louis,4536000.0,4.536,2.23,2.253,2.548
197,17,Wood River,756000.0,0.756,4.2,0.0,6.739
198,18,Cape Girardeau,1044000.0,1.044,2.974,0.074,7.567
199,18,Evansville,1134000.0,1.134,3.938,0.0,5.807
200,18,Greenville,999000.0,0.999,2.176,0.114,8.245
201,18,Jonesboro,1296000.0,1.296,1.0,5.266,3.847
202,18,Little Rock,3546000.0,3.546,3.582,0.001,6.749
203,18,Owensboro,1035000.0,1.035,4.423,0.02,6.17
204,18,Paducah,936000.0,0.936,2.419,0.91,5.085
205,18,Princeton,468000.0,0.468,3.714,0.051,5.675
206,18,Robinson,666000.0,0.666,3.364,0.005,8.005
207,18,St. Louis,4581000.0,4.581,2.252,2.22,2.613
208,18,Wood River,801000.0,0.801,4.45,0.0,6.1
209,19,Cape Girardeau,1080000.0,1.08,3.077,0.094,7.444
210,19,Evansville,1089000.0,1.089,3.781,0.0,6.095
211,19,Greenville,927000.0,0.927,2.02,0.141,8.599
212,19,Jonesboro,1314000.0,1.314,1.007,5.275,3.957
213,19,Little Rock,3555000.0,3.555,3.591,0.0,6.397
214,19,Owensboro,1035000.0,1.035,4.423,0.018,6.384
215,19,Paducah,927000.0,0.927,2.395,0.908,5.039
216,19,Princeton,486000.0,0.486,3.857,0.053,5.415
217,19,Robinson,630000.0,0.63,3.182,0.003,7.382
218,19,St. Louis,4590000.0,4.59,2.257,2.221,2.621
219,19,Wood River,783000.0,0.783,4.35,0.0,6.479
220,20,Cape Girardeau,1116000.0,1.116,3.179,0.084,7.217
221,20,Evansville,1107000.0,1.107,3.844,0.0,6.076
222,20,Greenville,954000.0,0.954,2.078,0.148,7.87
223,20,Jonesboro,1323000.0,1.323,1.043,5.574,3.897
224,20,Little Rock,3609000.0,3.609,3.645,0.001,6.644
225,20,Owensboro,1053000.0,1.053,4.5,0.017,6.4
226,20,Paducah,918000.0,0.918,2.372,0.766,5.397
227,20,Princeton,459000.0,0.459,3.643,0.122,5.218
228,20,Robinson,648000.0,0.648,3.273,0.002,7.706
229,20,St. Louis,4545000.0,4.545,2.235,2.163,2.664
230,20,Wood River,783000.0,0.783,4.35,0.0,6.686
231,21,Cape Girardeau,1071000.0,1.071,3.051,0.099,6.85
232,21,Evansville,1161000.0,1.161,4.031,0.0,5.827
233,21,Greenville,918000.0,0.918,2.0,0.083,8.418
234,21,Jonesboro,1332000.0,1.332,1.007,5.494,3.983
235,21,Little Rock,3564000.0,3.564,3.6,0.001,6.495
236,21,Owensboro,1035000.0,1.035,4.423,0.017,6.106
237,21,Paducah,918000.0,0.918,2.372,0.799,5.414
238,21,Princeton,468000.0,0.468,3.714,0.053,5.461
239,21,Robinson,639000.0,0.639,3.227,0.007,7.9
240,21,St. Louis,4491000.0,4.491,2.208,2.255,2.627
241,21,Wood River,729000.0,0.729,4.05,0.0,6.641
242,22,Cape Girardeau,1062000.0,1.062,3.026,0.119,7.065
243,22,Evansville,1152000.0,1.152,4.0,0.0,5.834
244,22,Greenville,927000.0,0.927,2.02,0.217,7.821
245,22,Jonesboro,1350000.0,1.35,1.014,5.347,3.893
246,22,Little Rock,3501000.0,3.501,3.536,0.001,6.504
247,22,Owensboro,1107000.0,1.107,4.731,0.009,6.176
248,22,Paducah,891000.0,0.891,2.302,0.788,5.683
249,22,Princeton,441000.0,0.441,3.5,0.059,5.657
250,22,Robinson,648000.0,0.648,3.273,0.005,7.635
251,22,St. Louis,4545000.0,4.545,2.235,2.229,2.63
252,22,Wood River,792000.0,0.792,4.4,0.0,6.519
253,23,Cape Girardeau,1116000.0,1.116,3.179,0.124,7.118
254,23,Evansville,1197000.0,1.197,4.156,0.0,6.265
255,23,Greenville,981000.0,0.981,2.137,0.159,7.826
256,23,Jonesboro,1314000.0,1.314,1.014,5.48,4.182
257,23,Little Rock,3609000.0,3.609,3.645,0.001,6.5
258,23,Owensboro,1080000.0,1.08,4.615,0.015,6.344
259,23,Paducah,909000.0,0.909,2.349,0.868,5.218
260,23,Princeton,441000.0,0.441,3.5,0.105,5.127
261,23,Robinson,621000.0,0.621,3.136,0.009,7.109
262,23,St. Louis,4518000.0,4.518,2.221,2.256,2.538
263,23,Wood River,810000.0,0.81,4.5,0.0,6.842
264,24,Cape Girardeau,1089000.0,1.089,3.103,0.1,7.287
265,24,Evansville,1116000.0,1.116,3.875,0.0,5.944
266,24,Greenville,981000.0,0.981,2.137,0.105,8.134
267,24,Jonesboro,1305000.0,1.305,1.021,5.486,4.104
268,24,Little Rock,3744000.0,3.744,3.782,0.0,6.79
269,24,Owensboro,1134000.0,1.134,4.846,0.011,6.03
270,24,Paducah,873000.0,0.873,2.256,0.877,5.225
271,24,Princeton,432000.0,0.432,3.429,0.042,5.568
272,24,Robinson,630000.0,0.63,3.182,0.006,7.709
273,24,St. Louis,4527000.0,4.527,2.226,2.233,2.57
274,24,Wood River,765000.0,0.765,4.25,0.0,6.556
275,25,Cape Girardeau,1143000.0,1.143,3.256,0.088,7.178
276,25,Evansville,1188000.0,1.188,4.125,0.0,6.216
277,25,Greenville,999000.0,0.999,2.176,0.124,7.884
278,25,Jonesboro,1287000.0,1.287,1.0,5.477,4.005
279,25,Little Rock,3582000.0,3.582,3.618,0.001,6.547
280,25,Owensboro,936000.0,0.936,4.0,0.014,6.324
281,25,Paducah,927000.0,0.927,2.395,0.941,5.13
282,25,Princeton,441000.0,0.441,3.5,0.157,4.95
283,25,Robinson,639000.0,0.639,3.227,0.001,7.616
