,Iteration,Gates,Bays,Station_Dist,Truck_Speed,Flow,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time,Gate_Time,Bay_Time,Truck_HoS,Fleet
14440,6,1,14,100,65,855000.0,1.9,1.615,2.832,7,35,14,50
14441,6,1,14,100,75,819000.0,1.82,1.708,2.47,7,35,14,50
14442,7,1,14,100,25,765000.0,1.7,0.658,5.323,7,35,14,50
14443,7,1,14,100,35,828000.0,1.84,1.046,4.644,7,35,14,50
14444,7,1,14,100,45,864000.0,1.92,1.272,3.972,7,35,14,50
14445,7,1,14,100,55,873000.0,1.94,1.462,3.261,7,35,14,50
14446,7,1,14,100,65,873000.0,1.94,1.814,2.806,7,35,14,50
14447,7,1,14,100,75,864000.0,1.92,1.841,2.421,7,35,14,50
14448,8,1,14,100,25,792000.0,1.76,0.47,5.551,7,35,14,50
14449,8,1,14,100,35,774000.0,1.72,1.107,4.482,7,35,14,50
14450,8,1,14,100,45,828000.0,1.84,1.348,3.913,7,35,14,50
14451,8,1,14,100,55,846000.0,1.88,1.441,3.235,7,35,14,50
14452,8,1,14,100,65,837000.0,1.86,1.586,2.721,7,35,14,50
14453,8,1,14,100,75,855000.0,1.9,1.734,2.584,7,35,14,50
14454,9,1,14,100,25,792000.0,1.76,0.596,5.618,7,35,14,50
14455,9,1,14,100,35,882000.0,1.96,0.953,4.723,7,35,14,50
14456,9,1,14,100,45,801000.0,1.78,1.355,3.444,7,35,14,50
14457,9,1,14,100,55,891000.0,1.98,1.482,3.343,7,35,14,50
14458,9,1,14,100,65,891000.0,1.98,1.634,2.824,7,35,14,50
14459,9,1,14,100,75,900000.0,2.0,1.903,2.538,7,35,14,50
14460,10,1,14,100,25,783000.0,1.74,0.617,6.005,7,35,14,50
14461,10,1,14,100,35,774000.0,1.72,1.126,4.323,7,35,14,50
14462,10,1,14,100,45,873000.0,1.94,1.374,3.811,7,35,14,50
14463,10,1,14,100,55,855000.0,1.9,1.534,3.117,7,35,14,50
14464,10,1,14,100,65,873000.0,1.94,1.668,2.726,7,35,14,50
14465,10,1,14,100,75,900000.0,2.0,1.704,2.517,7,35,14,50
14466,11,1,14,100,25,747000.0,1.66,0.5,5.922,7,35,14,50
14467,11,1,14,100,35,855000.0,1.9,0.859,4.908,7,35,14,50
14468,11,1,14,100,45,792000.0,1.76,1.316,3.752,7,35,14,50
14469,11,1,14,100,55,864000.0,1.92,1.419,3.222,7,35,14,50
14470,11,1,14,100,65,900000.0,2.0,1.611,2.85,7,35,14,50
14471,11,1,14,100,75,900000.0,2.0,1.729,2.468,7,35,14,50
14472,12,1,14,100,25,756000.0,1.68,0.31,6.299,7,35,14,50
14473,12,1,14,100,35,774000.0,1.72,0.789,4.801,7,35,14,50
14474,12,1,14,100,45,819000.0,1.82,1.221,4.249,7,35,14,50
14475,12,1,14,100,55,864000.0,1.92,1.484,3.622,7,35,14,50
14476,12,1,14,100,65,819000.0,1.82,1.454,3.067,7,35,14,50
14477,12,1,14,100,75,891000.0,1.98,1.818,2.74,7,35,14,50
14478,13,1,14,100,25,738000.0,1.64,0.511,5.567,7,35,14,50
14479,13,1,14,100,35,846000.0,1.88,0.824,5.07,7,35,14,50
14480,13,1,14,100,45,810000.0,1.8,1.155,3.985,7,35,14,50
14481,13,1,14,100,55,846000.0,1.88,1.485,3.37,7,35,14,50
14482,13,1,14,100,65,828000.0,1.84,1.586,2.904,7,35,14,50
14483,13,1,14,100,75,873000.0,1.94,1.695,2.53,7,35,14,50
14484,14,1,14,100,25,729000.0,1.62,0.324,6.637,7,35,14,50
14485,14,1,14,100,35,774000.0,1.72,0.782,5.102,7,35,14,50
14486,14,1,14,100,45,855000.0,1.9,1.067,4.339,7,35,14,50
14487,14,1,14,100,55,855000.0,1.9,1.369,3.707,7,35,14,50
14488,14,1,14,100,65,891000.0,1.98,1.476,3.272,7,35,14,50
14489,14,1,14,100,75,882000.0,1.96,1.603,2.823,7,35,14,50
14490,15,1,14,100,25,738000.0,1.64,0.524,5.225,7,35,14,50
14491,15,1,14,100,35,765000.0,1.7,1.016,4.394,7,35,14,50
14492,15,1,14,100,45,846000.0,1.88,1.373,3.816,7,35,14,50
14493,15,1,14,100,55,846000.0,1.88,1.515,3.22,7,35,14,50
14494,15,1,14,100,65,819000.0,1.82,1.659,2.649,7,35,14,50
14495,15,1,14,100,75,864000.0,1.92,1.778,2.425,7,35,14,50
14496,16,1,14,100,25,819000.0,1.82,0.468,5.609,7,35,14,50
14497,16,1,14,100,35,855000.0,1.9,0.987,4.628,7,35,14,50
14498,16,1,14,100,45,864000.0,1.92,1.261,3.883,7,35,14,50
14499,16,1,14,100,55,864000.0,1.92,1.577,3.202,7,35,14,50
14500,16,1,14,100,65,855000.0,1.9,1.686,2.7,7,35,14,50
14501,16,1,14,100,75,882000.0,1.96,1.766,2.498,7,35,14,50
14502,17,1,14,100,25,729000.0,1.62,0.361,5.734,7,35,14,50
14503,17,1,14,100,35,765000.0,1.7,0.852,4.755,7,35,14,50
14504,17,1,14,100,45,810000.0,1.8,1.199,4.305,7,35,14,50
14505,17,1,14,100,55,855000.0,1.9,1.355,3.557,7,35,14,50
14506,17,1,14,100,65,882000.0,1.96,1.593,3.116,7,35,14,50
14507,17,1,14,100,75,828000.0,1.84,1.602,2.608,7,35,14,50
14508,18,1,14,100,25,801000.0,1.78,0.436,6.057,7,35,14,50
14509,18,1,14,100,35,828000.0,1.84,0.938,4.837,7,35,14,50
14510,18,1,14,100,45,855000.0,1.9,1.306,3.955,7,35,14,50
14511,18,1,14,100,55,855000.0,1.9,1.481,3.305,7,35,14,50
14512,18,1,14,100,65,864000.0,1.92,1.65,2.912,7,35,14,50
14513,18,1,14,100,75,855000.0,1.9,1.658,2.468,7,35,14,50
14514,19,1,14,100,25,756000.0,1.68,0.345,6.22,7,35,14,50
14515,19,1,14,100,35,810000.0,1.8,0.811,5.105,7,35,14,50
14516,19,1,14,100,45,819000.0,1.82,1.143,4.044,7,35,14,50
14517,19,1,14,100,55,846000.0,1.88,1.336,3.632,7,35,14,50
14518,19,1,14,100,65,810000.0,1.8,1.677,2.827,7,35,14,50
14519,19,1,14,100,75,837000.0,1.86,1.698,2.588,7,35,14,50
14520,20,1,14,100,25,756000.0,1.68,0.538,5.687,7,35,14,50
14521,20,1,14,100,35,828000.0,1.84,1.092,4.734,7,35,14,50
14522,20,1,14,100,45,828000.0,1.84,1.249,3.644,7,35,14,50
14523,20,1,14,100,55,855000.0,1.9,1.44,3.195,7,35,14,50
14524,20,1,14,100,65,873000.0,1.94,1.63,2.82,7,35,14,50
14525,20,1,14,100,75,846000.0,1.88,1.817,2.409,7,35,14,50
14526,21,1,14,100,25,765000.0,1.7,0.64,5.205,7,35,14,50
14527,21,1,14,100,35,846000.0,1.88,1.115,4.401,7,35,14,50
14528,21,1,14,100,45,837000.0,1.86,1.352,3.487,7,35,14,50
14529,21,1,14,100,55,855000.0,1.9,1.735,2.868,7,35,14,50
14530,21,1,14,100,65,882000.0,1.96,1.625,2.563,7,35,14,50
14531,21,1,14,100,75,864000.0,1.92,1.821,2.215,7,35,14,50
14532,22,1,14,100,25,729000.0,1.62,0.621,5.476,7,35,14,50
14533,22,1,14,100,35,801000.0,1.78,1.093,4.551,7,35,14,50
14534,22,1,14,100,45,801000.0,1.78,1.327,3.778,7,35,14,50
14535,22,1,14,100,55,846000.0,1.88,1.57,3.279,7,35,14,50
14536,22,1,14,100,65,882000.0,1.96,1.495,2.961,7,35,14,50
14537,22,1,14,100,75,864000.0,1.92,1.713,2.525,7,35,14,50
14538,23,1,14,100,25,783000.0,1.74,0.802,5.275,7,35,14,50
14539,23,1,14,100,35,774000.0,1.72,1.24,3.829,7,35,14,50
14540,23,1,14,100,45,846000.0,1.88,1.376,3.404,7,35,14,50
14541,23,1,14,100,55,864000.0,1.92,1.633,2.872,7,35,14,50
14542,23,1,14,100,65,846000.0,1.88,1.712,2.556,7,35,14,50
14543,23,1,14,100,75,882000.0,1.96,1.743,2.376,7,35,14,50
14544,24,1,14,100,25,738000.0,1.64,0.43,6.219,7,35,14,50
14545,24,1,14,100,35,837000.0,1.86,0.824,4.967,7,35,14,50
14546,24,1,14,100,45,837000.0,1.86,1.162,3.989,7,35,14,50
14547,24,1,14,100,55,891000.0,1.98,1.448,3.531,7,35,14,50
14548,24,1,14,100,65,873000.0,1.94,1.573,3.024,7,35,14,50
14549,24,1,14,100,75,855000.0,1.9,1.659,2.593,7,35,14,50
14550,25,1,14,100,25,738000.0,1.64,0.537,5.884,7,35,14,50
14551,25,1,14,100,35,819000.0,1.82,0.956,4.747,7,35,14,50
14552,25,1,14,100,45,828000.0,1.84,1.307,3.897,7,35,14,50
14553,25,1,14,100,55,837000.0,1.86,1.442,3.357,7,35,14,50
14554,25,1,14,100,65,864000.0,1.92,1.59,2.906,7,35,14,50
14555,25,1,14,100,75,900000.0,2.0,1.72,2.624,7,35,14,50
14556,26,1,14,100,25,729000.0,1.62,0.445,5.771,7,35,14,50
14557,26,1,14,100,35,765000.0,1.7,0.937,4.805,7,35,14,50
14558,26,1,14,100,45,765000.0,1.7,1.31,3.891,7,35,14,50
14559,26,1,14,100,55,864000.0,1.92,1.654,3.363,7,35,14,50
14560,26,1,14,100,65,873000.0,1.94,1.67,2.913,7,35,14,50
14561,26,1,14,100,75,900000.0,2.0,1.752,2.666,7,35,14,50
14562,27,1,14,100,25,756000.0,1.68,0.423,6.118,7,35,14,50
14563,27,1,14,100,35,846000.0,1.88,0.852,4.922,7,35,14,50
14564,27,1,14,100,45,846000.0,1.88,1.223,4.09,7,35,14,50
14565,27,1,14,100,55,846000.0,1.88,1.49,3.425,7,35,14,50
14566,27,1,14,100,65,891000.0,1.98,1.566,3.087,7,35,14,50
14567,27,1,14,100,75,837000.0,1.86,1.826,2.551,7,35,14,50
14568,28,1,14,100,25,738000.0,1.64,0.513,5.797,7,35,14,50
14569,28,1,14,100,35,756000.0,1.68,0.992,4.517,7,35,14,50
14570,28,1,14,100,45,846000.0,1.88,1.231,4.195,7,35,14,50
14571,28,1,14,100,55,873000.0,1.94,1.559,3.632,7,35,14,50
14572,28,1,14,100,65,873000.0,1.94,1.578,3.037,7,35,14,50
14573,28,1,14,100,75,864000.0,1.92,1.672,2.636,7,35,14,50
14574,29,1,14,100,25,747000.0,1.66,0.462,5.911,7,35,14,50
14575,29,1,14,100,35,801000.0,1.78,0.935,4.56,7,35,14,50
14576,29,1,14,100,45,855000.0,1.9,1.22,3.993,7,35,14,50
14577,29,1,14,100,55,810000.0,1.8,1.385,3.131,7,35,14,50
14578,29,1,14,100,65,882000.0,1.96,1.618,3.009,7,35,14,50
14579,29,1,14,100,75,855000.0,1.9,1.803,2.444,7,35,14,50
14580,0,1,14,150,25,639000.0,1.42,0.259,6.389,7,35,14,50
14581,0,1,14,150,35,684000.0,1.52,0.499,5.582,7,35,14,50
14582,0,1,14,150,45,801000.0,1.78,0.759,5.298,7,35,14,50
14583,0,1,14,150,55,819000.0,1.82,1.002,4.436,7,35,14,50
14584,0,1,14,150,65,747000.0,1.66,1.253,3.65,7,35,14,50
14585,0,1,14,150,75,864000.0,1.92,1.436,3.443,7,35,14,50
14586,1,1,14,150,25,657000.0,1.46,0.337,5.848,7,35,14,50
14587,1,1,14,150,35,738000.0,1.64,0.489,5.63,7,35,14,50
14588,1,1,14,150,45,819000.0,1.82,0.903,4.995,7,35,14,50
14589,1,1,14,150,55,756000.0,1.68,1.165,4.072,7,35,14,50
14590,1,1,14,150,65,837000.0,1.86,1.249,4.054,7,35,14,50
14591,1,1,14,150,75,855000.0,1.9,1.463,3.588,7,35,14,50
14592,2,1,14,150,25,567000.0,1.26,0.3,5.797,7,35,14,50
14593,2,1,14,150,35,720000.0,1.6,0.354,5.609,7,35,14,50
14594,2,1,14,150,45,756000.0,1.68,0.665,5.125,7,35,14,50
14595,2,1,14,150,55,828000.0,1.84,1.0,4.788,7,35,14,50
14596,2,1,14,150,65,855000.0,1.9,1.206,4.178,7,35,14,50
14597,2,1,14,150,75,837000.0,1.86,1.349,3.642,7,35,14,50
14598,3,1,14,150,25,675000.0,1.5,0.285,6.08,7,35,14,50
14599,3,1,14,150,35,765000.0,1.7,0.312,6.086,7,35,14,50
14600,3,1,14,150,45,801000.0,1.78,0.811,5.192,7,35,14,50
14601,3,1,14,150,55,810000.0,1.8,0.985,4.522,7,35,14,50
14602,3,1,14,150,65,828000.0,1.84,1.211,3.924,7,35,14,50
14603,3,1,14,150,75,855000.0,1.9,1.447,3.508,7,35,14,50
14604,4,1,14,150,25,612000.0,1.36,0.242,6.205,7,35,14,50
14605,4,1,14,150,35,711000.0,1.58,0.26,6.163,7,35,14,50
14606,4,1,14,150,45,801000.0,1.78,0.652,5.387,7,35,14,50
14607,4,1,14,150,55,801000.0,1.78,1.026,4.569,7,35,14,50
14608,4,1,14,150,65,810000.0,1.8,1.154,4.067,7,35,14,50
14609,4,1,14,150,75,846000.0,1.88,1.316,3.796,7,35,14,50
14610,5,1,14,150,25,603000.0,1.34,0.315,6.416,7,35,14,50
14611,5,1,14,150,35,774000.0,1.72,0.385,6.153,7,35,14,50
14612,5,1,14,150,45,810000.0,1.8,0.735,5.328,7,35,14,50
14613,5,1,14,150,55,810000.0,1.8,1.0,4.601,7,35,14,50
14614,5,1,14,150,65,855000.0,1.9,1.236,4.018,7,35,14,50
14615,5,1,14,150,75,891000.0,1.98,1.405,3.625,7,35,14,50
14616,6,1,14,150,25,594000.0,1.375,0.196,6.574,7,35,14,50
14617,6,1,14,150,35,729000.0,1.62,0.477,6.225,7,35,14,50
14618,6,1,14,150,45,801000.0,1.78,0.647,5.362,7,35,14,50
14619,6,1,14,150,55,819000.0,1.82,0.893,4.818,7,35,14,50
14620,6,1,14,150,65,828000.0,1.84,1.199,4.262,7,35,14,50
14621,6,1,14,150,75,828000.0,1.84,1.287,3.747,7,35,14,50
14622,7,1,14,150,25,603000.0,1.34,0.245,5.709,7,35,14,50
14623,7,1,14,150,35,747000.0,1.66,0.461,5.776,7,35,14,50
14624,7,1,14,150,45,747000.0,1.66,0.861,4.98,7,35,14,50
14625,7,1,14,150,55,873000.0,1.94,1.128,4.386,7,35,14,50
14626,7,1,14,150,65,882000.0,1.96,1.308,3.942,7,35,14,50
14627,7,1,14,150,75,837000.0,1.86,1.457,3.246,7,35,14,50
14628,8,1,14,150,25,657000.0,1.46,0.378,6.019,7,35,14,50
14629,8,1,14,150,35,720000.0,1.6,0.325,5.921,7,35,14,50
14630,8,1,14,150,45,801000.0,1.78,0.684,5.347,7,35,14,50
14631,8,1,14,150,55,837000.0,1.86,0.854,4.706,7,35,14,50
14632,8,1,14,150,65,846000.0,1.88,1.118,4.039,7,35,14,50
14633,8,1,14,150,75,873000.0,1.94,1.394,3.663,7,35,14,50
14634,9,1,14,150,25,621000.0,1.438,0.524,5.528,7,35,14,50
14635,9,1,14,150,35,756000.0,1.68,0.568,5.481,7,35,14,50
14636,9,1,14,150,45,792000.0,1.76,0.898,4.835,7,35,14,50
14637,9,1,14,150,55,783000.0,1.74,1.258,4.102,7,35,14,50
14638,9,1,14,150,65,846000.0,1.88,1.279,3.865,7,35,14,50
14639,9,1,14,150,75,846000.0,1.88,1.575,3.319,7,35,14,50
14640,10,1,14,150,25,657000.0,1.46,0.251,5.496,7,35,14,50
14641,10,1,14,150,35,675000.0,1.5,0.709,5.123,7,35,14,50
14642,10,1,14,150,45,693000.0,1.54,1.041,4.424,7,35,14,50
14643,10,1,14,150,55,783000.0,1.74,1.176,4.02,7,35,14,50
14644,10,1,14,150,65,855000.0,1.9,1.401,3.526,7,35,14,50
14645,10,1,14,150,75,855000.0,1.9,1.436,3.373,7,35,14,50
14646,11,1,14,150,25,558000.0,1.24,0.411,6.196,7,35,14,50
14647,11,1,14,150,35,693000.0,1.54,0.383,5.858,7,35,14,50
14648,11,1,14,150,45,783000.0,1.74,0.503,5.835,7,35,14,50
14649,11,1,14,150,55,846000.0,1.88,0.891,5.14,7,35,14,50
14650,11,1,14,150,65,792000.0,1.76,1.262,4.34,7,35,14,50
14651,11,1,14,150,75,873000.0,1.94,1.206,4.038,7,35,14,50
14652,12,1,14,150,25,621000.0,1.38,0.308,6.285,7,35,14,50
14653,12,1,14,150,35,702000.0,1.56,0.288,6.141,7,35,14,50
14654,12,1,14,150,45,756000.0,1.68,0.594,5.32,7,35,14,50
14655,12,1,14,150,55,783000.0,1.74,0.907,4.828,7,35,14,50
14656,12,1,14,150,65,855000.0,1.9,1.067,4.39,7,35,14,50
14657,12,1,14,150,75,846000.0,1.88,1.378,3.82,7,35,14,50
14658,13,1,14,150,25,648000.0,1.44,0.303,5.894,7,35,14,50
14659,13,1,14,150,35,783000.0,1.74,0.494,5.73,7,35,14,50
14660,13,1,14,150,45,783000.0,1.74,0.821,5.096,7,35,14,50
14661,13,1,14,150,55,801000.0,1.78,1.139,4.194,7,35,14,50
14662,13,1,14,150,65,873000.0,1.94,1.265,3.927,7,35,14,50
14663,13,1,14,150,75,828000.0,1.84,1.547,3.354,7,35,14,50
14664,14,1,14,150,25,648000.0,1.44,0.402,5.61,7,35,14,50
14665,14,1,14,150,35,747000.0,1.66,0.611,5.419,7,35,14,50
14666,14,1,14,150,45,792000.0,1.76,0.902,4.733,7,35,14,50
14667,14,1,14,150,55,837000.0,1.86,1.099,4.35,7,35,14,50
14668,14,1,14,150,65,837000.0,1.86,1.361,3.598,7,35,14,50
14669,14,1,14,150,75,864000.0,1.92,1.437,3.266,7,35,14,50
14670,15,1,14,150,25,621000.0,1.408,0.307,6.409,7,35,14,50
14671,15,1,14,150,35,720000.0,1.6,0.429,5.92,7,35,14,50
14672,15,1,14,150,45,819000.0,1.82,0.562,5.492,7,35,14,50
14673,15,1,14,150,55,810000.0,1.8,0.956,4.738,7,35,14,50
14674,15,1,14,150,65,828000.0,1.84,1.141,4.23,7,35,14,50
14675,15,1,14,150,75,864000.0,1.92,1.41,3.816,7,35,14,50
14676,16,1,14,150,25,603000.0,1.367,0.255,6.558,7,35,14,50
14677,16,1,14,150,35,720000.0,1.6,0.485,5.913,7,35,14,50
14678,16,1,14,150,45,801000.0,1.78,0.548,5.401,7,35,14,50
14679,16,1,14,150,55,810000.0,1.8,0.878,4.501,7,35,14,50
14680,16,1,14,150,65,801000.0,1.78,1.241,4.038,7,35,14,50
14681,16,1,14,150,75,873000.0,1.94,1.274,3.789,7,35,14,50
14682,17,1,14,150,25,585000.0,1.3,0.324,5.93,7,35,14,50
14683,17,1,14,150,35,711000.0,1.58,0.51,5.502,7,35,14,50
14684,17,1,14,150,45,774000.0,1.72,0.854,5.017,7,35,14,50
14685,17,1,14,150,55,774000.0,1.72,1.17,4.311,7,35,14,50
14686,17,1,14,150,65,828000.0,1.84,1.236,3.918,7,35,14,50
14687,17,1,14,150,75,873000.0,1.94,1.478,3.623,7,35,14,50
14688,18,1,14,150,25,612000.0,1.36,0.324,6.019,7,35,14,50
14689,18,1,14,150,35,720000.0,1.6,0.569,5.548,7,35,14,50
14690,18,1,14,150,45,765000.0,1.7,0.933,4.992,7,35,14,50
14691,18,1,14,150,55,765000.0,1.7,1.175,4.215,7,35,14,50
14692,18,1,14,150,65,837000.0,1.86,1.284,4.008,7,35,14,50
14693,18,1,14,150,75,801000.0,1.78,1.452,3.55,7,35,14,50
14694,19,1,14,150,25,594000.0,1.32,0.334,6.122,7,35,14,50
14695,19,1,14,150,35,783000.0,1.74,0.381,6.042,7,35,14,50
14696,19,1,14,150,45,783000.0,1.74,0.789,4.949,7,35,14,50
14697,19,1,14,150,55,864000.0,1.92,0.979,4.526,7,35,14,50
14698,19,1,14,150,65,873000.0,1.94,1.336,3.911,7,35,14,50
14699,19,1,14,150,75,873000.0,1.94,1.398,3.393,7,35,14,50
14700,20,1,14,150,25,621000.0,1.38,0.213,6.372,7,35,14,50
14701,20,1,14,150,35,774000.0,1.72,0.383,5.949,7,35,14,50
14702,20,1,14,150,45,801000.0,1.78,0.711,5.023,7,35,14,50
14703,20,1,14,150,55,855000.0,1.9,0.95,4.588,7,35,14,50
14704,20,1,14,150,65,783000.0,1.74,1.272,3.88,7,35,14,50
14705,20,1,14,150,75,837000.0,1.86,1.368,3.489,7,35,14,50
14706,21,1,14,150,25,657000.0,1.46,0.387,6.012,7,35,14,50
14707,21,1,14,150,35,783000.0,1.74,0.477,5.656,7,35,14,50
14708,21,1,14,150,45,837000.0,1.86,0.91,4.777,7,35,14,50
14709,21,1,14,150,55,810000.0,1.8,1.162,4.001,7,35,14,50
14710,21,1,14,150,65,828000.0,1.84,1.406,3.519,7,35,14,50
14711,21,1,14,150,75,828000.0,1.84,1.55,3.148,7,35,14,50
14712,22,1,14,150,25,621000.0,1.38,0.24,6.145,7,35,14,50
14713,22,1,14,150,35,711000.0,1.58,0.342,6.235,7,35,14,50
14714,22,1,14,150,45,864000.0,1.92,0.648,5.615,7,35,14,50
14715,22,1,14,150,55,810000.0,1.8,0.921,4.628,7,35,14,50
14716,22,1,14,150,65,882000.0,1.96,1.109,4.242,7,35,14,50
14717,22,1,14,150,75,855000.0,1.9,1.326,3.639,7,35,14,50
14718,23,1,14,150,25,657000.0,1.46,0.655,5.172,7,35,14,50
14719,23,1,14,150,35,765000.0,1.7,0.649,5.649,7,35,14,50
14720,23,1,14,150,45,774000.0,1.72,1.015,4.734,7,35,14,50
14721,23,1,14,150,55,774000.0,1.72,1.199,4.077,7,35,14,50
14722,23,1,14,150,65,819000.0,1.82,1.461,3.628,7,35,14,50
14723,23,1,14,150,75,828000.0,1.84,1.483,3.206,7,35,14,50
14724,24,1,14,150,25,639000.0,1.42,0.188,5.794,7,35,14,50
14725,24,1,14,150,35,747000.0,1.66,0.492,5.613,7,35,14,50
14726,24,1,14,150,45,765000.0,1.7,0.854,4.893,7,35,14,50
14727,24,1,14,150,55,765000.0,1.7,1.112,4.118,7,35,14,50
14728,24,1,14,150,65,774000.0,1.72,1.389,3.553,7,35,14,50
14729,24,1,14,150,75,855000.0,1.9,1.408,3.479,7,35,14,50
14730,25,1,14,150,25,603000.0,1.34,0.482,5.791,7,35,14,50
14731,25,1,14,150,35,738000.0,1.64,0.524,5.564,7,35,14,50
14732,25,1,14,150,45,783000.0,1.74,0.675,5.011,7,35,14,50
14733,25,1,14,150,55,828000.0,1.84,1.073,4.612,7,35,14,50
14734,25,1,14,150,65,810000.0,1.8,1.345,3.829,7,35,14,50
14735,25,1,14,150,75,837000.0,1.86,1.463,3.593,7,35,14,50
14736,26,1,14,150,25,567000.0,1.26,0.338,5.709,7,35,14,50
14737,26,1,14,150,35,756000.0,1.68,0.439,6.104,7,35,14,50
14738,26,1,14,150,45,792000.0,1.76,0.733,5.246,7,35,14,50
14739,26,1,14,150,55,792000.0,1.76,1.071,4.39,7,35,14,50
14740,26,1,14,150,65,810000.0,1.8,1.274,4.014,7,35,14,50
14741,26,1,14,150,75,855000.0,1.9,1.415,3.732,7,35,14,50
14742,27,1,14,150,25,621000.0,1.38,0.277,5.962,7,35,14,50
14743,27,1,14,150,35,738000.0,1.64,0.351,5.581,7,35,14,50
14744,27,1,14,150,45,792000.0,1.76,0.662,4.926,7,35,14,50
14745,27,1,14,150,55,819000.0,1.82,0.984,4.588,7,35,14,50
14746,27,1,14,150,65,846000.0,1.88,1.305,4.067,7,35,14,50
14747,27,1,14,150,75,855000.0,1.9,1.433,3.616,7,35,14,50
14748,28,1,14,150,25,576000.0,1.28,0.202,6.622,7,35,14,50
14749,28,1,14,150,35,756000.0,1.68,0.266,6.333,7,35,14,50
14750,28,1,14,150,45,792000.0,1.76,0.584,5.259,7,35,14,50
14751,28,1,14,150,55,810000.0,1.8,0.912,4.838,7,35,14,50
14752,28,1,14,150,65,801000.0,1.78,1.223,4.037,7,35,14,50
14753,28,1,14,150,75,828000.0,1.84,1.225,3.842,7,35,14,50
14754,29,1,14,150,25,576000.0,1.28,0.211,5.653,7,35,14,50
14755,29,1,14,150,35,792000.0,1.76,0.283,6.119,7,35,14,50
14756,29,1,14,150,45,810000.0,1.8,0.655,5.468,7,35,14,50
14757,29,1,14,150,55,837000.0,1.86,0.985,4.638,7,35,14,50
14758,29,1,14,150,65,864000.0,1.92,1.15,4.293,7,35,14,50
14759,29,1,14,150,75,864000.0,1.92,1.374,3.66,7,35,14,50
14760,0,1,14,200,25,513000.0,1.295,0.318,6.391,7,35,14,50
14761,0,1,14,200,35,612000.0,1.36,0.396,5.752,7,35,14,50
14762,0,1,14,200,45,684000.0,1.52,0.466,5.861,7,35,14,50
14763,0,1,14,200,55,792000.0,1.76,0.61,5.548,7,35,14,50
14764,0,1,14,200,65,810000.0,1.8,0.835,5.177,7,35,14,50
14765,0,1,14,200,75,837000.0,1.86,1.006,4.629,7,35,14,50
14766,1,1,14,200,25,540000.0,1.25,0.297,5.995,7,35,14,50
14767,1,1,14,200,35,693000.0,1.54,0.362,6.269,7,35,14,50
14768,1,1,14,200,45,774000.0,1.72,0.606,5.97,7,35,14,50
14769,1,1,14,200,55,774000.0,1.72,0.722,5.085,7,35,14,50
14770,1,1,14,200,65,774000.0,1.72,0.954,4.437,7,35,14,50
14771,1,1,14,200,75,864000.0,1.92,1.151,4.096,7,35,14,50
14772,2,1,14,200,25,531000.0,1.204,0.256,6.319,7,35,14,50
14773,2,1,14,200,35,603000.0,1.34,0.316,6.108,7,35,14,50
14774,2,1,14,200,45,702000.0,1.56,0.517,6.021,7,35,14,50
14775,2,1,14,200,55,774000.0,1.72,0.449,5.679,7,35,14,50
14776,2,1,14,200,65,792000.0,1.76,0.836,4.834,7,35,14,50
14777,2,1,14,200,75,810000.0,1.8,0.993,4.543,7,35,14,50
14778,3,1,14,200,25,531000.0,1.255,0.302,6.673,7,35,14,50
14779,3,1,14,200,35,612000.0,1.388,0.558,5.571,7,35,14,50
14780,3,1,14,200,45,684000.0,1.52,0.538,5.619,7,35,14,50
14781,3,1,14,200,55,765000.0,1.7,0.569,5.645,7,35,14,50
14782,3,1,14,200,65,801000.0,1.78,0.732,5.001,7,35,14,50
14783,3,1,14,200,75,819000.0,1.82,0.905,4.428,7,35,14,50
14784,4,1,14,200,25,522000.0,1.261,0.495,5.108,7,35,14,50
14785,4,1,14,200,35,666000.0,1.51,0.576,5.487,7,35,14,50
14786,4,1,14,200,45,711000.0,1.58,0.694,5.636,7,35,14,50
14787,4,1,14,200,55,792000.0,1.76,0.695,5.181,7,35,14,50
14788,4,1,14,200,65,855000.0,1.9,0.964,4.799,7,35,14,50
14789,4,1,14,200,75,783000.0,1.74,1.209,4.075,7,35,14,50
14790,5,1,14,200,25,603000.0,1.396,0.286,6.176,7,35,14,50
14791,5,1,14,200,35,648000.0,1.469,0.516,5.154,7,35,14,50
14792,5,1,14,200,45,783000.0,1.74,0.538,5.204,7,35,14,50
14793,5,1,14,200,55,801000.0,1.78,0.846,4.853,7,35,14,50
14794,5,1,14,200,65,783000.0,1.74,1.098,4.231,7,35,14,50
14795,5,1,14,200,75,819000.0,1.82,1.198,3.929,7,35,14,50
14796,6,1,14,200,25,513000.0,1.213,0.202,6.318,7,35,14,50
14797,6,1,14,200,35,612000.0,1.36,0.371,6.092,7,35,14,50
14798,6,1,14,200,45,702000.0,1.56,0.418,5.824,7,35,14,50
14799,6,1,14,200,55,729000.0,1.62,0.532,5.382,7,35,14,50
14800,6,1,14,200,65,711000.0,1.58,0.89,4.72,7,35,14,50
14801,6,1,14,200,75,774000.0,1.72,1.027,4.441,7,35,14,50
14802,7,1,14,200,25,504000.0,1.191,0.56,6.249,7,35,14,50
14803,7,1,14,200,35,657000.0,1.46,0.254,6.13,7,35,14,50
14804,7,1,14,200,45,747000.0,1.66,0.472,5.585,7,35,14,50
14805,7,1,14,200,55,792000.0,1.76,0.588,5.321,7,35,14,50
