,Iteration,Gates,Bays,Station_Dist,Truck_Speed,Flow,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time,Gate_Time,Bay_Time,Truck_HoS,Fleet
25500,20,2,9,150,25,567000.0,1.26,0.007,6.143,7,35,14,50
25501,20,2,9,150,35,765000.0,1.7,0.013,6.939,7,35,14,50
25502,20,2,9,150,45,900000.0,2.0,0.024,6.127,7,35,14,50
25503,20,2,9,150,55,1089000.0,2.42,0.047,6.269,7,35,14,50
25504,20,2,9,150,65,1080000.0,2.4,0.048,5.341,7,35,14,50
25505,20,2,9,150,75,1179000.0,2.62,0.052,5.268,7,35,14,50
25506,21,2,9,150,25,621000.0,1.38,0.012,6.415,7,35,14,50
25507,21,2,9,150,35,810000.0,1.8,0.039,5.99,7,35,14,50
25508,21,2,9,150,45,972000.0,2.16,0.036,6.344,7,35,14,50
25509,21,2,9,150,55,1080000.0,2.4,0.04,5.989,7,35,14,50
25510,21,2,9,150,65,1089000.0,2.42,0.068,5.345,7,35,14,50
25511,21,2,9,150,75,1251000.0,2.78,0.065,5.29,7,35,14,50
25512,22,2,9,150,25,639000.0,1.42,0.013,6.599,7,35,14,50
25513,22,2,9,150,35,747000.0,1.66,0.017,6.473,7,35,14,50
25514,22,2,9,150,45,873000.0,1.94,0.029,6.305,7,35,14,50
25515,22,2,9,150,55,981000.0,2.18,0.021,5.705,7,35,14,50
25516,22,2,9,150,65,1116000.0,2.48,0.06,5.52,7,35,14,50
25517,22,2,9,150,75,1179000.0,2.62,0.048,5.294,7,35,14,50
25518,23,2,9,150,25,630000.0,1.4,0.021,6.102,7,35,14,50
25519,23,2,9,150,35,882000.0,1.96,0.02,6.421,7,35,14,50
25520,23,2,9,150,45,990000.0,2.2,0.029,6.233,7,35,14,50
25521,23,2,9,150,55,1044000.0,2.32,0.052,5.565,7,35,14,50
25522,23,2,9,150,65,1170000.0,2.6,0.058,5.495,7,35,14,50
25523,23,2,9,150,75,1233000.0,2.74,0.084,5.025,7,35,14,50
25524,24,2,9,150,25,648000.0,1.44,0.011,6.822,7,35,14,50
25525,24,2,9,150,35,792000.0,1.76,0.015,6.407,7,35,14,50
25526,24,2,9,150,45,954000.0,2.12,0.032,6.304,7,35,14,50
25527,24,2,9,150,55,972000.0,2.16,0.074,5.466,7,35,14,50
25528,24,2,9,150,65,1170000.0,2.6,0.074,5.314,7,35,14,50
25529,24,2,9,150,75,1188000.0,2.64,0.081,4.768,7,35,14,50
25530,25,2,9,150,25,576000.0,1.28,0.011,6.492,7,35,14,50
25531,25,2,9,150,35,765000.0,1.7,0.044,6.47,7,35,14,50
25532,25,2,9,150,45,900000.0,2.0,0.05,6.13,7,35,14,50
25533,25,2,9,150,55,972000.0,2.16,0.034,5.999,7,35,14,50
25534,25,2,9,150,65,1107000.0,2.46,0.063,5.545,7,35,14,50
25535,25,2,9,150,75,1179000.0,2.62,0.057,5.177,7,35,14,50
25536,26,2,9,150,25,648000.0,1.44,0.018,6.89,7,35,14,50
25537,26,2,9,150,35,765000.0,1.7,0.008,6.468,7,35,14,50
25538,26,2,9,150,45,927000.0,2.06,0.025,6.067,7,35,14,50
25539,26,2,9,150,55,1026000.0,2.28,0.028,5.723,7,35,14,50
25540,26,2,9,150,65,1242000.0,2.76,0.064,5.601,7,35,14,50
25541,26,2,9,150,75,1269000.0,2.82,0.069,5.072,7,35,14,50
25542,27,2,9,150,25,657000.0,1.46,0.012,6.257,7,35,14,50
25543,27,2,9,150,35,792000.0,1.76,0.028,6.051,7,35,14,50
25544,27,2,9,150,45,945000.0,2.1,0.033,6.396,7,35,14,50
25545,27,2,9,150,55,1026000.0,2.28,0.034,5.594,7,35,14,50
25546,27,2,9,150,65,1134000.0,2.52,0.04,5.29,7,35,14,50
25547,27,2,9,150,75,1170000.0,2.6,0.07,4.929,7,35,14,50
25548,28,2,9,150,25,648000.0,1.44,0.012,6.255,7,35,14,50
25549,28,2,9,150,35,756000.0,1.68,0.013,6.25,7,35,14,50
25550,28,2,9,150,45,864000.0,1.92,0.053,6.228,7,35,14,50
25551,28,2,9,150,55,1026000.0,2.28,0.05,5.854,7,35,14,50
25552,28,2,9,150,65,1143000.0,2.54,0.063,5.488,7,35,14,50
25553,28,2,9,150,75,1188000.0,2.64,0.095,5.213,7,35,14,50
25554,29,2,9,150,25,729000.0,1.62,0.007,6.943,7,35,14,50
25555,29,2,9,150,35,792000.0,1.76,0.032,5.809,7,35,14,50
25556,29,2,9,150,45,963000.0,2.14,0.021,6.107,7,35,14,50
25557,29,2,9,150,55,1152000.0,2.56,0.041,5.758,7,35,14,50
25558,29,2,9,150,65,1134000.0,2.52,0.104,4.93,7,35,14,50
25559,29,2,9,150,75,1224000.0,2.72,0.086,4.974,7,35,14,50
25560,0,2,9,200,25,549000.0,1.245,0.016,6.341,7,35,14,50
25561,0,2,9,200,35,675000.0,1.5,0.008,6.677,7,35,14,50
25562,0,2,9,200,45,801000.0,1.78,0.018,6.25,7,35,14,50
25563,0,2,9,200,55,864000.0,1.92,0.028,6.115,7,35,14,50
25564,0,2,9,200,65,972000.0,2.16,0.023,5.922,7,35,14,50
25565,0,2,9,200,75,1044000.0,2.32,0.051,5.416,7,35,14,50
25566,1,2,9,200,25,558000.0,1.24,0.01,6.679,7,35,14,50
25567,1,2,9,200,35,657000.0,1.46,0.012,6.539,7,35,14,50
25568,1,2,9,200,45,729000.0,1.62,0.031,5.961,7,35,14,50
25569,1,2,9,200,55,837000.0,1.86,0.036,6.07,7,35,14,50
25570,1,2,9,200,65,954000.0,2.12,0.014,6.345,7,35,14,50
25571,1,2,9,200,75,1008000.0,2.24,0.058,6.044,7,35,14,50
25572,2,2,9,200,25,513000.0,1.213,0.023,6.221,7,35,14,50
25573,2,2,9,200,35,666000.0,1.48,0.009,6.652,7,35,14,50
25574,2,2,9,200,45,774000.0,1.72,0.025,6.194,7,35,14,50
25575,2,2,9,200,55,927000.0,2.06,0.034,6.344,7,35,14,50
25576,2,2,9,200,65,1026000.0,2.28,0.038,5.941,7,35,14,50
25577,2,2,9,200,75,1053000.0,2.34,0.049,5.772,7,35,14,50
25578,3,2,9,200,25,558000.0,1.24,0.012,6.474,7,35,14,50
25579,3,2,9,200,35,657000.0,1.46,0.014,6.187,7,35,14,50
25580,3,2,9,200,45,783000.0,1.74,0.024,7.067,7,35,14,50
25581,3,2,9,200,55,837000.0,1.86,0.011,6.526,7,35,14,50
25582,3,2,9,200,65,945000.0,2.1,0.029,6.102,7,35,14,50
25583,3,2,9,200,75,999000.0,2.22,0.032,5.867,7,35,14,50
25584,4,2,9,200,25,585000.0,1.3,0.019,6.724,7,35,14,50
25585,4,2,9,200,35,666000.0,1.48,0.028,6.321,7,35,14,50
25586,4,2,9,200,45,765000.0,1.7,0.016,6.39,7,35,14,50
25587,4,2,9,200,55,855000.0,1.9,0.031,5.9,7,35,14,50
25588,4,2,9,200,65,990000.0,2.2,0.026,6.18,7,35,14,50
25589,4,2,9,200,75,1080000.0,2.4,0.046,5.939,7,35,14,50
25590,5,2,9,200,25,558000.0,1.292,0.018,6.815,7,35,14,50
25591,5,2,9,200,35,648000.0,1.44,0.015,6.411,7,35,14,50
25592,5,2,9,200,45,774000.0,1.72,0.023,6.323,7,35,14,50
25593,5,2,9,200,55,918000.0,2.04,0.019,6.373,7,35,14,50
25594,5,2,9,200,65,972000.0,2.16,0.028,6.08,7,35,14,50
25595,5,2,9,200,75,1107000.0,2.46,0.044,5.843,7,35,14,50
25596,6,2,9,200,25,531000.0,1.229,0.005,6.254,7,35,14,50
25597,6,2,9,200,35,612000.0,1.36,0.016,6.295,7,35,14,50
25598,6,2,9,200,45,729000.0,1.62,0.009,6.559,7,35,14,50
25599,6,2,9,200,55,801000.0,1.78,0.035,5.851,7,35,14,50
25600,6,2,9,200,65,918000.0,2.04,0.018,6.241,7,35,14,50
25601,6,2,9,200,75,999000.0,2.22,0.021,5.976,7,35,14,50
25602,7,2,9,200,25,522000.0,1.261,0.016,6.547,7,35,14,50
25603,7,2,9,200,35,675000.0,1.5,0.015,6.218,7,35,14,50
25604,7,2,9,200,45,774000.0,1.72,0.02,6.812,7,35,14,50
25605,7,2,9,200,55,846000.0,1.88,0.035,6.23,7,35,14,50
25606,7,2,9,200,65,954000.0,2.12,0.041,6.195,7,35,14,50
25607,7,2,9,200,75,1008000.0,2.24,0.053,6.027,7,35,14,50
25608,8,2,9,200,25,513000.0,1.14,0.013,6.527,7,35,14,50
25609,8,2,9,200,35,603000.0,1.34,0.027,6.661,7,35,14,50
25610,8,2,9,200,45,711000.0,1.58,0.015,6.582,7,35,14,50
25611,8,2,9,200,55,828000.0,1.84,0.022,6.801,7,35,14,50
25612,8,2,9,200,65,990000.0,2.2,0.02,6.407,7,35,14,50
25613,8,2,9,200,75,1008000.0,2.24,0.048,5.678,7,35,14,50
25614,9,2,9,200,25,531000.0,1.283,0.015,6.378,7,35,14,50
25615,9,2,9,200,35,621000.0,1.38,0.01,6.667,7,35,14,50
25616,9,2,9,200,45,720000.0,1.6,0.019,6.45,7,35,14,50
25617,9,2,9,200,55,855000.0,1.9,0.027,6.392,7,35,14,50
25618,9,2,9,200,65,936000.0,2.08,0.013,6.203,7,35,14,50
25619,9,2,9,200,75,1026000.0,2.28,0.033,6.209,7,35,14,50
25620,10,2,9,200,25,531000.0,1.18,0.016,6.756,7,35,14,50
25621,10,2,9,200,35,630000.0,1.4,0.018,6.775,7,35,14,50
25622,10,2,9,200,45,765000.0,1.7,0.017,6.555,7,35,14,50
25623,10,2,9,200,55,891000.0,1.98,0.019,6.298,7,35,14,50
25624,10,2,9,200,65,990000.0,2.2,0.031,5.947,7,35,14,50
25625,10,2,9,200,75,1026000.0,2.28,0.035,5.639,7,35,14,50
25626,11,2,9,200,25,531000.0,1.204,0.009,6.53,7,35,14,50
25627,11,2,9,200,35,648000.0,1.44,0.011,6.695,7,35,14,50
25628,11,2,9,200,45,783000.0,1.74,0.016,6.771,7,35,14,50
25629,11,2,9,200,55,918000.0,2.04,0.03,6.494,7,35,14,50
25630,11,2,9,200,65,954000.0,2.12,0.051,5.678,7,35,14,50
25631,11,2,9,200,75,1026000.0,2.28,0.026,5.909,7,35,14,50
25632,12,2,9,200,25,540000.0,1.25,0.043,6.409,7,35,14,50
25633,12,2,9,200,35,666000.0,1.48,0.011,6.632,7,35,14,50
25634,12,2,9,200,45,783000.0,1.74,0.056,6.402,7,35,14,50
25635,12,2,9,200,55,909000.0,2.02,0.022,6.142,7,35,14,50
25636,12,2,9,200,65,981000.0,2.18,0.026,6.276,7,35,14,50
25637,12,2,9,200,75,1080000.0,2.4,0.035,5.762,7,35,14,50
25638,13,2,9,200,25,549000.0,1.271,0.013,6.484,7,35,14,50
25639,13,2,9,200,35,657000.0,1.46,0.038,6.356,7,35,14,50
25640,13,2,9,200,45,765000.0,1.7,0.024,6.495,7,35,14,50
25641,13,2,9,200,55,837000.0,1.86,0.03,6.296,7,35,14,50
25642,13,2,9,200,65,954000.0,2.12,0.021,6.152,7,35,14,50
25643,13,2,9,200,75,963000.0,2.14,0.028,5.627,7,35,14,50
25644,14,2,9,200,25,531000.0,1.18,0.008,6.222,7,35,14,50
25645,14,2,9,200,35,639000.0,1.42,0.036,6.803,7,35,14,50
25646,14,2,9,200,45,738000.0,1.64,0.022,6.28,7,35,14,50
25647,14,2,9,200,55,855000.0,1.9,0.033,6.393,7,35,14,50
25648,14,2,9,200,65,1035000.0,2.3,0.031,6.396,7,35,14,50
25649,14,2,9,200,75,1062000.0,2.36,0.043,5.825,7,35,14,50
25650,15,2,9,200,25,531000.0,1.255,0.008,6.208,7,35,14,50
25651,15,2,9,200,35,612000.0,1.36,0.025,6.281,7,35,14,50
25652,15,2,9,200,45,801000.0,1.78,0.013,6.536,7,35,14,50
25653,15,2,9,200,55,846000.0,1.88,0.034,6.246,7,35,14,50
25654,15,2,9,200,65,945000.0,2.1,0.036,6.108,7,35,14,50
25655,15,2,9,200,75,999000.0,2.22,0.031,5.695,7,35,14,50
25656,16,2,9,200,25,522000.0,1.208,0.021,6.68,7,35,14,50
25657,16,2,9,200,35,684000.0,1.52,0.019,6.607,7,35,14,50
25658,16,2,9,200,45,738000.0,1.64,0.019,6.608,7,35,14,50
25659,16,2,9,200,55,891000.0,1.98,0.024,6.547,7,35,14,50
25660,16,2,9,200,65,990000.0,2.2,0.026,6.087,7,35,14,50
25661,16,2,9,200,75,1017000.0,2.26,0.041,5.838,7,35,14,50
25662,17,2,9,200,25,504000.0,1.143,0.017,6.247,7,35,14,50
25663,17,2,9,200,35,639000.0,1.42,0.014,7.124,7,35,14,50
25664,17,2,9,200,45,774000.0,1.72,0.025,6.555,7,35,14,50
25665,17,2,9,200,55,891000.0,1.98,0.021,6.184,7,35,14,50
25666,17,2,9,200,65,936000.0,2.08,0.025,6.168,7,35,14,50
25667,17,2,9,200,75,1026000.0,2.28,0.028,5.608,7,35,14,50
25668,18,2,9,200,25,549000.0,1.22,0.015,6.225,7,35,14,50
25669,18,2,9,200,35,657000.0,1.46,0.016,6.585,7,35,14,50
25670,18,2,9,200,45,828000.0,1.84,0.018,6.842,7,35,14,50
25671,18,2,9,200,55,855000.0,1.9,0.017,6.236,7,35,14,50
25672,18,2,9,200,65,1008000.0,2.24,0.023,6.215,7,35,14,50
25673,18,2,9,200,75,1107000.0,2.46,0.028,5.715,7,35,14,50
25674,19,2,9,200,25,531000.0,1.18,0.012,6.187,7,35,14,50
25675,19,2,9,200,35,630000.0,1.4,0.007,6.568,7,35,14,50
25676,19,2,9,200,45,738000.0,1.64,0.02,6.537,7,35,14,50
25677,19,2,9,200,55,864000.0,1.92,0.018,6.624,7,35,14,50
25678,19,2,9,200,65,972000.0,2.16,0.017,6.106,7,35,14,50
25679,19,2,9,200,75,1017000.0,2.26,0.043,6.048,7,35,14,50
25680,20,2,9,200,25,531000.0,1.229,0.023,6.62,7,35,14,50
25681,20,2,9,200,35,630000.0,1.4,0.023,6.391,7,35,14,50
25682,20,2,9,200,45,729000.0,1.62,0.026,6.413,7,35,14,50
25683,20,2,9,200,55,882000.0,1.96,0.013,6.447,7,35,14,50
25684,20,2,9,200,65,972000.0,2.16,0.027,6.084,7,35,14,50
25685,20,2,9,200,75,1035000.0,2.3,0.038,5.818,7,35,14,50
25686,21,2,9,200,25,585000.0,1.327,0.019,5.921,7,35,14,50
25687,21,2,9,200,35,702000.0,1.56,0.011,6.527,7,35,14,50
25688,21,2,9,200,45,828000.0,1.84,0.023,6.543,7,35,14,50
25689,21,2,9,200,55,891000.0,1.98,0.037,5.92,7,35,14,50
25690,21,2,9,200,65,1017000.0,2.26,0.021,5.955,7,35,14,50
25691,21,2,9,200,75,1071000.0,2.38,0.033,5.606,7,35,14,50
25692,22,2,9,200,25,549000.0,1.245,0.016,6.564,7,35,14,50
25693,22,2,9,200,35,585000.0,1.3,0.01,6.539,7,35,14,50
25694,22,2,9,200,45,639000.0,1.42,0.033,6.343,7,35,14,50
25695,22,2,9,200,55,819000.0,1.82,0.041,6.365,7,35,14,50
25696,22,2,9,200,65,927000.0,2.06,0.027,6.465,7,35,14,50
25697,22,2,9,200,75,972000.0,2.16,0.046,5.965,7,35,14,50
25698,23,2,9,200,25,594000.0,1.347,0.015,6.836,7,35,14,50
25699,23,2,9,200,35,693000.0,1.54,0.022,5.864,7,35,14,50
25700,23,2,9,200,45,801000.0,1.78,0.016,6.592,7,35,14,50
25701,23,2,9,200,55,882000.0,1.96,0.044,6.085,7,35,14,50
25702,23,2,9,200,65,963000.0,2.14,0.038,5.752,7,35,14,50
25703,23,2,9,200,75,1098000.0,2.44,0.051,5.824,7,35,14,50
25704,24,2,9,200,25,558000.0,1.24,0.013,6.66,7,35,14,50
25705,24,2,9,200,35,693000.0,1.54,0.012,6.608,7,35,14,50
25706,24,2,9,200,45,783000.0,1.74,0.017,6.247,7,35,14,50
25707,24,2,9,200,55,927000.0,2.06,0.034,6.024,7,35,14,50
25708,24,2,9,200,65,1026000.0,2.28,0.05,6.04,7,35,14,50
25709,24,2,9,200,75,1089000.0,2.42,0.046,5.589,7,35,14,50
25710,25,2,9,200,25,558000.0,1.265,0.02,7.13,7,35,14,50
25711,25,2,9,200,35,720000.0,1.6,0.013,6.557,7,35,14,50
25712,25,2,9,200,45,792000.0,1.76,0.015,6.024,7,35,14,50
25713,25,2,9,200,55,873000.0,1.94,0.018,6.144,7,35,14,50
25714,25,2,9,200,65,981000.0,2.18,0.028,5.993,7,35,14,50
25715,25,2,9,200,75,1071000.0,2.38,0.027,5.819,7,35,14,50
25716,26,2,9,200,25,549000.0,1.271,0.013,6.368,7,35,14,50
25717,26,2,9,200,35,603000.0,1.34,0.023,6.72,7,35,14,50
25718,26,2,9,200,45,702000.0,1.56,0.018,6.647,7,35,14,50
25719,26,2,9,200,55,873000.0,1.94,0.032,6.464,7,35,14,50
25720,26,2,9,200,65,936000.0,2.08,0.027,6.169,7,35,14,50
25721,26,2,9,200,75,1017000.0,2.26,0.035,5.791,7,35,14,50
25722,27,2,9,200,25,567000.0,1.34,0.01,6.86,7,35,14,50
25723,27,2,9,200,35,711000.0,1.58,0.03,6.202,7,35,14,50
25724,27,2,9,200,45,783000.0,1.74,0.034,6.092,7,35,14,50
25725,27,2,9,200,55,873000.0,1.94,0.052,6.058,7,35,14,50
25726,27,2,9,200,65,981000.0,2.18,0.055,5.612,7,35,14,50
25727,27,2,9,200,75,1134000.0,2.52,0.051,6.063,7,35,14,50
25728,28,2,9,200,25,549000.0,1.298,0.008,6.624,7,35,14,50
25729,28,2,9,200,35,684000.0,1.52,0.03,6.291,7,35,14,50
25730,28,2,9,200,45,756000.0,1.68,0.032,5.706,7,35,14,50
25731,28,2,9,200,55,864000.0,1.92,0.051,6.192,7,35,14,50
25732,28,2,9,200,65,945000.0,2.1,0.047,6.074,7,35,14,50
25733,28,2,9,200,75,1071000.0,2.38,0.035,6.101,7,35,14,50
25734,29,2,9,200,25,531000.0,1.229,0.006,6.99,7,35,14,50
25735,29,2,9,200,35,594000.0,1.32,0.005,6.403,7,35,14,50
25736,29,2,9,200,45,729000.0,1.62,0.017,6.465,7,35,14,50
25737,29,2,9,200,55,837000.0,1.86,0.016,6.647,7,35,14,50
25738,29,2,9,200,65,882000.0,1.96,0.021,6.156,7,35,14,50
25739,29,2,9,200,75,945000.0,2.1,0.038,5.668,7,35,14,50
25740,0,2,9,300,25,387000.0,1.162,0.021,6.505,7,35,14,50
25741,0,2,9,300,35,531000.0,1.255,0.015,6.103,7,35,14,50
25742,0,2,9,300,45,612000.0,1.36,0.011,6.17,7,35,14,50
25743,0,2,9,300,55,684000.0,1.52,0.017,6.535,7,35,14,50
25744,0,2,9,300,65,765000.0,1.7,0.028,6.596,7,35,14,50
25745,0,2,9,300,75,837000.0,1.86,0.025,6.383,7,35,14,50
25746,1,2,9,300,25,369000.0,1.108,0.019,5.98,7,35,14,50
25747,1,2,9,300,35,567000.0,1.26,0.015,6.583,7,35,14,50
25748,1,2,9,300,45,585000.0,1.3,0.028,5.925,7,35,14,50
25749,1,2,9,300,55,648000.0,1.44,0.025,6.501,7,35,14,50
25750,1,2,9,300,65,720000.0,1.6,0.015,6.323,7,35,14,50
25751,1,2,9,300,75,801000.0,1.78,0.028,6.57,7,35,14,50
25752,2,2,9,300,25,432000.0,1.171,0.011,7.116,7,35,14,50
25753,2,2,9,300,35,558000.0,1.265,0.017,6.736,7,35,14,50
25754,2,2,9,300,45,621000.0,1.38,0.007,6.873,7,35,14,50
25755,2,2,9,300,55,648000.0,1.44,0.011,6.176,7,35,14,50
25756,2,2,9,300,65,756000.0,1.68,0.028,6.408,7,35,14,50
25757,2,2,9,300,75,828000.0,1.84,0.017,6.23,7,35,14,50
25758,3,2,9,300,25,405000.0,1.125,0.011,6.676,7,35,14,50
25759,3,2,9,300,35,522000.0,1.234,0.019,5.959,7,35,14,50
25760,3,2,9,300,45,648000.0,1.44,0.029,6.481,7,35,14,50
25761,3,2,9,300,55,693000.0,1.54,0.043,6.072,7,35,14,50
25762,3,2,9,300,65,801000.0,1.78,0.019,6.391,7,35,14,50
25763,3,2,9,300,75,882000.0,1.96,0.027,5.911,7,35,14,50
25764,4,2,9,300,25,378000.0,1.105,0.031,6.935,7,35,14,50
25765,4,2,9,300,35,531000.0,1.204,0.013,6.482,7,35,14,50
25766,4,2,9,300,45,567000.0,1.26,0.01,6.459,7,35,14,50
25767,4,2,9,300,55,603000.0,1.34,0.014,6.626,7,35,14,50
25768,4,2,9,300,65,720000.0,1.6,0.014,6.773,7,35,14,50
25769,4,2,9,300,75,756000.0,1.68,0.022,6.295,7,35,14,50
25770,5,2,9,300,25,405000.0,1.071,0.006,6.493,7,35,14,50
25771,5,2,9,300,35,486000.0,1.125,0.019,6.322,7,35,14,50
25772,5,2,9,300,45,603000.0,1.367,0.008,6.902,7,35,14,50
25773,5,2,9,300,55,711000.0,1.58,0.016,6.611,7,35,14,50
25774,5,2,9,300,65,711000.0,1.58,0.026,5.713,7,35,14,50
25775,5,2,9,300,75,801000.0,1.78,0.029,6.132,7,35,14,50
25776,6,2,9,300,25,369000.0,1.025,0.008,6.986,7,35,14,50
25777,6,2,9,300,35,459000.0,1.109,0.007,6.422,7,35,14,50
25778,6,2,9,300,45,576000.0,1.28,0.024,7.002,7,35,14,50
25779,6,2,9,300,55,603000.0,1.34,0.013,6.481,7,35,14,50
25780,6,2,9,300,65,684000.0,1.52,0.018,6.322,7,35,14,50
25781,6,2,9,300,75,765000.0,1.7,0.021,6.334,7,35,14,50
25782,7,2,9,300,25,351000.0,1.114,0.008,6.947,7,35,14,50
25783,7,2,9,300,35,504000.0,1.167,0.01,6.7,7,35,14,50
25784,7,2,9,300,45,558000.0,1.24,0.019,6.48,7,35,14,50
25785,7,2,9,300,55,612000.0,1.36,0.027,6.419,7,35,14,50
25786,7,2,9,300,65,657000.0,1.46,0.01,6.654,7,35,14,50
25787,7,2,9,300,75,738000.0,1.64,0.024,6.32,7,35,14,50
25788,8,2,9,300,25,378000.0,1.135,0.024,6.615,7,35,14,50
25789,8,2,9,300,35,486000.0,1.2,0.011,6.537,7,35,14,50
25790,8,2,9,300,45,585000.0,1.3,0.014,6.402,7,35,14,50
25791,8,2,9,300,55,648000.0,1.44,0.009,6.415,7,35,14,50
25792,8,2,9,300,65,702000.0,1.56,0.017,6.438,7,35,14,50
25793,8,2,9,300,75,819000.0,1.82,0.025,6.407,7,35,14,50
25794,9,2,9,300,25,387000.0,1.075,0.015,6.891,7,35,14,50
25795,9,2,9,300,35,477000.0,1.128,0.008,6.648,7,35,14,50
25796,9,2,9,300,45,576000.0,1.306,0.025,6.622,7,35,14,50
25797,9,2,9,300,55,585000.0,1.3,0.022,6.174,7,35,14,50
25798,9,2,9,300,65,738000.0,1.64,0.018,6.868,7,35,14,50
25799,9,2,9,300,75,801000.0,1.78,0.042,6.393,7,35,14,50
25800,10,2,9,300,25,405000.0,1.071,0.025,6.607,7,35,14,50
25801,10,2,9,300,35,504000.0,1.143,0.016,6.517,7,35,14,50
25802,10,2,9,300,45,549000.0,1.22,0.013,6.263,7,35,14,50
25803,10,2,9,300,55,630000.0,1.4,0.008,6.859,7,35,14,50
25804,10,2,9,300,65,729000.0,1.62,0.018,6.479,7,35,14,50
25805,10,2,9,300,75,855000.0,1.9,0.016,6.525,7,35,14,50
25806,11,2,9,300,25,432000.0,1.143,0.013,6.632,7,35,14,50
25807,11,2,9,300,35,522000.0,1.16,0.012,6.387,7,35,14,50
25808,11,2,9,300,45,594000.0,1.32,0.009,6.522,7,35,14,50
25809,11,2,9,300,55,630000.0,1.4,0.016,5.979,7,35,14,50
25810,11,2,9,300,65,702000.0,1.56,0.057,6.057,7,35,14,50
25811,11,2,9,300,75,810000.0,1.8,0.032,6.666,7,35,14,50
25812,12,2,9,300,25,504000.0,1.217,0.014,6.989,7,35,14,50
25813,12,2,9,300,35,549000.0,1.245,0.032,6.488,7,35,14,50
25814,12,2,9,300,45,657000.0,1.46,0.018,6.568,7,35,14,50
25815,12,2,9,300,55,720000.0,1.6,0.015,6.381,7,35,14,50
25816,12,2,9,300,65,819000.0,1.82,0.033,6.167,7,35,14,50
25817,12,2,9,300,75,873000.0,1.94,0.018,6.23,7,35,14,50
25818,13,2,9,300,25,450000.0,1.111,0.012,6.715,7,35,14,50
25819,13,2,9,300,35,540000.0,1.2,0.017,6.976,7,35,14,50
25820,13,2,9,300,45,612000.0,1.36,0.013,6.46,7,35,14,50
25821,13,2,9,300,55,648000.0,1.44,0.016,6.662,7,35,14,50
25822,13,2,9,300,65,774000.0,1.72,0.014,6.379,7,35,14,50
25823,13,2,9,300,75,855000.0,1.9,0.018,6.339,7,35,14,50
25824,14,2,9,300,25,396000.0,1.1,0.015,7.13,7,35,14,50
25825,14,2,9,300,35,477000.0,1.178,0.008,6.257,7,35,14,50
25826,14,2,9,300,45,603000.0,1.34,0.005,6.413,7,35,14,50
25827,14,2,9,300,55,675000.0,1.5,0.02,6.601,7,35,14,50
25828,14,2,9,300,65,729000.0,1.62,0.013,6.069,7,35,14,50
25829,14,2,9,300,75,819000.0,1.82,0.022,6.372,7,35,14,50
25830,15,2,9,300,25,450000.0,1.19,0.03,6.715,7,35,14,50
25831,15,2,9,300,35,513000.0,1.213,0.011,6.277,7,35,14,50
25832,15,2,9,300,45,648000.0,1.44,0.017,6.539,7,35,14,50
25833,15,2,9,300,55,801000.0,1.78,0.016,7.015,7,35,14,50
25834,15,2,9,300,65,855000.0,1.9,0.027,6.851,7,35,14,50
25835,15,2,9,300,75,891000.0,1.98,0.027,6.139,7,35,14,50
25836,16,2,9,300,25,423000.0,1.205,0.012,6.474,7,35,14,50
25837,16,2,9,300,35,558000.0,1.319,0.019,6.547,7,35,14,50
25838,16,2,9,300,45,603000.0,1.34,0.005,6.418,7,35,14,50
25839,16,2,9,300,55,702000.0,1.56,0.029,6.196,7,35,14,50
25840,16,2,9,300,65,738000.0,1.64,0.017,6.279,7,35,14,50
25841,16,2,9,300,75,819000.0,1.82,0.019,6.258,7,35,14,50
25842,17,2,9,300,25,360000.0,1.111,0.016,6.452,7,35,14,50
25843,17,2,9,300,35,558000.0,1.292,0.019,6.944,7,35,14,50
25844,17,2,9,300,45,612000.0,1.36,0.007,6.212,7,35,14,50
25845,17,2,9,300,55,666000.0,1.48,0.016,6.653,7,35,14,50
25846,17,2,9,300,65,729000.0,1.62,0.014,6.32,7,35,14,50
25847,17,2,9,300,75,783000.0,1.74,0.024,6.503,7,35,14,50
25848,18,2,9,300,25,396000.0,1.1,0.012,7.336,7,35,14,50
25849,18,2,9,300,35,477000.0,1.152,0.015,5.855,7,35,14,50
25850,18,2,9,300,45,558000.0,1.24,0.012,6.261,7,35,14,50
25851,18,2,9,300,55,603000.0,1.34,0.011,6.781,7,35,14,50
25852,18,2,9,300,65,738000.0,1.64,0.01,6.314,7,35,14,50
25853,18,2,9,300,75,801000.0,1.78,0.021,6.384,7,35,14,50
25854,19,2,9,300,25,387000.0,1.075,0.01,6.665,7,35,14,50
25855,19,2,9,300,35,513000.0,1.188,0.015,6.401,7,35,14,50
25856,19,2,9,300,45,585000.0,1.3,0.005,6.053,7,35,14,50
25857,19,2,9,300,55,657000.0,1.46,0.015,6.826,7,35,14,50
25858,19,2,9,300,65,666000.0,1.48,0.013,6.238,7,35,14,50
25859,19,2,9,300,75,819000.0,1.82,0.021,6.706,7,35,14,50
25860,20,2,9,300,25,360000.0,1.081,0.004,6.92,7,35,14,50
25861,20,2,9,300,35,486000.0,1.149,0.012,7.018,7,35,14,50
25862,20,2,9,300,45,594000.0,1.32,0.011,6.654,7,35,14,50
25863,20,2,9,300,55,630000.0,1.4,0.028,6.912,7,35,14,50
