,Gates,Bays,Station_Dist,Parameter,Value,p-value,DES_Mono,Avg_OFC
1678,1,7,300,Fleet,175,0.7332790497906669,True,0.6920999999999999
1679,1,7,300,Fleet,200,0.7342450821847536,False,0.6897000000000002
1680,1,8,25,Gate,1,0.7396254174071435,False,1.3839000000000001
1681,1,8,25,Gate,2,0.1203609957981402,True,1.3872
1682,1,8,25,Gate,3,0.21725259209432154,False,1.3713000000000004
1683,1,8,25,Gate,4,9.553592995420937e-29,True,1.3830000000000002
1684,1,8,25,Gate,5,5.806360530294308e-32,True,1.2213000000000003
1685,1,8,25,Gate,6,4.6252581827418813e-26,True,1.0386
1686,1,8,25,Gate,7,4.0765132999110085e-29,True,0.8987999999999998
1687,1,8,25,Gate,8,2.0442317804244346e-26,True,0.7962
1688,1,8,25,Gate,9,4.311640460559945e-26,True,0.7106999999999997
1689,1,8,25,Gate,10,9.942683154169435e-56,True,0.6407999999999999
1690,1,8,25,Gate,15,2.214367167780657e-39,True,0.4266
1691,1,8,25,Bay,15.0,0.32550738391858314,True,0.9261
1692,1,8,25,Bay,17.5,0.6167596549098125,False,0.9203999999999998
1693,1,8,25,Bay,20.0,0.3585219630455362,True,0.9231
1694,1,8,25,Bay,22.5,0.3361611905326083,True,0.9174
1695,1,8,25,Bay,25.0,1.0,True,0.9110999999999999
1696,1,8,25,Bay,27.5,0.21740201842987972,True,0.9110999999999999
1697,1,8,25,Bay,30.0,0.7132982904145192,False,0.9045
1698,1,8,25,Bay,32.5,0.31149754805528485,True,0.9065999999999999
1699,1,8,25,Bay,35.0,0.22991495111941085,True,0.9008999999999999
1700,1,8,25,Bay,37.5,0.6274294599998598,True,0.8942999999999998
1701,1,8,25,Bay,40.0,0.7612330270595189,False,0.8915999999999998
1702,1,8,25,Bay,42.5,0.1470797982506269,True,0.8930999999999998
1703,1,8,25,Speed,35,0.8747080883721954,False,0.8906999999999999
1704,1,8,25,Speed,45,0.15312133142795054,True,0.8991
1705,1,8,25,Speed,55,0.8755367658486976,False,0.8981999999999999
1706,1,8,25,Speed,65,0.05869005877781029,True,0.9092999999999999
1707,1,8,25,Speed,75,0.6776051939328419,False,0.9069
1708,1,8,25,HoS,15,4.402375348139995e-23,True,0.9828
1709,1,8,25,HoS,16,3.0251608346538796e-18,True,1.0533000000000001
1710,1,8,25,HoS,17,4.19913667706238e-20,True,1.1322
1711,1,8,25,HoS,18,1.0304410893424599e-22,True,1.2096000000000002
1712,1,8,25,Fleet,25,1.4203230456891692e-45,True,0.8120999999999999
1713,1,8,25,Fleet,50,1.8293478777437533e-15,True,0.9023999999999999
1714,1,8,25,Fleet,75,9.409311138626524e-07,True,0.9243
1715,1,8,25,Fleet,100,0.11113019935285175,True,0.9288
1716,1,8,25,Fleet,125,0.6507298467392633,False,0.9276
1717,1,8,25,Fleet,150,0.40098154962206356,True,0.9297
1718,1,8,25,Fleet,175,1.0,True,0.9297
1719,1,8,25,Fleet,200,0.4486644383680435,True,0.9315
1720,1,8,50,Gate,1,0.41280674171921994,True,1.3413000000000002
1721,1,8,50,Gate,2,0.018126264083584358,True,1.3329000000000002
1722,1,8,50,Gate,3,0.8116150959820035,True,1.3100999999999998
1723,1,8,50,Gate,4,4.270160559709204e-21,True,1.308
1724,1,8,50,Gate,5,2.5446338414679123e-28,True,1.1771999999999998
1725,1,8,50,Gate,6,3.6366573077308395e-24,True,1.005
1726,1,8,50,Gate,7,1.6800089948700843e-22,True,0.8709000000000001
1727,1,8,50,Gate,8,5.688539333292415e-21,True,0.7734
1728,1,8,50,Gate,9,4.135727328239037e-28,True,0.6936
1729,1,8,50,Gate,10,1.3208363134943144e-49,True,0.6251999999999998
1730,1,8,50,Gate,15,1.0076171341286491e-50,True,0.42029999999999995
1731,1,8,50,Bay,15.0,0.7010496628552045,True,0.9084000000000001
1732,1,8,50,Bay,17.5,0.9540767088350823,True,0.9062999999999998
1733,1,8,50,Bay,20.0,0.3839511955266095,True,0.9059999999999999
1734,1,8,50,Bay,22.5,0.34429628646780885,True,0.9006
1735,1,8,50,Bay,25.0,0.24123514843743413,True,0.8942999999999998
1736,1,8,50,Bay,27.5,0.9667934116643391,False,0.8862000000000001
1737,1,8,50,Bay,30.0,0.3487886141767287,True,0.8865000000000002
1738,1,8,50,Bay,32.5,0.3874535269424776,False,0.8792999999999999
1739,1,8,50,Bay,35.0,0.14255056585055653,True,0.8855999999999999
1740,1,8,50,Bay,37.5,0.09425835180978212,True,0.8772000000000002
1741,1,8,50,Bay,40.0,0.9999999999999862,True,0.8679000000000001
1742,1,8,50,Bay,42.5,0.14653826922605795,False,0.8679
1743,1,8,50,Speed,35,0.0007285024570876749,True,0.8637
1744,1,8,50,Speed,45,0.13625831412206407,True,0.8735999999999999
1745,1,8,50,Speed,55,0.418958919008805,True,0.879
1746,1,8,50,Speed,65,0.1785230764132189,True,0.8867999999999997
1747,1,8,50,Speed,75,0.03808069255732353,True,0.8991000000000001
1748,1,8,50,HoS,15,2.9139839813209435e-21,True,0.9611999999999998
1749,1,8,50,HoS,16,7.729320689701492e-19,True,1.0374
1750,1,8,50,HoS,17,1.0463555235920766e-14,True,1.1042999999999996
1751,1,8,50,HoS,18,2.220435929142483e-18,True,1.1913000000000005
1752,1,8,50,Fleet,25,4.1576932936093474e-58,True,0.7557000000000001
1753,1,8,50,Fleet,50,7.88971930915668e-27,True,0.8808000000000001
1754,1,8,50,Fleet,75,0.00038575556574519635,True,0.9020999999999998
1755,1,8,50,Fleet,100,0.301309630745554,True,0.9059999999999999
1756,1,8,50,Fleet,125,0.15284132564965294,True,0.9101999999999998
1757,1,8,50,Fleet,150,0.5116564012435969,True,0.9122999999999999
1758,1,8,50,Fleet,175,0.9999999999999736,False,0.9122999999999998
1759,1,8,50,Fleet,200,0.4197128437180585,False,0.9098999999999999
1760,1,8,100,Gate,1,0.24272385993490622,True,1.1864999999999997
1761,1,8,100,Gate,2,0.50195227017876,True,1.1720999999999997
1762,1,8,100,Gate,3,0.17768871342476503,True,1.1636999999999997
1763,1,8,100,Gate,4,6.157870607719972e-06,True,1.1475
1764,1,8,100,Gate,5,1.1367734750113263e-19,True,1.0893000000000002
1765,1,8,100,Gate,6,2.1963833649032862e-23,True,0.9531000000000002
1766,1,8,100,Gate,7,4.99065075706507e-25,True,0.8351999999999999
1767,1,8,100,Gate,8,1.3172232399548635e-22,True,0.7373999999999997
1768,1,8,100,Gate,9,3.283184312031119e-19,True,0.6603
1769,1,8,100,Gate,10,1.1078362228264582e-41,True,0.5931000000000001
1770,1,8,100,Gate,15,4.974120252744186e-39,True,0.39990000000000003
1771,1,8,100,Bay,15.0,0.8339032079731081,True,0.8597999999999999
1772,1,8,100,Bay,17.5,0.7721398758114347,True,0.8583000000000001
1773,1,8,100,Bay,20.0,0.9647181194873402,True,0.8565000000000002
1774,1,8,100,Bay,22.5,0.232437200054985,True,0.8562000000000001
1775,1,8,100,Bay,25.0,0.7489630174010443,False,0.8478000000000001
1776,1,8,100,Bay,27.5,0.08528964820015397,True,0.8499
1777,1,8,100,Bay,30.0,0.7843907137906414,True,0.8396999999999999
1778,1,8,100,Bay,32.5,0.3482505678780736,False,0.8382000000000001
1779,1,8,100,Bay,35.0,0.012596221697289207,True,0.8442
1780,1,8,100,Bay,37.5,0.6759947665826557,False,0.8285999999999999
1781,1,8,100,Bay,40.0,0.5886303685781828,True,0.831
1782,1,8,100,Bay,42.5,0.6849503601080575,True,0.8274
1783,1,8,100,Speed,35,1.9556103666057215e-13,True,0.8067
1784,1,8,100,Speed,45,0.001524058666461641,True,0.8259000000000001
1785,1,8,100,Speed,55,0.0004569514542032732,True,0.8481
1786,1,8,100,Speed,65,0.005825271980848815,True,0.8655000000000002
1787,1,8,100,Speed,75,0.16623442110142558,True,0.8727
1788,1,8,100,HoS,15,1.4431233295398192e-15,True,0.9086999999999998
1789,1,8,100,HoS,16,1.0400422863157993e-19,True,0.9956999999999999
1790,1,8,100,HoS,17,3.6082498428816278e-12,True,1.0556999999999999
1791,1,8,100,HoS,18,8.328493576645235e-18,True,1.1451
1792,1,8,100,Fleet,25,2.70835509301631e-47,True,0.5787
1793,1,8,100,Fleet,50,1.4832119070373432e-40,True,0.8319
1794,1,8,100,Fleet,75,0.0015328481317706576,True,0.8546999999999999
1795,1,8,100,Fleet,100,0.15739524355065404,True,0.8628000000000002
1796,1,8,100,Fleet,125,0.7503400513319358,True,0.8643000000000001
1797,1,8,100,Fleet,150,0.7110622876954584,False,0.8625000000000003
1798,1,8,100,Fleet,175,0.9491522491798421,True,0.8628000000000002
1799,1,8,100,Fleet,200,0.8432201206858687,True,0.8637
1800,1,8,150,Gate,1,0.7287245923574386,True,0.9402000000000001
1801,1,8,150,Gate,2,0.8962150045051639,True,0.9357000000000001
1802,1,8,150,Gate,3,0.22721768252362895,True,0.9341999999999999
1803,1,8,150,Gate,4,0.21171286804376255,True,0.9213000000000001
1804,1,8,150,Gate,5,0.0015002217669727205,True,0.9084000000000001
1805,1,8,150,Gate,6,4.1892815826391867e-08,True,0.8679
1806,1,8,150,Gate,7,1.1202224171014373e-18,True,0.7932
1807,1,8,150,Gate,8,2.087875271294403e-16,True,0.6884999999999999
1808,1,8,150,Gate,9,3.6695476350693906e-13,True,0.6171
1809,1,8,150,Gate,10,2.5041121850643995e-44,True,0.5676
1810,1,8,150,Gate,15,2.4667419762109653e-31,True,0.37829999999999997
1811,1,8,150,Bay,15.0,0.862361163129743,False,0.8091
1812,1,8,150,Bay,17.5,0.7570434259720078,True,0.8102999999999999
1813,1,8,150,Bay,20.0,0.5696757206191347,False,0.8078999999999998
1814,1,8,150,Bay,22.5,0.07645708582553484,True,0.8124000000000001
1815,1,8,150,Bay,25.0,0.47668604211732124,True,0.7982999999999999
1816,1,8,150,Bay,27.5,0.8882066852656163,True,0.7922999999999998
1817,1,8,150,Bay,30.0,0.6743411617421475,True,0.7911
1818,1,8,150,Bay,32.5,0.6140317973123925,False,0.7875000000000001
1819,1,8,150,Bay,35.0,0.865911633448525,False,0.7917000000000002
1820,1,8,150,Bay,37.5,0.3419813959068879,True,0.7928999999999999
1821,1,8,150,Bay,40.0,0.21143728534076428,True,0.7863000000000001
1822,1,8,150,Bay,42.5,0.9695022723419968,False,0.7769999999999999
1823,1,8,150,Speed,35,3.4247624677633e-19,True,0.7307999999999999
1824,1,8,150,Speed,45,1.372367757855507e-10,True,0.7898999999999998
1825,1,8,150,Speed,55,0.0014490747819472206,True,0.8135999999999999
1826,1,8,150,Speed,65,0.012987729799240044,True,0.8327999999999999
1827,1,8,150,Speed,75,0.0028688854857274993,True,0.855
1828,1,8,150,HoS,15,8.545052879878913e-16,True,0.8688000000000001
1829,1,8,150,HoS,16,1.5945804776556126e-15,True,0.9435
1830,1,8,150,HoS,17,1.2102057781085884e-16,True,1.0191
1831,1,8,150,HoS,18,1.4168612162256972e-13,True,1.0854
1832,1,8,150,Fleet,25,3.460506883134614e-39,True,0.46590000000000004
1833,1,8,150,Fleet,50,3.697812655093944e-45,True,0.7902000000000001
1834,1,8,150,Fleet,75,0.0004967172254579468,True,0.8139
1835,1,8,150,Fleet,100,0.3408852207350972,True,0.8187
1836,1,8,150,Fleet,125,0.34831146126686197,True,0.8238
1837,1,8,150,Fleet,150,0.8441683489046777,False,0.8226
1838,1,8,150,Fleet,175,0.4402873625203245,True,0.8271
1839,1,8,150,Fleet,200,0.855905794848932,False,0.8261999999999998
1840,1,8,200,Gate,1,0.4855530745342753,True,0.7914000000000002
1841,1,8,200,Gate,2,0.7981358797763931,True,0.7827000000000001
1842,1,8,200,Gate,3,0.9807151098124645,True,0.7797000000000002
1843,1,8,200,Gate,4,0.23647396256272304,True,0.7794
1844,1,8,200,Gate,5,0.1157904325575779,True,0.7656
1845,1,8,200,Gate,6,0.0013830782363769875,True,0.7485
1846,1,8,200,Gate,7,5.515358409382139e-13,True,0.7179
1847,1,8,200,Gate,8,1.0725135485098906e-19,True,0.6591000000000001
1848,1,8,200,Gate,9,2.623433943518901e-18,True,0.6
1849,1,8,200,Gate,10,1.165409818718107e-40,True,0.5388
1850,1,8,200,Gate,15,9.110710865158096e-27,True,0.36210000000000003
1851,1,8,200,Bay,15.0,0.5785003114107978,True,0.7644
1852,1,8,200,Bay,17.5,0.6450752325268628,True,0.7593
1853,1,8,200,Bay,20.0,0.6067754568085924,True,0.7551
1854,1,8,200,Bay,22.5,0.21551062349869812,True,0.7505999999999999
1855,1,8,200,Bay,25.0,0.9369921743789427,True,0.7413
1856,1,8,200,Bay,27.5,0.34920843772615107,True,0.7406999999999998
1857,1,8,200,Bay,30.0,0.9999999999999893,True,0.7329000000000001
1858,1,8,200,Bay,32.5,0.4893722631228169,True,0.7329
1859,1,8,200,Bay,35.0,0.41661366344141326,True,0.7269
1860,1,8,200,Bay,37.5,0.9664271421144657,True,0.7202999999999998
1861,1,8,200,Bay,40.0,0.025089090491708904,True,0.7199999999999999
1862,1,8,200,Bay,42.5,0.6798048588731338,False,0.7044
1863,1,8,200,Speed,35,1.4731353907526713e-18,True,0.6266999999999999
1864,1,8,200,Speed,45,1.5428662475247976e-14,True,0.7067999999999998
1865,1,8,200,Speed,55,7.932988967116062e-09,True,0.7616999999999999
1866,1,8,200,Speed,65,0.0003866806651910727,True,0.7929
1867,1,8,200,Speed,75,0.014409329470072207,True,0.813
1868,1,8,200,HoS,15,5.842051523712848e-09,True,0.7794000000000001
1869,1,8,200,HoS,16,6.218407612710735e-08,True,0.8445
1870,1,8,200,HoS,17,4.339538897768334e-10,True,0.9168
1871,1,8,200,HoS,18,6.109999318694249e-08,True,0.9810000000000001
1872,1,8,200,Fleet,25,1.7353022707345495e-37,True,0.3849
1873,1,8,200,Fleet,50,2.0381661609196373e-41,True,0.7080000000000001
1874,1,8,200,Fleet,75,3.661762475791599e-12,True,0.7794000000000002
1875,1,8,200,Fleet,100,0.37589671465681784,True,0.7842000000000002
1876,1,8,200,Fleet,125,0.852210203834306,False,0.7833000000000003
1877,1,8,200,Fleet,150,0.9527437881952856,True,0.7836000000000003
1878,1,8,200,Fleet,175,0.6651785898968865,True,0.7857000000000002
1879,1,8,200,Fleet,200,0.7982481220162108,False,0.7845000000000002
1880,1,8,300,Gate,1,0.7565069449338762,True,0.6183
1881,1,8,300,Gate,2,0.8553667624729883,False,0.6150000000000001
1882,1,8,300,Gate,3,0.43030843004847674,True,0.6167999999999999
1883,1,8,300,Gate,4,0.9735258963384292,False,0.6093000000000001
1884,1,8,300,Gate,5,0.2603581236719861,True,0.6096
1885,1,8,300,Gate,6,0.11458296406051995,True,0.5987999999999999
1886,1,8,300,Gate,7,0.0005640117060051548,True,0.5831999999999999
1887,1,8,300,Gate,8,3.5680808357837234e-06,True,0.5517
1888,1,8,300,Gate,9,8.622124313446779e-07,True,0.5136000000000001
1889,1,8,300,Gate,10,2.4522831956703563e-28,True,0.47309999999999997
1890,1,8,300,Gate,15,1.0161841841775549e-23,True,0.312
1891,1,8,300,Bay,15.0,0.6057608596478713,True,0.6030000000000001
1892,1,8,300,Bay,17.5,0.5344121890233404,True,0.5988000000000001
1893,1,8,300,Bay,20.0,0.576554495933951,True,0.5940000000000001
1894,1,8,300,Bay,22.5,0.7352908078095874,True,0.5894999999999999
1895,1,8,300,Bay,25.0,0.7693557745139593,True,0.5868
1896,1,8,300,Bay,27.5,0.5126687751795571,True,0.5847
1897,1,8,300,Bay,30.0,0.2885175572795525,True,0.5805000000000001
1898,1,8,300,Bay,32.5,0.8580363055930297,True,0.5736
1899,1,8,300,Bay,35.0,0.9643082655764301,True,0.5724
1900,1,8,300,Bay,37.5,0.8665318276807938,True,0.5721
1901,1,8,300,Bay,40.0,0.14179361445251512,True,0.5709
1902,1,8,300,Bay,42.5,0.8579455905633233,False,0.5601
1903,1,8,300,Speed,35,1.1756865960040803e-19,True,0.4959
1904,1,8,300,Speed,45,8.613685982128378e-15,True,0.5831999999999999
1905,1,8,300,Speed,55,3.3131186735584585e-10,True,0.6422999999999999
1906,1,8,300,Speed,65,1.004772395847988e-07,True,0.6981
1907,1,8,300,Speed,75,4.990611586473317e-06,True,0.7460999999999999
1908,1,8,300,HoS,15,2.904525224698016e-06,True,0.6311999999999999
1909,1,8,300,HoS,16,7.635320551285472e-06,True,0.6753000000000001
1910,1,8,300,HoS,17,1.1708125810122916e-06,True,0.7277999999999999
1911,1,8,300,HoS,18,1.8298646039385948e-05,True,0.7788
1912,1,8,300,Fleet,25,1.6042026918695188e-32,True,0.30689999999999995
1913,1,8,300,Fleet,50,1.3257118643391062e-40,True,0.5904000000000001
1914,1,8,300,Fleet,75,2.8732356179702135e-17,True,0.6876
1915,1,8,300,Fleet,100,0.607759957090849,True,0.6914999999999999
1916,1,8,300,Fleet,125,0.7510530135849517,True,0.6938999999999999
1917,1,8,300,Fleet,150,0.6551107261563575,True,0.6972000000000002
1918,1,8,300,Fleet,175,0.9664848390225335,False,0.6968999999999999
1919,1,8,300,Fleet,200,0.8710351578457964,False,0.6956999999999999
1920,1,9,25,Gate,1,0.5944634132398147,True,1.5420000000000003
1921,1,9,25,Gate,2,0.37984824525778915,True,1.5366000000000004
1922,1,9,25,Gate,3,3.7247805802525172e-06,True,1.5270000000000001
1923,1,9,25,Gate,4,1.8701564416005874e-32,True,1.4702999999999997
1924,1,9,25,Gate,5,2.0990690641901676e-25,True,1.2192
1925,1,9,25,Gate,6,6.734936172785354e-32,True,1.032
1926,1,9,25,Gate,7,4.7150979032822267e-29,True,0.9023999999999999
1927,1,9,25,Gate,8,2.7565249742929295e-30,True,0.7965000000000001
1928,1,9,25,Gate,9,2.0616077960755888e-29,True,0.7082999999999997
1929,1,9,25,Gate,10,2.1186712845182918e-50,True,0.6356999999999999
1930,1,9,25,Gate,15,5.791695443965254e-53,True,0.4281
1931,1,9,25,Bay,15.0,0.07918268761169855,True,0.9350999999999999
1932,1,9,25,Bay,17.5,0.7061286242356022,False,0.9254999999999999
1933,1,9,25,Bay,20.0,0.0625385967252506,True,0.9279000000000001
1934,1,9,25,Bay,22.5,0.11388507654918392,False,0.9161999999999999
1935,1,9,25,Bay,25.0,0.08420519688311029,True,0.9251999999999999
1936,1,9,25,Bay,27.5,0.15339136866356853,True,0.9155999999999999
1937,1,9,25,Bay,30.0,0.9999999999999842,True,0.9080999999999999
1938,1,9,25,Bay,32.5,0.6410078226150626,False,0.9080999999999998
1939,1,9,25,Bay,35.0,0.011746302833296036,True,0.9104999999999998
1940,1,9,25,Bay,37.5,0.4990203858557374,True,0.8988
1941,1,9,25,Bay,40.0,0.480435627493743,True,0.8949
1942,1,9,25,Bay,42.5,0.6986024464157283,True,0.8903999999999999
1943,1,9,25,Speed,35,0.016700359656304193,True,0.8937
1944,1,9,25,Speed,45,0.0428882689311866,True,0.9045
1945,1,9,25,Speed,55,0.18182084413060978,False,0.8985
1946,1,9,25,Speed,65,0.7035646635103366,False,0.8964000000000001
1947,1,9,25,Speed,75,0.007869300087445382,True,0.9126
1948,1,9,25,HoS,15,3.0548337145112516e-18,True,0.9786
1949,1,9,25,HoS,16,6.245492207261316e-19,True,1.053
1950,1,9,25,HoS,17,8.142765226584263e-17,True,1.1238
1951,1,9,25,HoS,18,3.0427405366280844e-20,True,1.2126000000000003
1952,1,9,25,Fleet,25,1.1939240326779756e-52,True,0.8109
1953,1,9,25,Fleet,50,2.224641479506085e-18,True,0.8961
1954,1,9,25,Fleet,75,1.457980645482401e-07,True,0.9252
1955,1,9,25,Fleet,100,0.2668492572041337,True,0.9285
1956,1,9,25,Fleet,125,0.9122856172537182,True,0.9288
1957,1,9,25,Fleet,150,0.8106030360000891,True,0.9293999999999999
1958,1,9,25,Fleet,175,1.0,True,0.9293999999999999
1959,1,9,25,Fleet,200,0.7410030554019256,True,0.9303
1960,1,9,50,Gate,1,0.9547151977768986,False,1.4694
1961,1,9,50,Gate,2,0.22689455693803107,True,1.4699999999999998
1962,1,9,50,Gate,3,3.799499560030541e-05,True,1.4582999999999993
1963,1,9,50,Gate,4,1.9240307309489775e-29,True,1.4133
1964,1,9,50,Gate,5,1.2138321132887315e-21,True,1.1706
1965,1,9,50,Gate,6,9.830715758274583e-23,True,1.0101
1966,1,9,50,Gate,7,2.0653748415141642e-27,True,0.8835
1967,1,9,50,Gate,8,3.674381104651103e-26,True,0.7707000000000002
1968,1,9,50,Gate,9,1.3991355270045567e-26,True,0.6969000000000001
1969,1,9,50,Gate,10,5.13922345965024e-51,True,0.6264
1970,1,9,50,Gate,15,1.6648048762848601e-40,True,0.41490000000000005
1971,1,9,50,Bay,15.0,0.0678434597303172,True,0.9117000000000002
1972,1,9,50,Bay,17.5,0.607472862911391,True,0.9008999999999999
1973,1,9,50,Bay,20.0,0.20027770950057938,True,0.8981999999999999
1974,1,9,50,Bay,22.5,0.7806278678663578,True,0.8916000000000003
1975,1,9,50,Bay,25.0,0.588403245531975,True,0.8901
1976,1,9,50,Bay,27.5,0.05778594127689221,True,0.8873999999999999
1977,1,9,50,Bay,30.0,0.5836095750206889,False,0.8775000000000001
1978,1,9,50,Bay,32.5,0.7452853489976902,True,0.8808000000000001
1979,1,9,50,Bay,35.0,0.49596145023046734,True,0.8787
1980,1,9,50,Bay,37.5,0.38745760453697253,True,0.8745000000000002
1981,1,9,50,Bay,40.0,0.2529235512934636,True,0.8699999999999999
1982,1,9,50,Bay,42.5,0.6186510571159196,True,0.8636999999999999
1983,1,9,50,Speed,35,0.035738240752104286,True,0.8561999999999999
1984,1,9,50,Speed,45,0.00036529971499227174,True,0.8813999999999997
1985,1,9,50,Speed,55,0.9204015911683887,True,0.8820000000000001
1986,1,9,50,Speed,65,0.2700153289985023,True,0.8892
1987,1,9,50,Speed,75,0.9627869819981567,False,0.8888999999999999
1988,1,9,50,HoS,15,3.887104364450053e-19,True,0.9615000000000001
1989,1,9,50,HoS,16,2.7427582503989215e-19,True,1.0332
1990,1,9,50,HoS,17,5.561514564120945e-18,True,1.1069999999999998
1991,1,9,50,HoS,18,1.2715550855371497e-19,True,1.1922000000000001
1992,1,9,50,Fleet,25,8.040055349141784e-53,True,0.75
1993,1,9,50,Fleet,50,4.0834173344594487e-25,True,0.8796
1994,1,9,50,Fleet,75,0.0001786627275562012,True,0.9021
1995,1,9,50,Fleet,100,0.4495324232952882,True,0.9050999999999999
1996,1,9,50,Fleet,125,0.2537915478784209,True,0.9092999999999998
1997,1,9,50,Fleet,150,0.33731389708726023,False,0.9062999999999998
1998,1,9,50,Fleet,175,0.264726027784082,True,0.9095999999999997
1999,1,9,50,Fleet,200,0.6420561076614917,False,0.9080999999999999
2000,1,9,100,Gate,1,0.6065589752072679,True,1.2021000000000004
2001,1,9,100,Gate,2,0.2144102013520618,True,1.1964000000000001
2002,1,9,100,Gate,3,0.12259822367564809,True,1.1844000000000001
2003,1,9,100,Gate,4,2.855611714301286e-07,True,1.1676
2004,1,9,100,Gate,5,2.468901286001866e-24,True,1.1060999999999999
2005,1,9,100,Gate,6,3.588350151307975e-20,True,0.9582000000000003
2006,1,9,100,Gate,7,2.3317586491265612e-22,True,0.8421000000000001
2007,1,9,100,Gate,8,2.9905552005210665e-22,True,0.7443000000000001
2008,1,9,100,Gate,9,2.0461593166490396e-18,True,0.6560999999999999
2009,1,9,100,Gate,10,1.0629011482583162e-49,True,0.5904000000000001
2010,1,9,100,Gate,15,7.564427320019044e-38,True,0.39480000000000004
2011,1,9,100,Bay,15.0,0.9630052990074977,False,0.8616
2012,1,9,100,Bay,17.5,0.0180971840380457,True,0.8619
2013,1,9,100,Bay,20.0,0.3697348358944552,False,0.8444999999999999
2014,1,9,100,Bay,22.5,0.1402855554107965,True,0.8507999999999999
2015,1,9,100,Bay,25.0,0.6152895005148096,False,0.8408999999999999
2016,1,9,100,Bay,27.5,0.13068921745139764,True,0.8442000000000001
2017,1,9,100,Bay,30.0,0.9316013401192893,True,0.8337
2018,1,9,100,Bay,32.5,0.439243779056812,True,0.8331000000000001
2019,1,9,100,Bay,35.0,0.5229040939019176,False,0.8277000000000001
2020,1,9,100,Bay,37.5,0.40813361882795707,True,0.8322
2021,1,9,100,Bay,40.0,0.26893449698907024,True,0.8267999999999999
2022,1,9,100,Bay,42.5,0.9634823278136,False,0.8192999999999998
2023,1,9,100,Speed,35,3.1035753990210856e-12,True,0.8063999999999999
2024,1,9,100,Speed,45,0.0014660051369653185,True,0.8301
2025,1,9,100,Speed,55,0.006719138716554916,True,0.8492999999999998
2026,1,9,100,Speed,65,0.2991245982721527,True,0.8564999999999999
2027,1,9,100,Speed,75,0.04379915266289929,True,0.8699999999999999
2028,1,9,100,HoS,15,6.718433185173092e-14,True,0.9092999999999999
2029,1,9,100,HoS,16,2.8809891301708283e-15,True,0.9833999999999999
2030,1,9,100,HoS,17,8.837758149158216e-15,True,1.0643999999999998
2031,1,9,100,HoS,18,3.877951234661151e-14,True,1.1442
2032,1,9,100,Fleet,25,9.650491624549668e-47,True,0.5775
2033,1,9,100,Fleet,50,5.416096630589997e-41,True,0.837
2034,1,9,100,Fleet,75,0.004328108709020196,True,0.8535
2035,1,9,100,Fleet,100,0.06506851374511192,True,0.8610000000000001
2036,1,9,100,Fleet,125,0.864997963052975,True,0.8616
2037,1,9,100,Fleet,150,0.9200993650169536,True,0.8619000000000001
2038,1,9,100,Fleet,175,0.9276509806155993,True,0.8622
2039,1,9,100,Fleet,200,0.6746643053665985,True,0.8637000000000001
2040,1,9,150,Gate,1,0.14505298058247937,True,0.969
2041,1,9,150,Gate,2,0.4190045404514141,True,0.9543
2042,1,9,150,Gate,3,0.1625922181525125,True,0.9459
2043,1,9,150,Gate,4,0.6656977425996725,True,0.9323999999999999
2044,1,9,150,Gate,5,1.3644891047303023e-09,True,0.9288000000000001
2045,1,9,150,Gate,6,9.660539347064476e-16,True,0.87
2046,1,9,150,Gate,7,4.2444673764895146e-18,True,0.7872
2047,1,9,150,Gate,8,7.668304199582596e-17,True,0.7002
2048,1,9,150,Gate,9,9.8599884465723e-16,True,0.6294
2049,1,9,150,Gate,10,1.5125190688774972e-44,True,0.567
2050,1,9,150,Gate,15,6.86407517850608e-35,True,0.3768000000000001
2051,1,9,150,Bay,15.0,0.46817264760966837,True,0.8097
2052,1,9,150,Bay,17.5,0.4591588644804816,False,0.8034
2053,1,9,150,Bay,20.0,0.8502515156861211,True,0.8097
2054,1,9,150,Bay,22.5,0.46085393885919057,True,0.8082
2055,1,9,150,Bay,25.0,0.3257929084053969,True,0.8019000000000002
2056,1,9,150,Bay,27.5,0.7667037702694801,False,0.7938
2057,1,9,150,Bay,30.0,0.14155758537530608,True,0.7962000000000001
2058,1,9,150,Bay,32.5,0.38144353364626904,False,0.7833
2059,1,9,150,Bay,35.0,0.2725858109692107,True,0.7908000000000002
2060,1,9,150,Bay,37.5,0.20462281861102655,True,0.7812
2061,1,9,150,Bay,40.0,0.31185953611732337,False,0.7704000000000001
2062,1,9,150,Bay,42.5,0.32622494644722855,True,0.7785
2063,1,9,150,Speed,35,2.093240505660784e-16,True,0.7217999999999999
2064,1,9,150,Speed,45,9.14066308745059e-08,True,0.7848
2065,1,9,150,Speed,55,0.055969194977916706,True,0.8007000000000001
2066,1,9,150,Speed,65,0.014933979748521672,True,0.8174999999999998
2067,1,9,150,Speed,75,0.0007097466301047298,True,0.8432999999999999
2068,1,9,150,HoS,15,4.0663711129158064e-20,True,0.879
2069,1,9,150,HoS,16,7.541441745527526e-12,True,0.9438
2070,1,9,150,HoS,17,2.099259755868336e-15,True,1.0305
2071,1,9,150,HoS,18,2.3929335349650283e-10,True,1.0958999999999999
2072,1,9,150,Fleet,25,5.247884113326019e-43,True,0.4572000000000001
2073,1,9,150,Fleet,50,1.1685371381203403e-45,True,0.7880999999999998
2074,1,9,150,Fleet,75,2.9685463630153262e-05,True,0.8199
