,Gates,Bays,Station_Dist,Parameter,Value,p-value,DES_Mono,Avg_OFC
0,1,1,25,Gate,1,0.6410080705058827,False,0.18925000000000003
1,1,1,25,Gate,2,0.7973925780612282,True,0.18975
2,1,1,25,Gate,3,1.0,True,0.1895
3,1,1,25,Gate,4,0.2923234231775023,True,0.1895
4,1,1,25,Gate,5,0.41307686020370393,False,0.1885
5,1,1,25,Gate,6,0.09622346103898584,True,0.18925000000000003
6,1,1,25,Gate,7,0.41827770515634877,True,0.18800000000000003
7,1,1,25,Gate,8,0.8097051195875257,False,0.18725
8,1,1,25,Gate,9,0.15579526526752668,False,0.1875
9,1,1,25,Gate,10,0.00682681927788238,True,0.189
10,1,1,25,Gate,15,1.0,True,0.186
11,1,1,25,Bay,15.0,8.185877278219974e-43,True,0.44580000000000003
12,1,1,25,Bay,17.5,1.5609876334074344e-38,True,0.3798000000000001
13,1,1,25,Bay,20.0,2.7840534394712643e-31,True,0.3321
14,1,1,25,Bay,22.5,1.3602601009014798e-27,True,0.2952
15,1,1,25,Bay,25.0,1.9065704488264082e-25,True,0.264
16,1,1,25,Bay,27.5,1.1314592872285288e-20,True,0.23940000000000003
17,1,1,25,Bay,30.0,3.711418910482714e-18,True,0.2196
18,1,1,25,Bay,32.5,1.9933414122369455e-17,True,0.20279999999999998
19,1,1,25,Bay,35.0,7.004611240141728e-14,True,0.1884
20,1,1,25,Bay,37.5,2.6394467058647114e-18,True,0.177
21,1,1,25,Bay,40.0,3.3588147384476405e-11,True,0.1629
22,1,1,25,Bay,42.5,2.6976444550286587e-14,True,0.15419999999999995
23,1,1,25,Speed,35,0.21427022505558152,True,0.1872
24,1,1,25,Speed,45,0.13064715835389912,True,0.18900000000000003
25,1,1,25,Speed,55,0.5995206647865838,False,0.1884
26,1,1,25,Speed,65,0.2556320449613495,True,0.18960000000000002
27,1,1,25,Speed,75,1.0,True,0.18960000000000002
28,1,1,25,HoS,15,3.3800803647032164e-19,True,0.2037
29,1,1,25,HoS,16,1.867245402845039e-16,True,0.2193
30,1,1,25,HoS,17,1.0751656715072158e-13,True,0.2334
31,1,1,25,HoS,18,6.50670827692302e-18,True,0.2501999999999999
32,1,1,25,Fleet,25,2.1751626314526225e-05,True,0.18630000000000002
33,1,1,25,Fleet,50,0.31803619165348235,True,0.18780000000000002
34,1,1,25,Fleet,75,0.7909770659456925,False,0.1875
35,1,1,25,Fleet,100,0.10900731466271821,True,0.18930000000000005
36,1,1,25,Fleet,125,0.744199241651592,False,0.189
37,1,1,25,Fleet,150,1.0,True,0.189
38,1,1,25,Fleet,175,0.25024917510814665,True,0.1902
39,1,1,25,Fleet,200,0.7741781149712134,True,0.19050000000000006
40,1,1,50,Gate,1,0.8076954199231516,True,0.1857
41,1,1,50,Gate,2,0.4980429225311962,True,0.18539999999999998
42,1,1,50,Gate,3,0.6947919205841828,False,0.1845
43,1,1,50,Gate,4,0.4129493145326434,True,0.1851
44,1,1,50,Gate,5,0.6339033797215159,False,0.18389999999999998
45,1,1,50,Gate,6,0.2784731286082826,True,0.18449999999999997
46,1,1,50,Gate,7,0.9999999999999851,True,0.183
47,1,1,50,Gate,8,0.8523201489196857,False,0.18299999999999997
48,1,1,50,Gate,9,0.6972539827471738,True,0.18329999999999996
49,1,1,50,Gate,10,0.2240238232510733,True,0.18269999999999997
50,1,1,50,Gate,15,0.36150653973137425,True,0.1809
51,1,1,50,Bay,15.0,9.929217543600038e-33,True,0.4353
52,1,1,50,Bay,17.5,1.5407758629958675e-29,True,0.37020000000000003
53,1,1,50,Bay,20.0,5.241647885511039e-30,True,0.3255
54,1,1,50,Bay,22.5,1.749941287920303e-18,True,0.28680000000000005
55,1,1,50,Bay,25.0,2.646843549550679e-16,True,0.2601
56,1,1,50,Bay,27.5,2.608373423562793e-16,True,0.23669999999999997
57,1,1,50,Bay,30.0,1.5870613707202479e-15,True,0.21629999999999996
58,1,1,50,Bay,32.5,9.626552099007125e-13,True,0.19650000000000004
59,1,1,50,Bay,35.0,2.3003678089642735e-09,True,0.18269999999999995
60,1,1,50,Bay,37.5,4.424142894288111e-14,True,0.17279999999999998
61,1,1,50,Bay,40.0,7.922980480669384e-06,True,0.15869999999999998
62,1,1,50,Bay,42.5,5.584458068781788e-08,True,0.15149999999999997
63,1,1,50,Speed,35,0.0039005743569968674,True,0.18359999999999996
64,1,1,50,Speed,45,0.11387690547292473,True,0.186
65,1,1,50,Speed,55,0.8002956534689329,True,0.1863
66,1,1,50,Speed,65,0.22069919589011341,True,0.18780000000000002
67,1,1,50,Speed,75,0.2008100181007177,True,0.1893
68,1,1,50,HoS,15,1.3903204508369037e-11,True,0.19800000000000006
69,1,1,50,HoS,16,6.185475822812975e-14,True,0.21479999999999996
70,1,1,50,HoS,17,3.5944779045645704e-13,True,0.22889999999999996
71,1,1,50,HoS,18,2.7221309318127627e-15,True,0.24450000000000002
72,1,1,50,Fleet,25,0.00015590087556983592,True,0.1818
73,1,1,50,Fleet,50,0.11583277678162689,True,0.18419999999999997
74,1,1,50,Fleet,75,0.5209036820331789,True,0.18509999999999996
75,1,1,50,Fleet,100,0.46433778615203936,True,0.186
76,1,1,50,Fleet,125,0.833356131471962,False,0.1857
77,1,1,50,Fleet,150,0.6714696151332358,True,0.1863
78,1,1,50,Fleet,175,0.45678388893825606,False,0.18539999999999998
79,1,1,50,Fleet,200,0.7976218644499412,False,0.18509999999999996
80,1,1,100,Gate,1,0.6288009340399434,False,0.17490000000000003
81,1,1,100,Gate,2,0.9999999999999885,False,0.1758
82,1,1,100,Gate,3,0.49440825325638915,True,0.17580000000000004
83,1,1,100,Gate,4,0.85370213802123,True,0.17459999999999998
84,1,1,100,Gate,5,0.867007770122966,False,0.17430000000000004
85,1,1,100,Gate,6,0.8638138179036526,False,0.17460000000000003
86,1,1,100,Gate,7,0.8677792924018939,True,0.17490000000000006
87,1,1,100,Gate,8,0.7289009402577884,True,0.17460000000000003
88,1,1,100,Gate,9,0.6151782215224089,False,0.17400000000000002
89,1,1,100,Gate,10,0.3814189421732428,True,0.1749
90,1,1,100,Gate,15,0.1038823789302258,True,0.1731
91,1,1,100,Bay,15.0,6.44622874381958e-29,True,0.41579999999999995
92,1,1,100,Bay,17.5,2.407773321026481e-22,True,0.3516
93,1,1,100,Bay,20.0,5.9225490984031524e-18,True,0.30899999999999994
94,1,1,100,Bay,22.5,3.947391947013648e-14,True,0.27420000000000005
95,1,1,100,Bay,25.0,3.4041925196650514e-15,True,0.24869999999999998
96,1,1,100,Bay,27.5,2.713150195467402e-11,True,0.2244
97,1,1,100,Bay,30.0,1.9349532189442998e-12,True,0.20580000000000004
98,1,1,100,Bay,32.5,1.2603111182913773e-10,True,0.1902
99,1,1,100,Bay,35.0,3.915541447872068e-07,True,0.17490000000000003
100,1,1,100,Bay,37.5,1.392304936527283e-07,True,0.1638
101,1,1,100,Bay,40.0,2.1713524893028647e-06,True,0.15239999999999995
102,1,1,100,Bay,42.5,7.586851274563065e-05,True,0.14279999999999998
103,1,1,100,Speed,35,0.00023600147988792958,True,0.16829999999999995
104,1,1,100,Speed,45,0.0034155830520163325,True,0.1746
105,1,1,100,Speed,55,0.0830639745534319,True,0.1776
106,1,1,100,Speed,65,0.5654513646002034,True,0.17849999999999996
107,1,1,100,Speed,75,0.16243792096399898,True,0.18089999999999998
108,1,1,100,HoS,15,5.207871822142511e-09,True,0.1887
109,1,1,100,HoS,16,6.6401568065131e-15,True,0.20730000000000004
110,1,1,100,HoS,17,9.73260824924661e-12,True,0.22290000000000001
111,1,1,100,HoS,18,1.5725063380368982e-09,True,0.2367
112,1,1,100,Fleet,25,0.0005175655595051426,True,0.1764
113,1,1,100,Fleet,50,0.5603606211104053,True,0.1776
114,1,1,100,Fleet,75,0.43184046788388886,True,0.1791
115,1,1,100,Fleet,100,0.23879403605156962,False,0.1767
116,1,1,100,Fleet,125,0.36153952318590044,True,0.1785
117,1,1,100,Fleet,150,0.7403262435039466,True,0.1791
118,1,1,100,Fleet,175,0.6079520978757433,True,0.17999999999999997
119,1,1,100,Fleet,200,0.5338501574519776,False,0.1788
120,1,1,150,Gate,1,0.8908002357643185,True,0.1671
121,1,1,150,Gate,2,0.6863895020251904,True,0.1668
122,1,1,150,Gate,3,0.6863895020251995,False,0.16590000000000002
123,1,1,150,Gate,4,1.0,True,0.16679999999999998
124,1,1,150,Gate,5,0.8949676241840715,True,0.16679999999999998
125,1,1,150,Gate,6,0.7986373511222613,False,0.1665
126,1,1,150,Gate,7,0.8966878005373015,True,0.1671
127,1,1,150,Gate,8,0.900231801682366,True,0.16679999999999998
128,1,1,150,Gate,9,0.8985647710954718,False,0.1665
129,1,1,150,Gate,10,0.3770391273902829,True,0.1668
130,1,1,150,Gate,15,0.7072987320091371,True,0.16469999999999999
131,1,1,150,Bay,15.0,1.0807298637037484e-21,True,0.39599999999999996
132,1,1,150,Bay,17.5,1.2347136304339335e-18,True,0.3372
133,1,1,150,Bay,20.0,3.4326224540096895e-16,True,0.297
134,1,1,150,Bay,22.5,3.7926654689245125e-13,True,0.26010000000000005
135,1,1,150,Bay,25.0,9.248051731021793e-10,True,0.23340000000000002
136,1,1,150,Bay,27.5,1.107508666676041e-11,True,0.2145
137,1,1,150,Bay,30.0,5.576107921608485e-07,True,0.1947000000000001
138,1,1,150,Bay,32.5,1.1095516449124752e-06,True,0.1812
139,1,1,150,Bay,35.0,1.4677930573781617e-06,True,0.16799999999999998
140,1,1,150,Bay,37.5,1.5216768839696667e-05,True,0.15539999999999995
141,1,1,150,Bay,40.0,3.991544879613192e-05,True,0.1443
142,1,1,150,Bay,42.5,0.000412568182637246,True,0.13499999999999998
143,1,1,150,Speed,35,1.0983747491226466e-05,True,0.15689999999999996
144,1,1,150,Speed,45,0.0009658132631923738,True,0.16499999999999998
145,1,1,150,Speed,55,0.02069979664973788,True,0.17070000000000002
146,1,1,150,Speed,65,0.10728890040175788,True,0.17400000000000002
147,1,1,150,Speed,75,0.18175865171441194,True,0.17639999999999997
148,1,1,150,HoS,15,2.4473323174256075e-06,True,0.18150000000000002
149,1,1,150,HoS,16,3.147298331587443e-06,True,0.19650000000000004
150,1,1,150,HoS,17,2.0738124733335005e-07,True,0.2109
151,1,1,150,HoS,18,6.529285154076838e-13,True,0.23010000000000003
152,1,1,150,Fleet,25,2.0392536480097623e-08,True,0.1698
153,1,1,150,Fleet,50,0.7805786998191292,True,0.17040000000000002
154,1,1,150,Fleet,75,0.7760992436677269,False,0.16980000000000003
155,1,1,150,Fleet,100,0.5994809661922038,True,0.171
156,1,1,150,Fleet,125,0.32150395455024333,True,0.17309999999999998
157,1,1,150,Fleet,150,0.5032329145110712,False,0.17160000000000006
158,1,1,150,Fleet,175,0.8002887148444744,False,0.171
159,1,1,150,Fleet,200,0.8930065892610806,True,0.17130000000000004
160,1,1,200,Gate,1,0.8015784906138903,False,0.15779999999999997
161,1,1,200,Gate,2,0.7897337266071828,False,0.15839999999999996
162,1,1,200,Gate,3,0.5880979679376179,True,0.15899999999999997
163,1,1,200,Gate,4,0.47115602704266446,True,0.1578
164,1,1,200,Gate,5,0.457347685825657,False,0.15599999999999997
165,1,1,200,Gate,6,0.48278963973838773,True,0.15779999999999997
166,1,1,200,Gate,7,0.5961994057251397,False,0.15629999999999997
167,1,1,200,Gate,8,0.46315958277954095,True,0.1575
168,1,1,200,Gate,9,0.6184043107967009,False,0.15569999999999998
169,1,1,200,Gate,10,0.6065069048885078,True,0.15689999999999996
170,1,1,200,Gate,15,0.62614092857514,True,0.15569999999999998
171,1,1,200,Bay,15.0,4.350880991165998e-18,True,0.3723
172,1,1,200,Bay,17.5,3.331098514594107e-16,True,0.31829999999999997
173,1,1,200,Bay,20.0,7.020583946955335e-13,True,0.27930000000000005
174,1,1,200,Bay,22.5,3.623810476414205e-10,True,0.24929999999999997
175,1,1,200,Bay,25.0,2.433074120952456e-08,True,0.2229
176,1,1,200,Bay,27.5,1.5823495005931868e-05,True,0.20160000000000006
177,1,1,200,Bay,30.0,8.814416816877241e-08,True,0.18689999999999998
178,1,1,200,Bay,32.5,0.00023561192039295948,True,0.1701
179,1,1,200,Bay,35.0,1.8154052731507524e-07,True,0.16079999999999997
180,1,1,200,Bay,37.5,0.005574680158606013,True,0.14550000000000002
181,1,1,200,Bay,40.0,0.02640501691924179,True,0.13829999999999998
182,1,1,200,Bay,42.5,0.0003967481623221862,True,0.1329
183,1,1,200,Speed,35,7.481585430304343e-06,True,0.14340000000000003
184,1,1,200,Speed,45,0.0004893147369765419,True,0.15660000000000002
185,1,1,200,Speed,55,0.03131378861124921,True,0.16380000000000003
186,1,1,200,Speed,65,0.032919248306319905,True,0.1695
187,1,1,200,Speed,75,0.6225028004398527,True,0.17070000000000002
188,1,1,200,HoS,15,3.782372840096996e-06,True,0.17070000000000002
189,1,1,200,HoS,16,3.1234804997049624e-07,True,0.1869
190,1,1,200,HoS,17,4.970283836763959e-07,True,0.20280000000000004
191,1,1,200,HoS,18,2.799241010087778e-07,True,0.2184
192,1,1,200,Fleet,25,9.661531022953547e-09,True,0.15569999999999995
193,1,1,200,Fleet,50,0.7284847419625193,True,0.15659999999999996
194,1,1,200,Fleet,75,0.7192979319944883,True,0.15749999999999995
195,1,1,200,Fleet,100,0.6261144463109067,True,0.1587
196,1,1,200,Fleet,125,0.5761202440863125,False,0.15719999999999998
197,1,1,200,Fleet,150,0.7409455483282174,True,0.15810000000000002
198,1,1,200,Fleet,175,0.8186246116512033,False,0.1575
199,1,1,200,Fleet,200,0.8255431108931596,True,0.1581
200,1,1,300,Gate,1,1.0,True,0.14100000000000001
201,1,1,300,Gate,2,0.8404403152660019,False,0.14100000000000001
202,1,1,300,Gate,3,0.9183765659714795,False,0.14159999999999998
203,1,1,300,Gate,4,0.8217996448670928,False,0.14190000000000003
204,1,1,300,Gate,5,0.19108502542775774,True,0.14250000000000002
205,1,1,300,Gate,6,0.667077784614361,False,0.13890000000000002
206,1,1,300,Gate,7,0.6034309359319009,True,0.14010000000000003
207,1,1,300,Gate,8,1.0,True,0.1386
208,1,1,300,Gate,9,0.6936353438671439,False,0.1386
209,1,1,300,Gate,10,0.2444957703462175,True,0.13980000000000004
210,1,1,300,Gate,15,0.5634230653125631,False,0.13590000000000002
211,1,1,300,Bay,15.0,8.322303369436843e-13,True,0.3336
212,1,1,300,Bay,17.5,1.3917814489885744e-09,True,0.28829999999999995
213,1,1,300,Bay,20.0,2.6024077792049316e-08,True,0.2516999999999999
214,1,1,300,Bay,22.5,2.4585487149004583e-05,True,0.2214
215,1,1,300,Bay,25.0,2.2951517848692354e-05,True,0.2028
216,1,1,300,Bay,27.5,9.748694821287785e-07,True,0.18390000000000004
217,1,1,300,Bay,30.0,0.00028418679029749885,True,0.1614
218,1,1,300,Bay,32.5,0.0052313756171436816,True,0.1464
219,1,1,300,Bay,35.0,0.012163679319765534,True,0.13590000000000002
220,1,1,300,Bay,37.5,0.005602805368808182,True,0.12749999999999997
221,1,1,300,Bay,40.0,0.05889473326090808,True,0.11910000000000001
222,1,1,300,Bay,42.5,0.06825255352319104,True,0.11369999999999998
223,1,1,300,Speed,35,2.077504400894045e-11,True,0.126
224,1,1,300,Speed,45,7.3538303350882916e-06,True,0.1404
225,1,1,300,Speed,55,0.0024315770047492937,True,0.1494
226,1,1,300,Speed,65,0.07015697262403378,True,0.15479999999999997
227,1,1,300,Speed,75,0.011913337764628542,True,0.16169999999999998
228,1,1,300,HoS,15,0.000313989628449978,True,0.1515
229,1,1,300,HoS,16,2.495792387959624e-06,True,0.1704
230,1,1,300,HoS,17,7.020327976021767e-07,True,0.18960000000000005
231,1,1,300,HoS,18,0.00028211667755952385,True,0.20370000000000002
232,1,1,300,Fleet,25,1.5698040600597483e-10,True,0.14159999999999998
233,1,1,300,Fleet,50,0.8133255795288952,True,0.14219999999999997
234,1,1,300,Fleet,75,0.9012113880900816,False,0.1419
235,1,1,300,Fleet,100,0.5511787386238645,True,0.14340000000000003
236,1,1,300,Fleet,125,0.8034717786261245,True,0.144
237,1,1,300,Fleet,150,0.903335620533338,False,0.1437
238,1,1,300,Fleet,175,1.0,True,0.1437
239,1,1,300,Fleet,200,0.6559771623233862,False,0.14250000000000002
240,1,2,25,Gate,1,0.865968474517316,True,0.37950000000000006
241,1,2,25,Gate,2,0.2641758807282989,True,0.37920000000000004
242,1,2,25,Gate,3,0.8443138124496146,False,0.37739999999999996
243,1,2,25,Gate,4,0.1374684756474579,True,0.3777
244,1,2,25,Gate,5,0.42980862446977963,False,0.3753
245,1,2,25,Gate,6,0.1096483296638894,True,0.3765
246,1,2,25,Gate,7,0.3111457433574975,False,0.37379999999999997
247,1,2,25,Gate,8,0.6378188907467024,True,0.37560000000000004
248,1,2,25,Gate,9,0.24440035625082437,True,0.3747
249,1,2,25,Gate,10,0.011819449264463341,True,0.37260000000000004
250,1,2,25,Gate,15,9.488319432708628e-38,True,0.3686999999999999
251,1,2,25,Bay,15.0,4.310734866218943e-31,True,0.8655000000000002
252,1,2,25,Bay,17.5,5.655059034127055e-34,True,0.7506
253,1,2,25,Bay,20.0,5.846939148124632e-31,True,0.66
254,1,2,25,Bay,22.5,6.223081388253096e-28,True,0.5859000000000001
255,1,2,25,Bay,25.0,6.560582506608794e-27,True,0.5277000000000001
256,1,2,25,Bay,27.5,1.1136074632623721e-21,True,0.47669999999999996
257,1,2,25,Bay,30.0,3.592689249744685e-26,True,0.43860000000000005
258,1,2,25,Bay,32.5,1.740658918018582e-22,True,0.4037999999999999
259,1,2,25,Bay,35.0,9.317968115742295e-22,True,0.375
260,1,2,25,Bay,37.5,1.021331845406107e-21,True,0.3489000000000001
261,1,2,25,Bay,40.0,7.191483580094154e-22,True,0.32549999999999996
262,1,2,25,Bay,42.5,4.871523818177493e-13,True,0.3062999999999999
263,1,2,25,Speed,35,0.020376620132551898,True,0.372
264,1,2,25,Speed,45,0.3558186094452651,True,0.3738
265,1,2,25,Speed,55,0.6171297154696144,True,0.3747
266,1,2,25,Speed,65,0.527796771471952,True,0.3759
267,1,2,25,Speed,75,1.0,True,0.3759
268,1,2,25,HoS,15,1.8169374867051993e-24,True,0.40290000000000004
269,1,2,25,HoS,16,3.707753618960141e-23,True,0.4350000000000001
270,1,2,25,HoS,17,3.260532394540582e-21,True,0.4656
271,1,2,25,HoS,18,9.249602467320874e-23,True,0.49709999999999993
272,1,2,25,Fleet,25,1.5593084076360866e-12,True,0.3653999999999999
273,1,2,25,Fleet,50,0.009888563654950552,True,0.3717
274,1,2,25,Fleet,75,0.03764097855968957,True,0.3753
275,1,2,25,Fleet,100,0.8586171302689511,True,0.37560000000000004
276,1,2,25,Fleet,125,0.7315903754819257,False,0.375
277,1,2,25,Fleet,150,0.30790401627757213,True,0.37650000000000006
278,1,2,25,Fleet,175,0.4478643558101483,False,0.3753
279,1,2,25,Fleet,200,0.27791916758447305,True,0.37710000000000005
280,1,2,50,Gate,1,0.3832815984777277,True,0.3681
281,1,2,50,Gate,2,0.27348151318498015,False,0.3659999999999999
282,1,2,50,Gate,3,0.3278133435108108,True,0.3683999999999999
283,1,2,50,Gate,4,0.32511357491254156,True,0.3665999999999999
284,1,2,50,Gate,5,0.3304876716292572,True,0.36479999999999996
285,1,2,50,Gate,6,0.36725608999234305,False,0.3629999999999999
286,1,2,50,Gate,7,0.7744883077478981,False,0.3647999999999999
287,1,2,50,Gate,8,0.17492884885127824,True,0.3654
288,1,2,50,Gate,9,0.7560025678751856,True,0.3626999999999999
289,1,2,50,Gate,10,0.039576254018828506,True,0.36209999999999987
290,1,2,50,Gate,15,5.130604771905724e-32,True,0.3578999999999999
291,1,2,50,Bay,15.0,3.727614523054316e-29,True,0.8526000000000001
292,1,2,50,Bay,17.5,1.0499727748461493e-31,True,0.7289999999999999
293,1,2,50,Bay,20.0,3.5117764095158866e-28,True,0.6410999999999999
294,1,2,50,Bay,22.5,3.1066713341737123e-23,True,0.5688
295,1,2,50,Bay,25.0,2.2870621423855253e-26,True,0.5187
296,1,2,50,Bay,27.5,1.2720429580910749e-20,True,0.4656
297,1,2,50,Bay,30.0,4.296679083770542e-22,True,0.42750000000000005
298,1,2,50,Bay,32.5,2.6394467058644283e-18,True,0.39420000000000005
299,1,2,50,Bay,35.0,8.902539302081098e-15,True,0.36599999999999994
300,1,2,50,Bay,37.5,3.139974220601012e-12,True,0.3402000000000001
301,1,2,50,Bay,40.0,6.456240691970714e-14,True,0.3192
302,1,2,50,Bay,42.5,3.4391078702242906e-13,True,0.3006
303,1,2,50,Speed,35,2.507689823269406e-06,True,0.36239999999999994
304,1,2,50,Speed,45,0.20589185814158678,True,0.36539999999999995
305,1,2,50,Speed,55,0.5083850401781622,True,0.36689999999999995
306,1,2,50,Speed,65,0.016779149453760647,True,0.3719999999999999
307,1,2,50,Speed,75,0.7438650107939584,True,0.37260000000000004
308,1,2,50,HoS,15,3.5353413681535363e-22,True,0.3981
309,1,2,50,HoS,16,5.416833726959035e-19,True,0.42690000000000006
310,1,2,50,HoS,17,1.1220021086707183e-21,True,0.4568999999999999
311,1,2,50,HoS,18,1.8603948483454113e-19,True,0.48660000000000003
312,1,2,50,Fleet,25,5.167110217456286e-24,True,0.3572999999999999
313,1,2,50,Fleet,50,0.0024667856434460065,True,0.36569999999999986
314,1,2,50,Fleet,75,0.8848218072827407,True,0.3659999999999999
315,1,2,50,Fleet,100,0.7831709645111139,True,0.3665999999999999
316,1,2,50,Fleet,125,0.4157965129204201,True,0.36839999999999995
317,1,2,50,Fleet,150,0.6377709571768662,True,0.36929999999999996
318,1,2,50,Fleet,175,0.5447302704773341,False,0.3681
319,1,2,50,Fleet,200,0.7559980245162043,True,0.36869999999999997
320,1,2,100,Gate,1,0.5958330074336712,True,0.3531
321,1,2,100,Gate,2,0.8530463397339711,False,0.35129999999999995
322,1,2,100,Gate,3,0.5439798111381104,True,0.3519
323,1,2,100,Gate,4,0.5563639063020291,False,0.3501
324,1,2,100,Gate,5,0.17327807825703212,True,0.35189999999999994
325,1,2,100,Gate,6,1.0,True,0.3477
326,1,2,100,Gate,7,0.6931441923239479,False,0.3477
327,1,2,100,Gate,8,0.43674556909335127,True,0.34890000000000004
328,1,2,100,Gate,9,0.5011774401916278,False,0.34650000000000003
329,1,2,100,Gate,10,0.05467171435036611,True,0.3486000000000001
330,1,2,100,Gate,15,6.609196832787508e-22,True,0.3423
331,1,2,100,Bay,15.0,1.5016844241456185e-28,True,0.8177999999999997
332,1,2,100,Bay,17.5,2.8371110832419843e-27,True,0.7023
333,1,2,100,Bay,20.0,2.374682854616851e-20,True,0.6080999999999999
334,1,2,100,Bay,22.5,7.968774667212942e-19,True,0.5421
335,1,2,100,Bay,25.0,2.4869586953747185e-17,True,0.4884
336,1,2,100,Bay,27.5,2.8318139338950396e-15,True,0.4431
337,1,2,100,Bay,30.0,1.5644346011080126e-14,True,0.4062
338,1,2,100,Bay,32.5,3.7946940112498334e-11,True,0.37439999999999996
339,1,2,100,Bay,35.0,1.1767718626600937e-12,True,0.3501000000000001
340,1,2,100,Bay,37.5,1.7052512041072872e-09,True,0.3249
341,1,2,100,Bay,40.0,1.1274286691002593e-09,True,0.30569999999999997
342,1,2,100,Bay,42.5,9.068559959778662e-09,True,0.2862
343,1,2,100,Speed,35,8.47440835277606e-06,True,0.33690000000000003
344,1,2,100,Speed,45,8.614752778679815e-05,True,0.34889999999999993
345,1,2,100,Speed,55,0.08330125278015058,True,0.35370000000000007
346,1,2,100,Speed,65,0.03654236959941974,True,0.3594
347,1,2,100,Speed,75,0.46109852079753866,True,0.3615
348,1,2,100,HoS,15,1.2683768982212947e-15,True,0.3804
349,1,2,100,HoS,16,5.4558246435370033e-14,True,0.4130999999999999
350,1,2,100,HoS,17,1.5635812469980556e-11,True,0.43950000000000006
351,1,2,100,HoS,18,4.5198612417628805e-11,True,0.4656
352,1,2,100,Fleet,25,3.779416276364307e-30,True,0.3408
353,1,2,100,Fleet,50,0.18475730573831897,True,0.34529999999999994
354,1,2,100,Fleet,75,0.8291942247520809,True,0.3459000000000001
355,1,2,100,Fleet,100,0.6592599479442784,True,0.3471
356,1,2,100,Fleet,125,0.34073653922361247,True,0.3498000000000001
357,1,2,100,Fleet,150,0.6788828088408063,False,0.3486000000000001
358,1,2,100,Fleet,175,0.5265611345094114,True,0.3504
359,1,2,100,Fleet,200,0.816763302648193,False,0.3498
360,1,2,150,Gate,1,0.31168097199012146,True,0.3381
361,1,2,150,Gate,2,0.5494724235129063,False,0.33420000000000005
362,1,2,150,Gate,3,0.3764208673644174,True,0.3366
363,1,2,150,Gate,4,0.8784507885578479,True,0.3330000000000001
364,1,2,150,Gate,5,0.935612313059947,False,0.33240000000000003
365,1,2,150,Gate,6,0.9356414909470621,False,0.33270000000000005
366,1,2,150,Gate,7,0.5285106794173995,True,0.333
367,1,2,150,Gate,8,0.7243122329730989,True,0.33059999999999995
368,1,2,150,Gate,9,0.8713015192262806,False,0.3294
369,1,2,150,Gate,10,0.5021469371176421,True,0.3299999999999999
370,1,2,150,Gate,15,6.4862984260435905e-18,True,0.3273
371,1,2,150,Bay,15.0,3.529927800174885e-24,True,0.7713000000000001
372,1,2,150,Bay,17.5,4.634271079930945e-21,True,0.6621000000000001
373,1,2,150,Bay,20.0,2.4757907797824574e-19,True,0.5826
374,1,2,150,Bay,22.5,1.3332418795481202e-19,True,0.5208
375,1,2,150,Bay,25.0,3.272741936742184e-15,True,0.4658999999999999
376,1,2,150,Bay,27.5,1.714915361709451e-14,True,0.4227
377,1,2,150,Bay,30.0,7.256271285659396e-12,True,0.3879000000000001
378,1,2,150,Bay,32.5,1.1997401951006733e-07,True,0.3558000000000001
379,1,2,150,Bay,35.0,2.7911089365059575e-10,True,0.3339000000000001
380,1,2,150,Bay,37.5,8.011106853833829e-10,True,0.31139999999999995
381,1,2,150,Bay,40.0,6.654529180705196e-11,True,0.29009999999999997
382,1,2,150,Bay,42.5,1.8710342967573881e-06,True,0.2673
383,1,2,150,Speed,35,1.71709586670676e-09,True,0.31649999999999995
384,1,2,150,Speed,45,1.630042562811535e-06,True,0.3318
385,1,2,150,Speed,55,0.008548521840192424,True,0.34020000000000006
386,1,2,150,Speed,65,0.07101894169564892,True,0.3462
387,1,2,150,Speed,75,0.12057476421351536,True,0.351
388,1,2,150,HoS,15,4.798219073082868e-11,True,0.36089999999999994
389,1,2,150,HoS,16,4.879061208024058e-12,True,0.39239999999999997
390,1,2,150,HoS,17,8.633603836264589e-13,True,0.4209000000000001
391,1,2,150,HoS,18,1.4152409865381511e-14,True,0.45269999999999994
392,1,2,150,Fleet,25,7.668337172685217e-38,True,0.3213
393,1,2,150,Fleet,50,0.031054942895424913,True,0.33060000000000006
394,1,2,150,Fleet,75,0.4854826131629475,True,0.33330000000000004
395,1,2,150,Fleet,100,0.9337867451719368,True,0.33360000000000006
396,1,2,150,Fleet,125,0.7870221262133038,True,0.3345000000000001
397,1,2,150,Fleet,150,0.6443181530609119,False,0.3330000000000001
398,1,2,150,Fleet,175,0.5379352077928491,True,0.33510000000000006
399,1,2,150,Fleet,200,0.9305527623368062,False,0.33480000000000004
400,1,2,200,Gate,1,0.6874006123959036,False,0.31620000000000004
401,1,2,200,Gate,2,0.7463813303154659,True,0.31770000000000004
402,1,2,200,Gate,3,0.9325170486554649,True,0.31650000000000006
403,1,2,200,Gate,4,0.7385342601232652,True,0.31620000000000004
404,1,2,200,Gate,5,0.5531779942069261,False,0.3150000000000001
405,1,2,200,Gate,6,0.6067529416115003,True,0.31740000000000007
406,1,2,200,Gate,7,0.6353653429652414,True,0.3153
407,1,2,200,Gate,8,0.710918341348735,False,0.31350000000000006
408,1,2,200,Gate,9,0.34393811831598065,True,0.315
409,1,2,200,Gate,10,0.9999999999999889,True,0.3111
