,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
101,9,Greenville,738000.0,0.738,1.079,2.194,4.308
102,9,Jonesboro,882000.0,0.882,1.922,0.068,5.47
103,9,Memphis,3321000.0,3.321,1.873,0.876,4.199
104,9,Owensboro,765000.0,0.765,3.269,0.019,4.36
105,9,Paducah,666000.0,0.666,1.762,0.701,3.747
106,9,Princeton,288000.0,0.288,2.286,0.125,3.735
107,9,Robinson,468000.0,0.468,2.364,0.017,5.346
108,9,St. Louis,3366000.0,3.366,1.67,1.942,1.852
109,9,Wood River,549000.0,0.549,3.05,0.0,4.796
110,10,Cape Girardeau,837000.0,0.837,2.385,0.1,5.002
111,10,Evansville,837000.0,0.837,2.906,0.0,4.496
112,10,Greenville,738000.0,0.738,1.079,1.948,4.516
113,10,Jonesboro,828000.0,0.828,1.804,0.129,5.185
114,10,Memphis,3240000.0,3.24,1.827,0.805,4.374
115,10,Owensboro,774000.0,0.774,3.308,0.01,4.483
116,10,Paducah,666000.0,0.666,1.762,0.754,3.852
117,10,Princeton,333000.0,0.333,2.643,0.07,3.8
118,10,Robinson,441000.0,0.441,2.227,0.005,5.33
119,10,St. Louis,3384000.0,3.384,1.671,1.909,1.839
120,10,Wood River,540000.0,0.54,3.0,0.0,4.899
121,11,Cape Girardeau,756000.0,0.756,2.154,0.079,5.024
122,11,Evansville,828000.0,0.828,2.875,0.0,4.316
123,11,Greenville,738000.0,0.738,1.065,2.004,4.58
124,11,Jonesboro,837000.0,0.837,1.824,0.053,5.526
125,11,Memphis,3213000.0,3.213,1.812,0.899,4.183
126,11,Owensboro,675000.0,0.675,2.885,0.021,4.142
127,11,Paducah,684000.0,0.684,1.81,0.679,4.001
128,11,Princeton,324000.0,0.324,2.571,0.119,3.594
129,11,Robinson,486000.0,0.486,2.455,0.013,5.4
130,11,St. Louis,3456000.0,3.456,1.73,1.858,2.003
131,11,Wood River,576000.0,0.576,3.2,0.0,4.792
132,12,Cape Girardeau,819000.0,0.819,2.333,0.127,5.051
133,12,Evansville,774000.0,0.774,2.688,0.0,4.194
134,12,Greenville,711000.0,0.711,1.039,2.156,4.651
135,12,Jonesboro,855000.0,0.855,1.863,0.051,5.505
136,12,Memphis,3276000.0,3.276,1.857,0.925,4.016
137,12,Owensboro,720000.0,0.72,3.077,0.01,4.353
138,12,Paducah,648000.0,0.648,1.714,0.581,4.059
139,12,Princeton,333000.0,0.333,2.643,0.044,4.251
140,12,Robinson,459000.0,0.459,2.318,0.009,5.399
141,12,St. Louis,3447000.0,3.447,1.717,1.935,1.91
142,12,Wood River,531000.0,0.531,2.95,0.0,4.836
143,13,Cape Girardeau,702000.0,0.702,2.0,0.097,5.017
144,13,Evansville,801000.0,0.801,2.781,0.0,4.182
145,13,Greenville,702000.0,0.702,1.026,1.81,4.896
146,13,Jonesboro,774000.0,0.774,1.686,0.055,5.739
147,13,Memphis,3249000.0,3.249,1.832,0.766,4.462
148,13,Owensboro,765000.0,0.765,3.269,0.019,4.08
149,13,Paducah,657000.0,0.657,1.738,0.692,3.782
150,13,Princeton,342000.0,0.342,2.714,0.109,3.942
151,13,Robinson,441000.0,0.441,2.227,0.022,5.421
152,13,St. Louis,3366000.0,3.366,1.67,2.0,1.857
153,13,Wood River,594000.0,0.594,3.3,0.0,4.493
154,14,Cape Girardeau,756000.0,0.756,2.154,0.103,5.161
155,14,Evansville,828000.0,0.828,2.875,0.0,4.451
156,14,Greenville,720000.0,0.72,1.053,1.553,5.125
157,14,Jonesboro,765000.0,0.765,1.667,0.034,5.837
158,14,Memphis,3330000.0,3.33,1.878,0.887,4.262
159,14,Owensboro,729000.0,0.729,3.115,0.008,4.467
160,14,Paducah,657000.0,0.657,1.738,0.836,3.458
161,14,Princeton,315000.0,0.315,2.5,0.073,3.593
162,14,Robinson,441000.0,0.441,2.227,0.003,5.19
163,14,St. Louis,3339000.0,3.339,1.671,1.869,1.956
164,14,Wood River,585000.0,0.585,3.25,0.0,5.313
165,15,Cape Girardeau,801000.0,0.801,2.282,0.066,5.102
166,15,Evansville,873000.0,0.873,3.031,0.0,4.38
167,15,Greenville,702000.0,0.702,1.04,1.982,4.546
168,15,Jonesboro,792000.0,0.792,1.725,0.074,6.166
169,15,Memphis,3267000.0,3.267,1.852,0.929,4.203
170,15,Owensboro,684000.0,0.684,2.923,0.01,4.471
171,15,Paducah,639000.0,0.639,1.69,0.87,3.441
172,15,Princeton,333000.0,0.333,2.643,0.048,4.398
173,15,Robinson,441000.0,0.441,2.227,0.002,5.445
174,15,St. Louis,3384000.0,3.384,1.671,1.877,1.98
175,15,Wood River,549000.0,0.549,3.05,0.0,4.56
176,16,Cape Girardeau,783000.0,0.783,2.231,0.069,4.908
177,16,Evansville,810000.0,0.81,2.813,0.0,4.63
178,16,Greenville,738000.0,0.738,1.079,1.998,4.486
179,16,Jonesboro,855000.0,0.855,1.863,0.039,5.956
180,16,Memphis,3303000.0,3.303,1.863,0.985,4.18
181,16,Owensboro,765000.0,0.765,3.269,0.016,4.756
182,16,Paducah,693000.0,0.693,1.833,0.728,3.827
183,16,Princeton,342000.0,0.342,2.714,0.086,4.094
184,16,Robinson,423000.0,0.423,2.136,0.018,4.972
185,16,St. Louis,3438000.0,3.438,1.705,1.824,2.001
186,16,Wood River,522000.0,0.522,2.9,0.0,4.578
187,17,Cape Girardeau,801000.0,0.801,2.282,0.097,5.283
188,17,Evansville,828000.0,0.828,2.875,0.0,4.417
189,17,Greenville,711000.0,0.711,1.053,1.859,4.656
190,17,Jonesboro,792000.0,0.792,1.725,0.031,6.191
191,17,Memphis,3294000.0,3.294,1.867,0.948,4.1
192,17,Owensboro,756000.0,0.756,3.231,0.017,4.291
193,17,Paducah,639000.0,0.639,1.69,0.769,3.572
194,17,Princeton,324000.0,0.324,2.571,0.062,3.962
195,17,Robinson,441000.0,0.441,2.227,0.007,5.42
196,17,St. Louis,3393000.0,3.393,1.691,1.914,1.92
197,17,Wood River,540000.0,0.54,3.0,0.0,4.774
198,18,Cape Girardeau,819000.0,0.819,2.333,0.096,5.054
199,18,Evansville,783000.0,0.783,2.719,0.0,4.434
200,18,Greenville,747000.0,0.747,1.064,2.057,4.58
201,18,Jonesboro,810000.0,0.81,1.765,0.053,5.839
202,18,Memphis,3240000.0,3.24,1.827,1.003,3.91
203,18,Owensboro,738000.0,0.738,3.154,0.011,4.381
204,18,Paducah,666000.0,0.666,1.762,0.685,3.73
205,18,Princeton,306000.0,0.306,2.429,0.067,3.483
206,18,Robinson,468000.0,0.468,2.364,0.006,5.386
207,18,St. Louis,3393000.0,3.393,1.683,1.853,1.883
208,18,Wood River,567000.0,0.567,3.15,0.0,4.813
209,19,Cape Girardeau,801000.0,0.801,2.282,0.073,5.338
210,19,Evansville,810000.0,0.81,2.813,0.0,4.006
211,19,Greenville,702000.0,0.702,1.068,2.377,4.43
212,19,Jonesboro,810000.0,0.81,1.765,0.029,5.827
213,19,Memphis,3213000.0,3.213,1.821,0.867,4.111
214,19,Owensboro,666000.0,0.666,2.846,0.018,4.39
215,19,Paducah,639000.0,0.639,1.69,0.629,3.972
216,19,Princeton,288000.0,0.288,2.286,0.143,3.152
217,19,Robinson,441000.0,0.441,2.227,0.012,5.305
218,19,St. Louis,3393000.0,3.393,1.676,1.911,1.988
219,19,Wood River,513000.0,0.513,2.85,0.0,4.605
220,20,Cape Girardeau,792000.0,0.792,2.256,0.101,5.07
221,20,Evansville,855000.0,0.855,2.969,0.0,4.709
222,20,Greenville,783000.0,0.783,1.101,2.004,4.566
223,20,Jonesboro,729000.0,0.729,1.588,0.051,6.084
224,20,Memphis,3312000.0,3.312,1.868,0.998,3.935
225,20,Owensboro,729000.0,0.729,3.115,0.02,4.117
226,20,Paducah,621000.0,0.621,1.643,0.62,3.923
227,20,Princeton,306000.0,0.306,2.429,0.115,3.515
228,20,Robinson,486000.0,0.486,2.455,0.009,5.557
229,20,St. Louis,3384000.0,3.384,1.701,1.93,1.993
230,20,Wood River,513000.0,0.513,2.85,0.0,4.43
231,21,Cape Girardeau,774000.0,0.774,2.205,0.093,4.997
232,21,Evansville,828000.0,0.828,2.875,0.0,4.104
233,21,Greenville,783000.0,0.783,1.036,1.806,4.271
234,21,Jonesboro,846000.0,0.846,1.843,0.081,5.464
235,21,Memphis,3375000.0,3.375,1.904,0.962,4.127
236,21,Owensboro,747000.0,0.747,3.192,0.005,4.452
237,21,Paducah,657000.0,0.657,1.738,0.808,3.361
238,21,Princeton,279000.0,0.279,2.214,0.094,3.271
239,21,Robinson,459000.0,0.459,2.318,0.008,5.334
240,21,St. Louis,3384000.0,3.384,1.679,1.915,1.942
241,21,Wood River,549000.0,0.549,3.05,0.0,4.96
242,22,Cape Girardeau,747000.0,0.747,2.128,0.052,5.351
243,22,Evansville,828000.0,0.828,2.875,0.0,4.214
244,22,Greenville,747000.0,0.747,1.038,1.793,4.583
245,22,Jonesboro,846000.0,0.846,1.843,0.043,5.516
246,22,Memphis,3276000.0,3.276,1.848,0.953,4.066
247,22,Owensboro,702000.0,0.702,3.0,0.015,4.154
248,22,Paducah,648000.0,0.648,1.714,0.781,3.489
249,22,Princeton,306000.0,0.306,2.429,0.067,3.585
250,22,Robinson,441000.0,0.441,2.227,0.002,5.512
251,22,St. Louis,3402000.0,3.402,1.68,1.846,1.973
252,22,Wood River,603000.0,0.603,3.35,0.0,4.848
253,23,Cape Girardeau,783000.0,0.783,2.231,0.091,5.072
254,23,Evansville,810000.0,0.81,2.813,0.0,4.282
255,23,Greenville,747000.0,0.747,1.092,2.066,4.655
256,23,Jonesboro,729000.0,0.729,1.588,0.028,5.842
257,23,Memphis,3267000.0,3.267,1.852,0.957,4.088
258,23,Owensboro,783000.0,0.783,3.346,0.016,4.398
259,23,Paducah,675000.0,0.675,1.786,0.7,3.942
260,23,Princeton,324000.0,0.324,2.571,0.071,3.86
261,23,Robinson,477000.0,0.477,2.409,0.017,5.444
262,23,St. Louis,3393000.0,3.393,1.683,1.896,1.949
263,23,Wood River,558000.0,0.558,3.1,0.0,4.938
264,24,Cape Girardeau,729000.0,0.729,2.077,0.084,4.95
265,24,Evansville,855000.0,0.855,2.969,0.0,4.479
266,24,Greenville,747000.0,0.747,1.107,2.196,4.448
267,24,Jonesboro,855000.0,0.855,1.863,0.043,5.781
268,24,Memphis,3312000.0,3.312,1.878,0.924,4.139
269,24,Owensboro,783000.0,0.783,3.346,0.01,4.773
270,24,Paducah,666000.0,0.666,1.762,0.649,3.901
271,24,Princeton,324000.0,0.324,2.571,0.088,3.815
272,24,Robinson,423000.0,0.423,2.136,0.009,5.346
273,24,St. Louis,3375000.0,3.375,1.705,1.916,1.955
274,24,Wood River,558000.0,0.558,3.1,0.0,4.543
275,25,Cape Girardeau,774000.0,0.774,2.205,0.067,5.14
276,25,Evansville,774000.0,0.774,2.688,0.0,3.908
277,25,Greenville,747000.0,0.747,1.051,1.926,4.539
278,25,Jonesboro,828000.0,0.828,1.804,0.045,5.967
279,25,Memphis,3285000.0,3.285,1.853,1.024,3.739
280,25,Owensboro,729000.0,0.729,3.115,0.028,4.687
281,25,Paducah,603000.0,0.603,1.595,0.632,3.764
282,25,Princeton,306000.0,0.306,2.429,0.13,3.268
283,25,Robinson,423000.0,0.423,2.136,0.013,4.719
284,25,St. Louis,3420000.0,3.42,1.696,1.85,1.94
285,25,Wood River,585000.0,0.585,3.25,0.0,4.922
286,26,Cape Girardeau,792000.0,0.792,2.256,0.093,5.082
287,26,Evansville,792000.0,0.792,2.75,0.0,4.324
288,26,Greenville,738000.0,0.738,1.065,2.039,4.672
289,26,Jonesboro,819000.0,0.819,1.784,0.034,5.983
290,26,Memphis,3339000.0,3.339,1.883,0.878,4.278
291,26,Owensboro,729000.0,0.729,3.115,0.015,4.172
292,26,Paducah,666000.0,0.666,1.762,0.722,3.864
293,26,Princeton,315000.0,0.315,2.5,0.064,3.991
294,26,Robinson,432000.0,0.432,2.182,0.01,5.403
295,26,St. Louis,3294000.0,3.294,1.664,1.897,1.85
296,26,Wood River,549000.0,0.549,3.05,0.0,4.332
297,27,Cape Girardeau,747000.0,0.747,2.128,0.065,5.364
298,27,Evansville,810000.0,0.81,2.813,0.0,4.174
299,27,Greenville,729000.0,0.729,1.038,1.958,4.471
300,27,Jonesboro,873000.0,0.873,1.902,0.071,5.474
301,27,Memphis,3186000.0,3.186,1.806,1.018,3.81
302,27,Owensboro,738000.0,0.738,3.154,0.016,4.268
303,27,Paducah,666000.0,0.666,1.762,0.698,3.919
304,27,Princeton,306000.0,0.306,2.429,0.07,3.998
305,27,Robinson,450000.0,0.45,2.273,0.004,5.211
306,27,St. Louis,3348000.0,3.348,1.676,1.886,1.944
307,27,Wood River,558000.0,0.558,3.1,0.0,4.494
308,28,Cape Girardeau,765000.0,0.765,2.179,0.084,5.016
309,28,Evansville,774000.0,0.774,2.688,0.0,4.704
310,28,Greenville,702000.0,0.702,1.04,2.001,4.695
311,28,Jonesboro,846000.0,0.846,1.843,0.035,5.256
312,28,Memphis,3240000.0,3.24,1.837,1.046,3.793
313,28,Owensboro,729000.0,0.729,3.115,0.043,4.253
314,28,Paducah,675000.0,0.675,1.786,0.603,4.026
315,28,Princeton,324000.0,0.324,2.571,0.05,3.644
316,28,Robinson,459000.0,0.459,2.318,0.007,5.33
317,28,St. Louis,3375000.0,3.375,1.689,1.941,1.928
318,28,Wood River,621000.0,0.621,3.45,0.0,4.813
319,29,Cape Girardeau,801000.0,0.801,2.282,0.089,4.786
320,29,Evansville,801000.0,0.801,2.781,0.0,4.477
321,29,Greenville,765000.0,0.765,1.076,1.905,4.432
322,29,Jonesboro,774000.0,0.774,1.686,0.062,5.669
323,29,Memphis,3348000.0,3.348,1.888,0.911,4.145
324,29,Owensboro,756000.0,0.756,3.231,0.012,4.827
325,29,Paducah,630000.0,0.63,1.667,0.621,4.024
326,29,Princeton,333000.0,0.333,2.643,0.056,3.916
327,29,Robinson,468000.0,0.468,2.364,0.016,5.368
328,29,St. Louis,3411000.0,3.411,1.707,1.88,1.932
329,29,Wood River,522000.0,0.522,2.9,0.0,4.522
330,30,Cape Girardeau,783000.0,0.783,2.231,0.114,4.935
331,30,Evansville,855000.0,0.855,2.969,0.0,4.437
332,30,Greenville,774000.0,0.774,1.062,2.028,4.46
333,30,Jonesboro,774000.0,0.774,1.686,0.074,5.354
334,30,Memphis,3195000.0,3.195,1.821,0.905,4.108
335,30,Owensboro,801000.0,0.801,3.423,0.025,4.868
336,30,Paducah,648000.0,0.648,1.714,0.705,3.809
337,30,Princeton,342000.0,0.342,2.714,0.049,4.354
338,30,Robinson,450000.0,0.45,2.273,0.004,4.996
339,30,St. Louis,3393000.0,3.393,1.691,1.935,1.904
340,30,Wood River,549000.0,0.549,3.05,0.0,4.564
341,31,Cape Girardeau,792000.0,0.792,2.256,0.119,5.211
342,31,Evansville,819000.0,0.819,2.844,0.0,4.729
343,31,Greenville,765000.0,0.765,1.049,1.619,4.851
344,31,Jonesboro,846000.0,0.846,1.843,0.056,5.573
345,31,Memphis,3348000.0,3.348,1.898,0.853,4.318
346,31,Owensboro,756000.0,0.756,3.231,0.023,4.341
347,31,Paducah,675000.0,0.675,1.786,0.64,3.99
348,31,Princeton,297000.0,0.297,2.357,0.096,3.302
349,31,Robinson,468000.0,0.468,2.364,0.006,5.679
350,31,St. Louis,3411000.0,3.411,1.692,1.862,1.956
351,31,Wood River,585000.0,0.585,3.25,0.0,4.887
352,32,Cape Girardeau,792000.0,0.792,2.256,0.085,5.298
353,32,Evansville,810000.0,0.81,2.813,0.0,4.293
354,32,Greenville,639000.0,0.639,1.014,2.0,4.989
355,32,Jonesboro,864000.0,0.864,1.882,0.067,5.578
356,32,Memphis,3357000.0,3.357,1.903,0.995,4.007
357,32,Owensboro,765000.0,0.765,3.269,0.015,4.72
358,32,Paducah,630000.0,0.63,1.667,0.696,3.65
359,32,Princeton,324000.0,0.324,2.571,0.065,3.908
360,32,Robinson,513000.0,0.513,2.591,0.01,5.458
361,32,St. Louis,3438000.0,3.438,1.721,1.886,1.972
362,32,Wood River,567000.0,0.567,3.15,0.0,4.806
363,33,Cape Girardeau,765000.0,0.765,2.179,0.076,5.096
364,33,Evansville,828000.0,0.828,2.875,0.0,4.302
365,33,Greenville,702000.0,0.702,1.054,2.184,4.331
366,33,Jonesboro,828000.0,0.828,1.804,0.025,5.688
367,33,Memphis,3123000.0,3.123,1.77,0.873,4.268
368,33,Owensboro,792000.0,0.792,3.385,0.023,4.557
369,33,Paducah,684000.0,0.684,1.81,0.724,3.894
370,33,Princeton,342000.0,0.342,2.714,0.034,4.318
371,33,Robinson,459000.0,0.459,2.318,0.008,5.605
372,33,St. Louis,3393000.0,3.393,1.698,1.905,1.854
373,33,Wood River,585000.0,0.585,3.25,0.0,4.861
374,34,Cape Girardeau,810000.0,0.81,2.308,0.097,4.876
375,34,Evansville,801000.0,0.801,2.781,0.0,4.383
376,34,Greenville,765000.0,0.765,1.063,1.87,4.547
377,34,Jonesboro,810000.0,0.81,1.765,0.038,5.892
378,34,Memphis,3303000.0,3.303,1.872,0.972,3.965
379,34,Owensboro,711000.0,0.711,3.038,0.029,4.3
380,34,Paducah,711000.0,0.711,1.881,0.541,4.363
381,34,Princeton,306000.0,0.306,2.429,0.084,3.534
382,34,Robinson,495000.0,0.495,2.5,0.004,5.983
383,34,St. Louis,3447000.0,3.447,1.725,1.879,1.843
384,34,Wood River,549000.0,0.549,3.05,0.0,4.517
385,35,Cape Girardeau,801000.0,0.801,2.282,0.078,5.167
